variant,margin_m,band_m,cohort,scene,observations,instances,scenes,lidar_supported,radar_supported,both,lidar_only,radar_only,neither,lidar_percent,radar_percent,difference_pp,min_range_m,max_range_m,lidar_ge_3_percent,lidar_ge_5_percent,lidar_points_p25,lidar_points_p50,lidar_points_p75,lidar_points_p90,lidar_equal_track_percent,radar_ge_3_percent,radar_ge_5_percent,radar_points_p25,radar_points_p50,radar_points_p75,radar_points_p90,radar_equal_track_percent
static,0,200-400,forward_vehicles,scene_28_1,73,7,1,54,38,32,22,6,13,73.97260273972603,52.054794520547944,21.91780821917808,201.06925163807026,334.8785602315927,67.12328767123287,63.013698630136986,0.0,8.0,21.0,41.39999999999999,68.94792399718507,10.95890410958904,0.0,0.0,1.0,1.0,2.799999999999997,54.82054890921886
static,0,200-400,forward_vehicles,scene_28_6,48,13,1,33,33,24,9,9,6,68.75,68.75,0.0,201.68972383528677,381.0022030069285,62.5,58.333333333333336,0.0,5.5,11.75,32.300000000000004,63.33333333333334,25.0,12.5,0.0,1.0,2.25,5.0,72.17948717948718
static,0,200-400,forward_vehicles,scene_28_12,189,14,1,162,57,52,110,5,22,85.71428571428571,30.158730158730158,55.55555555555556,200.0481951240057,397.6820703976072,79.8941798941799,73.01587301587301,4.0,9.0,27.0,56.400000000000034,80.74513206092155,13.227513227513226,8.465608465608465,0.0,0.0,1.0,3.200000000000017,43.642072213500775
static,0,200-400,forward_vehicles,scene_28_18,75,8,1,59,37,27,32,10,6,78.66666666666666,49.333333333333336,29.33333333333333,204.41397427391732,378.5509058889894,76.0,70.66666666666667,3.0,12.0,24.0,31.0,60.62499999999999,6.666666666666667,6.666666666666667,0.0,0.0,1.0,2.0,62.192982456140356
static,0,200-400,all,scene_28_1,322,41,1,112,45,39,73,6,204,34.78260869565217,13.975155279503104,20.80745341614907,200.0625118208934,395.366842163772,27.32919254658385,22.36024844720497,0.0,0.0,3.0,11.0,26.35922459934234,2.484472049689441,0.0,0.0,0.0,0.0,1.0,10.184228443269653
static,0,200-400,all,scene_28_6,87,17,1,62,38,29,33,9,16,71.26436781609196,43.67816091954023,27.586206896551722,201.54258863542225,381.0022030069285,66.66666666666666,60.91954022988506,0.0,6.0,21.5,37.20000000000002,57.88515406162465,13.793103448275861,6.896551724137931,0.0,0.0,2.0,3.0,47.47899159663865
static,0,200-400,all,scene_28_12,455,44,1,217,66,61,156,5,233,47.69230769230769,14.505494505494507,33.18681318681319,200.0481951240057,397.6820703976072,40.43956043956044,36.48351648351648,0.0,0.0,10.0,32.0,43.243386730228835,6.373626373626373,3.5164835164835164,0.0,0.0,0.0,2.0,16.36086136086136
static,0,200-400,all,scene_28_18,156,21,1,70,40,30,40,10,76,44.871794871794876,25.64102564102564,19.230769230769234,204.41397427391732,396.194511461061,42.94871794871795,39.1025641025641,0.0,0.0,15.0,27.5,31.398046398046397,3.8461538461538463,3.205128205128205,0.0,0.0,1.0,2.0,25.47827903091061
static,0,200-400,all,scene_28_24,23,4,1,0,0,0,0,0,23,0.0,0.0,0.0,228.18726066419157,318.0585202283685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
static,0.5,100-150,vehicles,scene_28_1,44,17,1,36,31,28,8,3,5,81.81818181818183,70.45454545454545,11.363636363636365,103.25284269759703,149.51235788763145,65.9090909090909,54.54545454545454,1.0,5.5,139.5,298.0000000000001,78.67647058823529,59.09090909090909,54.54545454545454,0.0,8.5,16.0,25.80000000000001,50.0
static,0.5,100-150,vehicles,scene_28_6,142,24,1,140,139,138,2,1,1,98.59154929577466,97.88732394366197,0.7042253521126751,100.26475808240477,149.72193380985757,96.47887323943662,93.66197183098592,29.0,86.5,199.5,527.1000000000001,98.68055555555556,91.54929577464789,76.05633802816901,5.0,7.0,14.0,34.0,96.25
static,0.5,100-150,vehicles,scene_28_12,33,13,1,31,33,31,0,2,0,93.93939393939394,100.0,-6.060606060606055,101.08026907499156,148.2364399300797,93.93939393939394,93.93939393939394,21.0,112.0,591.0,756.6,94.87179487179486,100.0,90.9090909090909,10.0,17.0,41.0,49.6,100.0
static,0.5,100-150,vehicles,scene_28_18,90,12,1,89,88,87,2,1,0,98.88888888888889,97.77777777777777,1.1111111111111183,100.380581386362,149.6341155859118,96.66666666666667,95.55555555555556,24.75,60.0,126.0,243.30000000000013,97.91666666666666,88.88888888888889,73.33333333333333,4.0,7.0,9.0,11.100000000000009,94.44444444444443
static,0.5,100-150,passenger_cars,scene_28_1,18,11,1,11,6,4,7,2,5,61.111111111111114,33.33333333333333,27.777777777777786,103.25284269759703,147.2730748425423,27.77777777777778,16.666666666666664,0.0,1.0,3.5,5.300000000000001,68.18181818181817,5.555555555555555,0.0,0.0,0.0,1.0,2.0,31.818181818181817
static,0.5,100-150,passenger_cars,scene_28_6,16,4,1,16,14,14,2,0,0,100.0,87.5,12.5,101.40321414395491,145.3494149274749,93.75,81.25,8.25,52.0,74.25,85.5,100.0,68.75,25.0,2.0,3.0,4.25,5.0,79.16666666666666
static,0.5,100-150,passenger_cars,scene_28_18,40,7,1,39,38,37,2,1,0,97.5,95.0,2.500000000000002,100.380581386362,149.6341155859118,92.5,90.0,8.0,25.5,52.5,86.60000000000002,96.42857142857143,85.0,60.0,4.0,5.0,7.25,10.0,90.47619047619048
static,0.5,100-150,forward_vehicles,scene_28_1,28,7,1,24,27,24,0,3,1,85.71428571428571,96.42857142857143,-10.71428571428572,107.31127707374732,149.51235788763145,75.0,64.28571428571429,2.75,10.0,250.25,335.20000000000005,62.5,82.14285714285714,78.57142857142857,8.75,13.0,19.25,29.200000000000003,85.71428571428571
static,0.5,100-150,forward_vehicles,scene_28_6,85,19,1,85,85,85,0,0,0,100.0,100.0,0.0,100.55238789170116,149.72193380985757,98.82352941176471,98.82352941176471,44.0,126.0,363.0,644.6000000000004,100.0,95.29411764705881,83.52941176470588,6.0,9.0,27.0,40.60000000000001,100.0
static,0.5,100-150,forward_vehicles,scene_28_12,20,8,1,20,20,20,0,0,0,100.0,100.0,0.0,101.08026907499156,148.2364399300797,100.0,100.0,20.5,47.5,681.0,975.7000000000002,100.0,100.0,100.0,16.5,27.0,47.25,51.2,100.0
static,0.5,100-150,forward_vehicles,scene_28_18,42,11,1,42,42,42,0,0,0,100.0,100.0,0.0,100.380581386362,149.6341155859118,100.0,97.61904761904762,11.75,28.5,53.5,85.0,100.0,97.61904761904762,73.80952380952381,4.25,6.5,9.75,13.799999999999997,100.0
static,0.5,100-150,all,scene_28_1,236,54,1,215,120,112,103,8,13,91.10169491525424,50.847457627118644,40.2542372881356,100.01457537159469,149.85105342932135,85.16949152542372,78.8135593220339,6.0,17.0,36.0,63.5,87.51322751322752,11.016949152542372,10.16949152542373,0.0,1.0,1.0,4.5,44.96472663139329
static,0.5,100-150,all,scene_28_6,142,24,1,140,139,138,2,1,1,98.59154929577466,97.88732394366197,0.7042253521126751,100.26475808240477,149.72193380985757,96.47887323943662,93.66197183098592,29.0,86.5,199.5,527.1000000000001,98.68055555555556,91.54929577464789,76.05633802816901,5.0,7.0,14.0,34.0,96.25
static,0.5,100-150,all,scene_28_12,151,35,1,106,57,43,63,14,31,70.19867549668875,37.74834437086093,32.450331125827816,100.07915340275993,149.77802477287503,57.615894039735096,50.993377483443716,0.0,5.0,20.5,124.0,79.63945578231292,22.516556291390728,19.867549668874172,0.0,0.0,1.0,18.0,49.367346938775505
static,0.5,100-150,all,scene_28_18,90,12,1,89,88,87,2,1,0,98.88888888888889,97.77777777777777,1.1111111111111183,100.380581386362,149.6341155859118,96.66666666666667,95.55555555555556,24.75,60.0,126.0,243.30000000000013,97.91666666666666,88.88888888888889,73.33333333333333,4.0,7.0,9.0,11.100000000000009,94.44444444444443
static,0.5,100-150,all,scene_28_24,17,2,1,15,0,0,15,0,2,88.23529411764706,0.0,88.23529411764706,102.0515260064733,112.1430559245427,70.58823529411765,58.82352941176471,2.0,11.0,37.0,94.8,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
static,0.5,150-200,vehicles,scene_28_1,115,12,1,95,97,86,9,11,9,82.6086956521739,84.34782608695653,-1.7391304347826098,150.28445056882035,199.9727196236663,74.78260869565217,68.69565217391305,2.5,19.0,281.0,469.20000000000033,86.74564270152504,70.43478260869566,64.34782608695652,2.0,6.0,11.0,20.200000000000017,73.13453159041394
static,0.5,150-200,vehicles,scene_28_6,74,22,1,68,64,58,10,6,0,91.8918918918919,86.48648648648648,5.405405405405405,150.2692484722888,198.99440052543983,85.13513513513513,83.78378378378379,10.25,20.5,41.0,103.4,94.9134199134199,54.054054054054056,32.432432432432435,1.0,3.0,6.0,8.700000000000003,79.62870462870463
static,0.5,150-200,vehicles,scene_28_12,54,18,1,53,52,51,2,1,0,98.14814814814815,96.29629629629629,1.85185185185186,151.37582354922944,199.68700638182082,96.29629629629629,92.5925925925926,9.25,46.5,132.0,344.80000000000024,97.22222222222221,66.66666666666666,53.70370370370371,2.0,5.0,10.75,19.400000000000006,96.75925925925924
static,0.5,150-200,vehicles,scene_28_18,40,13,1,34,32,27,7,5,1,85.0,80.0,4.999999999999993,152.30494406940272,199.87630076942094,80.0,77.5,6.5,21.5,31.75,52.90000000000001,75.64102564102562,37.5,7.5,1.0,1.5,3.0,4.0,83.33333333333333
static,0.5,150-200,passenger_cars,scene_28_1,15,5,1,12,6,6,6,0,3,80.0,40.0,40.0,154.03596802110513,198.75333675562098,53.333333333333336,46.666666666666664,1.5,4.0,63.0,106.39999999999999,85.0,26.666666666666668,6.666666666666667,0.0,0.0,2.5,3.0,51.42857142857142
static,0.5,150-200,passenger_cars,scene_28_6,7,4,1,6,4,3,3,1,0,85.71428571428571,57.14285714285714,28.57142857142857,150.5748978242395,195.99622348040978,57.14285714285714,57.14285714285714,1.0,6.0,12.5,20.400000000000006,91.66666666666666,28.57142857142857,0.0,0.0,1.0,3.0,4.0,41.666666666666664
static,0.5,150-200,passenger_cars,scene_28_12,12,1,1,12,11,11,1,0,0,100.0,91.66666666666666,8.333333333333337,165.93708954582632,186.53381818594744,91.66666666666666,75.0,5.5,9.5,11.0,14.0,100.0,8.333333333333332,0.0,1.0,2.0,2.0,2.0,91.66666666666666
static,0.5,150-200,passenger_cars,scene_28_18,30,6,1,26,23,20,6,3,1,86.66666666666667,76.66666666666667,9.999999999999998,152.30494406940272,199.87630076942094,83.33333333333334,80.0,7.25,21.0,29.0,34.2,80.55555555555554,33.33333333333333,3.3333333333333335,1.0,1.0,3.0,3.1000000000000014,80.55555555555554
static,0.5,150-200,forward_vehicles,scene_28_1,105,8,1,86,92,81,5,11,8,81.9047619047619,87.61904761904762,-5.714285714285716,150.28445056882035,199.9727196236663,77.14285714285715,72.38095238095238,4.0,21.0,297.0,487.6,76.99346405228759,76.19047619047619,69.52380952380952,3.0,7.0,12.0,21.0,78.45179738562092
static,0.5,150-200,forward_vehicles,scene_28_6,25,16,1,23,25,23,0,2,0,92.0,100.0,-7.9999999999999964,150.5748978242395,198.99440052543983,92.0,92.0,14.0,21.0,29.0,40.80000000000001,93.75,80.0,68.0,4.0,6.0,9.0,15.200000000000003,100.0
static,0.5,150-200,forward_vehicles,scene_28_12,25,12,1,25,25,25,0,0,0,100.0,100.0,0.0,151.37582354922944,197.3980232445652,100.0,100.0,30.0,56.0,280.0,517.4000000000001,100.0,92.0,84.0,6.0,9.0,18.0,31.20000000000001,100.0
static,0.5,150-200,forward_vehicles,scene_28_18,29,10,1,26,25,22,4,3,0,89.65517241379311,86.20689655172413,3.4482758620689724,152.30494406940272,199.87630076942094,86.20689655172413,82.75862068965517,10.0,22.0,30.0,46.39999999999999,80.0,51.724137931034484,10.344827586206897,1.0,3.0,3.0,4.399999999999999,97.5
static,0.5,150-200,all,scene_28_1,256,46,1,221,123,111,110,12,23,86.328125,48.046875,38.28125,150.12315334501665,199.9727196236663,75.78125,69.140625,3.0,10.0,29.0,300.0,88.71625461778913,32.03125,28.90625,0.0,0.0,6.0,12.0,34.19244509397962
static,0.5,150-200,all,scene_28_6,74,22,1,68,64,58,10,6,0,91.8918918918919,86.48648648648648,5.405405405405405,150.2692484722888,198.99440052543983,85.13513513513513,83.78378378378379,10.25,20.5,41.0,103.4,94.9134199134199,54.054054054054056,32.432432432432435,1.0,3.0,6.0,8.700000000000003,79.62870462870463
static,0.5,150-200,all,scene_28_12,160,44,1,123,63,61,62,2,35,76.875,39.375,37.50000000000001,150.3231986970195,199.68700638182082,65.0,58.12500000000001,1.0,6.0,27.5,87.59999999999997,79.96212121212122,22.5,18.125,0.0,0.0,2.0,9.0,46.29329004329005
static,0.5,150-200,all,scene_28_18,52,16,1,42,36,30,12,6,4,80.76923076923077,69.23076923076923,11.538461538461542,150.35048049437566,199.87630076942094,71.15384615384616,69.23076923076923,1.0,15.5,29.25,44.699999999999996,73.95833333333333,28.846153846153843,5.769230769230769,0.0,1.0,3.0,3.8999999999999986,73.95833333333333
static,0.5,150-200,all,scene_28_24,9,2,1,7,1,0,7,1,1,77.77777777777779,11.11111111111111,66.66666666666667,159.44302771626278,168.72950632582754,66.66666666666666,55.55555555555556,1.0,7.0,10.0,14.2,75.0,0.0,0.0,0.0,0.0,0.0,0.40000000000000036,8.333333333333332
static,0.5,200-250,vehicles,scene_28_1,48,9,1,39,31,26,13,5,4,81.25,64.58333333333334,16.666666666666664,201.06925163807026,249.9157658332935,72.91666666666666,68.75,1.75,12.5,70.75,305.4000000000001,81.34920634920636,41.66666666666667,18.75,0.0,2.0,4.0,6.300000000000004,46.18437118437119
static,0.5,200-250,vehicles,scene_28_6,39,15,1,27,31,23,4,8,4,69.23076923076923,79.48717948717949,-10.256410256410254,201.54258863542225,249.2167268956506,64.1025641025641,64.1025641025641,0.0,8.0,26.5,43.20000000000002,71.9047619047619,30.76923076923077,17.94871794871795,1.0,2.0,3.0,6.0,82.3809523809524
static,0.5,200-250,vehicles,scene_28_12,48,17,1,45,42,40,5,2,1,93.75,87.5,6.25,200.0481951240057,249.7046674149109,93.75,93.75,15.0,44.0,321.0,1094.1000000000001,93.13725490196077,52.083333333333336,29.166666666666668,1.75,3.0,5.0,10.0,85.29411764705883
static,0.5,200-250,vehicles,scene_28_18,38,10,1,35,32,30,5,2,1,92.10526315789474,84.21052631578947,7.8947368421052655,204.41397427391732,249.60712874363585,86.8421052631579,84.21052631578947,14.25,30.0,41.0,47.90000000000001,80.0,23.684210526315788,13.157894736842104,1.0,2.0,2.0,5.900000000000013,89.84848484848484
static,0.5,200-250,passenger_cars,scene_28_1,22,5,1,19,11,11,8,0,3,86.36363636363636,50.0,36.36363636363637,201.91332212775274,249.9157658332935,81.81818181818183,81.81818181818183,7.0,14.0,51.25,69.7,75.0,27.27272727272727,0.0,0.0,1.0,2.75,3.0,28.846153846153843
static,0.5,200-250,passenger_cars,scene_28_6,1,1,1,0,1,0,0,1,0,0.0,100.0,-100.0,214.64145831489262,214.64145831489262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0
static,0.5,200-250,passenger_cars,scene_28_18,26,4,1,24,22,20,4,2,0,92.3076923076923,84.61538461538461,7.692307692307699,210.85990809166134,249.60712874363585,92.3076923076923,92.3076923076923,21.25,32.0,41.0,50.5,62.5,7.6923076923076925,0.0,1.0,2.0,2.0,2.0,95.45454545454545
static,0.5,200-250,forward_vehicles,scene_28_1,41,6,1,33,30,25,8,5,3,80.48780487804879,73.17073170731707,7.317073170731714,201.06925163807026,247.83329383700854,73.17073170731707,70.73170731707317,2.0,15.0,76.0,325.0,76.19047619047619,48.78048780487805,21.951219512195124,0.0,2.0,4.0,7.0,65.10989010989012
static,0.5,200-250,forward_vehicles,scene_28_6,19,12,1,15,19,15,0,4,0,78.94736842105263,100.0,-21.052631578947366,201.68972383528677,242.53808521002244,73.68421052631578,73.68421052631578,3.5,8.0,18.0,34.39999999999999,79.16666666666666,52.63157894736842,36.84210526315789,2.0,3.0,5.5,7.399999999999999,100.0
static,0.5,200-250,forward_vehicles,scene_28_12,35,12,1,32,32,30,2,2,1,91.42857142857143,91.42857142857143,0.0,200.0481951240057,249.7046674149109,91.42857142857143,91.42857142857143,14.5,114.0,429.5,1255.8000000000002,90.27777777777779,57.14285714285714,34.285714285714285,2.0,3.0,7.5,10.0,91.66666666666666
static,0.5,200-250,forward_vehicles,scene_28_18,33,8,1,31,29,27,4,2,0,93.93939393939394,87.87878787878788,6.060606060606066,204.41397427391732,249.60712874363585,87.87878787878788,87.87878787878788,16.0,31.0,41.0,49.400000000000006,81.25,24.242424242424242,15.151515151515152,1.0,2.0,2.0,7.400000000000002,97.72727272727273
static,0.5,200-250,all,scene_28_1,152,40,1,122,51,43,79,8,22,80.26315789473685,33.55263157894737,46.71052631578948,200.0625118208934,249.9157658332935,69.07894736842105,59.210526315789465,1.0,6.5,21.0,53.900000000000006,77.52976190476191,13.157894736842104,5.921052631578947,0.0,0.0,1.0,3.0,24.349816849816854
static,0.5,200-250,all,scene_28_6,40,16,1,27,31,23,4,8,5,67.5,77.5,-9.999999999999998,201.54258863542225,249.2167268956506,62.5,62.5,0.0,7.5,24.25,42.60000000000001,67.41071428571428,30.0,17.5,1.0,2.0,3.0,6.0,77.23214285714286
static,0.5,200-250,all,scene_28_12,143,41,1,106,45,43,63,2,35,74.12587412587412,31.46853146853147,42.65734265734265,200.0481951240057,249.7046674149109,64.33566433566433,58.74125874125874,0.0,7.0,19.0,245.39999999999998,77.4128919860627,17.482517482517483,9.79020979020979,0.0,0.0,2.0,4.0,37.39837398373984
static,0.5,200-250,all,scene_28_18,49,14,1,40,35,32,8,3,6,81.63265306122449,71.42857142857143,10.204081632653061,204.41397427391732,249.60712874363585,75.51020408163265,71.42857142857143,3.0,20.0,38.0,43.80000000000001,70.23809523809523,18.367346938775512,10.204081632653061,0.0,1.0,2.0,4.200000000000003,71.32034632034632
static,0.5,200-250,all,scene_28_24,3,1,1,1,0,0,1,0,2,33.33333333333333,0.0,33.33333333333333,228.18726066419157,232.18225850084806,0.0,0.0,0.0,0.0,0.5,0.8,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
static,0.5,250-300,vehicles,scene_28_1,50,4,1,41,28,28,13,0,9,82.0,56.00000000000001,25.99999999999999,250.60822551614362,299.5495255467652,80.0,80.0,5.25,9.5,48.75,74.5,68.5483870967742,14.000000000000002,0.0,0.0,1.0,2.0,3.0,46.37096774193549
static,0.5,250-300,vehicles,scene_28_6,29,12,1,22,13,9,13,4,3,75.86206896551724,44.827586206896555,31.034482758620683,251.5283332034967,299.80861071369907,75.86206896551724,62.06896551724138,4.0,14.0,34.0,54.2,65.97222222222221,20.689655172413794,6.896551724137931,0.0,0.0,1.0,4.0,41.66666666666667
static,0.5,250-300,vehicles,scene_28_12,56,18,1,51,27,24,27,3,2,91.07142857142857,48.214285714285715,42.857142857142854,250.0497157484766,297.8225789709488,91.07142857142857,89.28571428571429,9.25,25.0,49.5,441.0,84.25925925925925,19.642857142857142,8.928571428571429,0.0,0.0,2.0,4.0,55.833333333333336
static,0.5,250-300,vehicles,scene_28_18,31,10,1,30,25,24,6,1,0,96.7741935483871,80.64516129032258,16.129032258064523,251.00468974964278,296.62011809559124,90.32258064516128,90.32258064516128,10.0,28.0,35.0,40.0,95.0,16.129032258064516,3.225806451612903,1.0,1.0,2.0,4.0,79.79166666666666
static,0.5,250-300,passenger_cars,scene_28_1,46,3,1,37,27,27,10,0,9,80.43478260869566,58.69565217391305,21.739130434782606,250.60822551614362,297.1208104465116,78.26086956521739,78.26086956521739,5.25,10.0,55.0,76.5,57.47126436781609,15.217391304347828,0.0,0.0,1.0,2.0,3.0,45.97701149425288
static,0.5,250-300,passenger_cars,scene_28_12,15,1,1,15,2,2,13,0,0,100.0,13.333333333333334,86.66666666666667,250.6783571335975,297.8225789709488,100.0,100.0,16.0,23.0,31.0,36.2,100.0,0.0,0.0,0.0,0.0,0.0,0.5999999999999996,13.333333333333334
static,0.5,250-300,passenger_cars,scene_28_18,21,4,1,20,17,16,4,1,0,95.23809523809523,80.95238095238095,14.28571428571428,251.00468974964278,288.0912174576963,85.71428571428571,85.71428571428571,18.0,31.0,35.0,40.0,87.5,4.761904761904762,0.0,1.0,1.0,1.0,2.0,82.8125
static,0.5,250-300,forward_vehicles,scene_28_1,17,2,1,16,16,16,0,0,1,94.11764705882352,94.11764705882352,0.0,250.60822551614362,297.1208104465116,94.11764705882352,94.11764705882352,49.0,67.0,79.0,87.0,50.0,29.411764705882355,0.0,2.0,2.0,3.0,3.4000000000000004,50.0
static,0.5,250-300,forward_vehicles,scene_28_6,18,10,1,12,12,8,4,4,2,66.66666666666666,66.66666666666666,0.0,254.2479486873591,299.80861071369907,66.66666666666666,55.55555555555556,0.0,5.5,23.25,38.2,65.0,33.33333333333333,11.11111111111111,0.0,1.0,3.0,4.300000000000001,65.0
static,0.5,250-300,forward_vehicles,scene_28_12,46,13,1,41,25,22,19,3,2,89.13043478260869,54.347826086956516,34.78260869565217,250.0497157484766,297.8225789709488,89.13043478260869,89.13043478260869,10.25,31.0,141.25,679.5,78.2051282051282,23.91304347826087,10.869565217391305,0.0,1.0,2.0,4.5,74.74358974358975
static,0.5,250-300,forward_vehicles,scene_28_18,28,8,1,27,24,23,4,1,0,96.42857142857143,85.71428571428571,10.71428571428572,251.00468974964278,296.62011809559124,89.28571428571429,89.28571428571429,10.0,30.0,35.0,40.0,93.75,17.857142857142858,3.571428571428571,1.0,1.0,2.0,4.0,91.40625
static,0.5,250-300,all,scene_28_1,111,24,1,88,36,36,52,0,23,79.27927927927928,32.432432432432435,46.846846846846844,250.2288925344351,299.5495255467652,69.36936936936937,63.06306306306306,1.0,7.0,13.0,57.0,77.0497311827957,6.306306306306306,0.0,0.0,0.0,1.0,2.0,18.492383512544805
static,0.5,250-300,all,scene_28_6,29,12,1,22,13,9,13,4,3,75.86206896551724,44.827586206896555,31.034482758620683,251.5283332034967,299.80861071369907,75.86206896551724,62.06896551724138,4.0,14.0,34.0,54.2,65.97222222222221,20.689655172413794,6.896551724137931,0.0,0.0,1.0,4.0,41.66666666666667
static,0.5,250-300,all,scene_28_12,127,41,1,101,29,26,75,3,23,79.52755905511812,22.83464566929134,56.69291338582677,250.0497157484766,299.7593048037392,73.22834645669292,64.56692913385827,2.0,9.0,21.5,92.20000000000041,74.99999999999999,8.661417322834646,3.937007874015748,0.0,0.0,0.0,2.0,25.934959349593495
static,0.5,250-300,all,scene_28_18,45,15,1,35,28,27,8,1,9,77.77777777777779,62.22222222222222,15.555555555555555,251.00468974964278,299.3158594442666,71.11111111111111,66.66666666666666,2.0,10.0,31.0,36.2,74.44444444444443,11.11111111111111,2.2222222222222223,0.0,1.0,2.0,2.6000000000000014,59.86111111111111
static,0.5,250-300,all,scene_28_24,13,1,1,3,0,0,3,0,10,23.076923076923077,0.0,23.076923076923077,260.95070734153353,283.9308657869292,7.6923076923076925,0.0,0.0,0.0,0.0,1.0,23.076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0
static,0.5,300-400,vehicles,scene_28_1,17,3,1,13,7,7,6,0,4,76.47058823529412,41.17647058823529,35.29411764705882,305.3321725206024,360.39229981232,76.47058823529412,76.47058823529412,5.0,32.0,45.0,76.2,30.952380952380953,0.0,0.0,0.0,0.0,1.0,2.0,16.666666666666664
static,0.5,300-400,vehicles,scene_28_6,18,8,1,15,4,3,12,1,2,83.33333333333334,22.22222222222222,61.111111111111114,305.0532371864494,381.0022030069285,77.77777777777779,72.22222222222221,4.25,7.0,11.0,32.500000000000014,85.41666666666666,11.11111111111111,5.555555555555555,0.0,0.0,0.0,2.6000000000000014,29.166666666666664
static,0.5,300-400,vehicles,scene_28_12,113,14,1,106,10,10,96,0,7,93.80530973451327,8.849557522123893,84.95575221238938,301.1243306220302,397.6820703976072,90.2654867256637,88.49557522123894,14.0,70.0,127.0,178.79999999999995,85.57379473528542,4.424778761061947,2.6548672566371683,0.0,0.0,0.0,0.0,14.1156462585034
static,0.5,300-400,vehicles,scene_28_18,17,8,1,12,7,3,9,4,1,70.58823529411765,41.17647058823529,29.41176470588236,306.9027708238251,378.5509058889894,58.82352941176471,47.05882352941176,0.0,4.0,10.0,18.800000000000004,64.58333333333333,0.0,0.0,0.0,0.0,2.0,2.0,45.83333333333333
static,0.5,300-400,passenger_cars,scene_28_1,1,1,1,0,0,0,0,0,1,0.0,0.0,0.0,305.3321725206024,305.3321725206024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
static,0.5,300-400,passenger_cars,scene_28_12,23,1,1,22,0,0,22,0,1,95.65217391304348,0.0,95.65217391304348,301.1243306220302,381.10379670133005,78.26086956521739,73.91304347826086,5.0,13.0,17.5,20.8,95.65217391304348,0.0,0.0,0.0,0.0,0.0,0.0,0.0
static,0.5,300-400,passenger_cars,scene_28_18,6,3,1,4,3,1,3,2,0,66.66666666666666,50.0,16.666666666666664,307.1789605302702,348.83265659385177,50.0,33.33333333333333,0.25,2.0,4.5,15.5,66.66666666666666,0.0,0.0,0.0,1.0,2.0,2.0,50.0
static,0.5,300-400,forward_vehicles,scene_28_1,15,2,1,13,7,7,6,0,2,86.66666666666667,46.666666666666664,40.0,305.3321725206024,334.8785602315927,86.66666666666667,86.66666666666667,16.0,40.0,49.0,78.8,46.42857142857143,0.0,0.0,0.0,0.0,1.5,2.0,25.0
static,0.5,300-400,forward_vehicles,scene_28_6,11,6,1,8,4,3,5,1,2,72.72727272727273,36.36363636363637,36.36363636363637,314.0898380980915,381.0022030069285,63.63636363636363,63.63636363636363,1.0,5.0,7.0,11.0,80.55555555555554,18.181818181818183,9.090909090909092,0.0,0.0,2.0,4.0,41.66666666666667
static,0.5,300-400,forward_vehicles,scene_28_12,108,12,1,101,10,10,91,0,7,93.51851851851852,9.25925925925926,84.25925925925927,301.1243306220302,397.6820703976072,89.81481481481481,87.96296296296296,14.75,73.5,129.25,183.99999999999997,83.16942719116632,4.62962962962963,2.7777777777777777,0.0,0.0,0.0,0.0,17.857142857142858
static,0.5,300-400,forward_vehicles,scene_28_18,14,7,1,9,6,2,7,4,1,64.28571428571429,42.857142857142854,21.428571428571434,307.1789605302702,378.5509058889894,50.0,35.714285714285715,0.0,2.0,5.75,20.90000000000002,59.52380952380951,0.0,0.0,0.0,0.0,2.0,2.0,47.61904761904761
static,0.5,300-400,all,scene_28_1,59,16,1,35,12,9,26,3,21,59.32203389830508,20.33898305084746,38.983050847457626,304.53595916952185,395.366842163772,55.932203389830505,54.23728813559322,0.0,5.0,11.5,44.2,52.23214285714286,0.0,0.0,0.0,0.0,0.0,1.0,12.55952380952381
static,0.5,300-400,all,scene_28_6,18,8,1,15,4,3,12,1,2,83.33333333333334,22.22222222222222,61.111111111111114,305.0532371864494,381.0022030069285,77.77777777777779,72.22222222222221,4.25,7.0,11.0,32.500000000000014,85.41666666666666,11.11111111111111,5.555555555555555,0.0,0.0,0.0,2.6000000000000014,29.166666666666664
static,0.5,300-400,all,scene_28_12,185,32,1,148,10,10,138,0,37,80.0,5.405405405405405,74.5945945945946,301.1243306220302,397.6820703976072,70.27027027027027,65.94594594594595,2.0,12.0,87.0,149.79999999999998,67.38645186335404,2.7027027027027026,1.6216216216216217,0.0,0.0,0.0,0.0,6.175595238095238
static,0.5,300-400,all,scene_28_18,62,17,1,31,7,3,28,4,27,50.0,11.29032258064516,38.70967741935484,304.54778036463625,396.194511461061,29.03225806451613,17.741935483870968,0.0,0.5,3.0,8.699999999999996,50.910364145658264,0.0,0.0,0.0,0.0,0.0,0.8999999999999986,21.56862745098039
