variant,margin_m,band_m,category,observations,instances,scenes,lidar_supported,radar_supported,both,lidar_only,radar_only,neither,lidar_percent,radar_percent,difference_pp,min_range_m,max_range_m,lidar_ge_3_percent,lidar_ge_5_percent,lidar_points_p25,lidar_points_p50,lidar_points_p75,lidar_points_p90,lidar_equal_track_percent,radar_ge_3_percent,radar_ge_5_percent,radar_points_p25,radar_points_p50,radar_points_p75,radar_points_p90,radar_equal_track_percent
static,0.5,200-250,Vehicle-SemiTruck-Trailer,59,22,4,53,53,49,4,4,2,89.83050847457628,89.83050847457628,0.0,200.0481951240057,249.7046674149109,89.83050847457628,88.13559322033898,18.5,43.0,337.0,996.2000000000003,87.87878787878789,61.016949152542374,38.983050847457626,2.0,3.0,7.5,9.200000000000003,84.0909090909091
static,0.5,200-250,Vehicle-Trailer,11,3,3,10,8,8,2,0,1,90.9090909090909,72.72727272727273,18.181818181818176,203.3998259724022,245.33512423621337,90.9090909090909,90.9090909090909,15.5,54.0,129.0,239.0,83.33333333333334,36.36363636363637,27.27272727272727,0.5,2.0,4.0,6.0,55.55555555555555
static,0.5,250-300,RoadObstruction,8,4,2,5,0,0,5,0,3,62.5,0.0,62.5,250.2288925344351,290.93512442165746,62.5,50.0,0.0,4.5,6.25,7.3,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
static,0.5,250-300,RoadObstruction-Barrel,40,13,1,33,8,8,25,0,7,82.5,20.0,62.5,250.28325197553792,296.9769879253048,60.0,45.0,1.0,3.5,11.0,16.0,85.25641025641025,0.0,0.0,0.0,0.0,0.0,1.0,19.871794871794872
static,0.5,250-300,TrafficSign,111,32,4,67,5,5,62,0,44,60.36036036036037,4.504504504504505,55.855855855855864,250.22779380742782,299.7593048037392,49.549549549549546,37.83783783783784,0.0,2.0,8.0,13.0,62.96073717948718,0.0,0.0,0.0,0.0,0.0,0.0,4.947916666666666
static,0.5,250-300,Vehicle,5,2,2,4,1,1,3,0,1,80.0,20.0,60.00000000000001,259.8010621796808,288.67764207435283,80.0,80.0,5.0,7.0,12.0,12.6,83.33333333333333,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,16.666666666666664
static,0.5,250-300,Vehicle-Bus,1,1,1,1,1,1,0,0,0,100.0,100.0,0.0,272.29802314717256,272.29802314717256,100.0,100.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,6.0,6.0,6.0,6.0,100.0
static,0.5,250-300,Vehicle-Passenger,82,8,3,72,46,45,27,1,9,87.8048780487805,56.09756097560976,31.707317073170728,250.60822551614362,297.8225789709488,84.14634146341463,84.14634146341463,6.25,20.0,36.5,66.80000000000001,77.80172413793103,9.75609756097561,0.0,0.0,1.0,2.0,2.0,60.3142959770115
static,0.5,250-300,Vehicle-SemiTruck-Cab,21,12,3,15,12,8,7,4,2,71.42857142857143,57.14285714285714,14.28571428571429,254.2479486873591,294.38766159557423,71.42857142857143,66.66666666666666,0.0,6.0,12.0,16.0,68.05555555555554,9.523809523809524,0.0,0.0,1.0,2.0,2.0,58.333333333333336
static,0.5,250-300,Vehicle-SemiTruck-Trailer,49,20,4,46,30,27,19,3,0,93.87755102040816,61.224489795918366,32.6530612244898,250.0497157484766,299.80861071369907,93.87755102040816,85.71428571428571,7.0,33.0,136.0,632.4000000000004,92.5,32.6530612244898,14.285714285714285,0.0,1.0,3.0,5.0,55.00000000000001
static,0.5,250-300,Vehicle-Trailer,8,3,3,6,3,3,3,0,2,75.0,37.5,37.5,251.11907169379526,293.82702857255254,75.0,75.0,10.5,34.0,40.25,45.8,58.333333333333336,25.0,0.0,0.0,0.0,1.75,4.0,30.555555555555554
static,0.5,300-400,RoadObstruction,1,1,1,1,0,0,1,0,0,100.0,0.0,100.0,305.19339503640856,305.19339503640856,100.0,100.0,5.0,5.0,5.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
static,0.5,300-400,RoadObstruction-Barrel,39,10,1,21,5,2,19,3,15,53.84615384615385,12.82051282051282,41.02564102564102,304.53595916952185,395.366842163772,48.717948717948715,46.15384615384615,0.0,1.0,7.0,11.0,64.28571428571429,0.0,0.0,0.0,0.0,0.0,1.0,15.095238095238095
static,0.5,300-400,TrafficSign,126,31,4,62,0,0,62,0,64,49.2063492063492,0.0,49.2063492063492,301.03319480211303,396.194511461061,29.365079365079367,19.841269841269842,0.0,0.0,4.0,7.0,42.97235023041475,0.0,0.0,0.0,0.0,0.0,0.0,0.0
static,0.5,300-400,Vehicle,9,3,2,6,0,0,6,0,3,66.66666666666666,0.0,66.66666666666666,303.45178706196964,397.6820703976072,66.66666666666666,66.66666666666666,0.0,9.0,36.0,47.400000000000006,69.44444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0
static,0.5,300-400,Vehicle-Bus,1,1,1,0,1,0,0,1,0,0.0,100.0,-100.0,311.72504000404615,311.72504000404615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,100.0
static,0.5,300-400,Vehicle-Passenger,30,5,3,26,3,1,25,2,2,86.66666666666667,10.0,76.66666666666667,301.1243306220302,381.10379670133005,70.0,63.33333333333333,2.0,9.5,16.5,21.200000000000003,59.13043478260869,0.0,0.0,0.0,0.0,0.0,0.20000000000000284,30.0
static,0.5,300-400,Vehicle-SemiTruck-Cab,17,8,3,11,5,4,7,1,5,64.70588235294117,29.411764705882355,35.294117647058826,301.16614732259706,381.0022030069285,58.82352941176471,52.94117647058824,0.0,5.0,10.0,11.8,72.91666666666666,11.76470588235294,11.76470588235294,0.0,0.0,2.0,3.200000000000001,35.416666666666664
static,0.5,300-400,Vehicle-SemiTruck-Trailer,94,16,4,90,12,11,79,1,3,95.74468085106383,12.76595744680851,82.97872340425533,301.3877330693006,397.2940439717045,95.74468085106383,93.61702127659575,23.75,87.0,137.25,231.60000000000016,87.5,5.319148936170213,2.127659574468085,0.0,0.0,0.0,1.0,17.708333333333332
static,0.5,300-400,Vehicle-SingleUnitTruck,12,1,1,11,7,7,4,0,1,91.66666666666666,58.333333333333336,33.33333333333333,320.40407644957935,334.0879888175012,91.66666666666666,91.66666666666666,25.25,42.0,57.5,82.7,91.66666666666666,0.0,0.0,0.0,1.0,2.0,2.0,58.333333333333336
static,0.5,300-400,Vehicle-Trailer,2,1,1,2,0,0,2,0,0,100.0,0.0,100.0,323.84286928183565,353.2660326621931,50.0,50.0,7.25,13.5,19.75,23.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
static,0.5,200-400,RoadObstruction,42,11,2,29,2,2,27,0,13,69.04761904761905,4.761904761904762,64.28571428571428,200.63495369006688,305.19339503640856,61.904761904761905,40.476190476190474,0.0,3.0,6.0,8.0,72.72727272727272,0.0,0.0,0.0,0.0,0.0,0.0,6.8181818181818175
static,0.5,200-400,RoadObstruction-Barrel,139,20,2,102,29,23,79,6,31,73.38129496402878,20.863309352517987,52.51798561151079,200.0625118208934,395.366842163772,62.589928057553955,55.39568345323741,0.0,6.0,13.0,21.200000000000003,75.85872460872461,0.0,0.0,0.0,0.0,0.0,1.0,13.949592074592074
static,0.5,200-400,TrafficSign,358,45,5,208,13,12,196,1,149,58.10055865921788,3.6312849162011176,54.469273743016764,200.46007809898492,396.194511461061,41.62011173184357,31.564245810055862,0.0,1.0,6.0,13.0,51.06463906463906,0.0,0.0,0.0,0.0,0.0,0.0,2.7547822547822545
static,0.5,200-400,Vehicle,27,7,3,18,9,5,13,4,5,66.66666666666666,33.33333333333333,33.33333333333333,200.92372660649855,397.6820703976072,62.96296296296296,62.96296296296296,0.0,8.0,13.5,26.400000000000034,81.93877551020408,7.4074074074074066,0.0,0.0,0.0,1.0,2.0,16.53061224489796
static,0.5,200-400,Vehicle-Bus,4,1,1,3,4,3,0,1,0,75.0,100.0,-25.0,208.79788513686086,311.72504000404615,50.0,50.0,0.75,3.0,6.75,9.900000000000002,75.0,75.0,75.0,5.0,7.5,10.0,11.8,100.0
static,0.5,200-400,Vehicle-Other,1,1,1,1,1,1,0,0,0,100.0,100.0,0.0,216.1487068441776,216.1487068441776,100.0,100.0,8.0,8.0,8.0,8.0,100.0,100.0,100.0,15.0,15.0,15.0,15.0,100.0
static,0.5,200-400,Vehicle-Passenger,161,11,4,141,83,77,64,6,14,87.5776397515528,51.5527950310559,36.024844720496894,201.91332212775274,381.10379670133005,81.98757763975155,80.74534161490683,6.0,18.0,35.0,58.0,67.73597216180949,9.937888198757763,0.0,0.0,1.0,2.0,2.0,52.67387619804712
static,0.5,200-400,Vehicle-SemiTruck-Cab,76,14,4,55,47,36,19,11,10,72.36842105263158,61.8421052631579,10.526315789473683,201.06925163807026,381.0022030069285,64.47368421052632,59.210526315789465,0.0,5.5,11.25,28.0,72.89115646258503,22.36842105263158,10.526315789473683,0.0,1.0,2.0,4.5,59.14965986394557
static,0.5,200-400,Vehicle-SemiTruck-Trailer,202,23,4,189,95,87,102,8,5,93.56435643564357,47.02970297029702,46.534653465346544,200.0481951240057,397.2940439717045,93.56435643564357,90.0990099009901,15.0,64.5,164.25,450.4000000000001,88.34368530020703,28.217821782178216,15.841584158415841,0.0,0.0,3.0,6.0,53.99585921325052
static,0.5,200-400,Vehicle-SingleUnitTruck,12,1,1,11,7,7,4,0,1,91.66666666666666,58.333333333333336,33.33333333333333,320.40407644957935,334.0879888175012,91.66666666666666,91.66666666666666,25.25,42.0,57.5,82.7,91.66666666666666,0.0,0.0,0.0,1.0,2.0,2.0,58.333333333333336
static,0.5,200-400,Vehicle-Trailer,21,3,3,18,11,11,7,0,3,85.71428571428571,52.38095238095239,33.33333333333333,203.3998259724022,353.2660326621931,80.95238095238095,80.95238095238095,14.0,34.0,54.0,144.0,74.44444444444444,28.57142857142857,14.285714285714285,0.0,1.0,3.0,5.0,40.0
aligned,0,100-150,RoadObstruction,4,3,2,4,0,0,4,0,0,100.0,0.0,100.0,124.0458251007249,145.2940934507138,100.0,100.0,6.75,8.5,11.75,14.900000000000002,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aligned,0,100-150,RoadObstruction-Barrel,170,33,2,161,19,18,143,1,8,94.70588235294117,11.176470588235295,83.52941176470587,100.01457537159469,149.85105342932135,92.3529411764706,91.76470588235294,15.0,37.0,68.75,84.1,92.19336219336219,0.0,0.0,0.0,0.0,0.0,1.0,11.374458874458874
aligned,0,100-150,TrafficSign,153,28,3,104,2,1,103,1,48,67.97385620915033,1.3071895424836601,66.66666666666667,100.07915340275993,149.8043785510788,56.86274509803921,47.712418300653596,0.0,4.0,33.0,108.00000000000006,74.46003401360545,0.0,0.0,0.0,0.0,0.0,0.0,1.636904761904762
aligned,0,100-150,Vehicle,30,3,2,30,30,30,0,0,0,100.0,100.0,0.0,104.37622497689988,148.91381342419794,96.66666666666667,96.66666666666667,24.0,86.0,124.5,138.70000000000002,100.0,73.33333333333333,43.333333333333336,2.25,4.0,5.0,7.0,100.0
aligned,0,100-150,Vehicle-Other,1,1,1,1,1,1,0,0,0,100.0,100.0,0.0,130.3234563016597,130.3234563016597,0.0,0.0,2.0,2.0,2.0,2.0,100.0,100.0,100.0,7.0,7.0,7.0,7.0,100.0
aligned,0,100-150,Vehicle-Passenger,74,22,3,62,44,42,20,2,10,83.78378378378379,59.45945945945946,24.32432432432432,100.380581386362,149.6341155859118,72.97297297297297,66.21621621621621,2.0,10.0,49.0,79.20000000000002,72.34848484848484,13.513513513513514,2.7027027027027026,0.0,1.0,2.0,3.0,51.13636363636365
aligned,0,100-150,Vehicle-RV,2,1,1,2,2,2,0,0,0,100.0,100.0,0.0,106.64524990446951,133.66667790333872,100.0,100.0,6.0,7.0,8.0,8.6,100.0,0.0,0.0,1.25,1.5,1.75,1.9,100.0
aligned,0,100-150,Vehicle-SemiTruck-Cab,87,18,4,79,79,73,6,6,2,90.80459770114942,90.80459770114942,0.0,100.63822132308648,147.84398735180793,87.35632183908046,82.75862068965517,8.5,33.0,176.5,280.20000000000005,89.64947089947091,68.96551724137932,42.5287356321839,2.0,4.0,6.0,9.400000000000006,87.61757789535567
aligned,0,100-150,Vehicle-SemiTruck-Trailer,79,18,4,76,77,74,2,3,0,96.20253164556962,97.46835443037975,-1.2658227848101222,100.26475808240477,149.72193380985757,94.9367088607595,93.67088607594937,26.0,119.0,469.5,602.0,97.6190476190476,84.81012658227847,79.74683544303798,6.0,13.0,22.0,26.200000000000003,93.65079365079364
aligned,0,100-150,Vehicle-SingleUnitTruck,20,2,1,20,19,19,1,0,0,100.0,95.0,5.000000000000004,107.89679924334742,143.5236124185936,95.0,95.0,123.0,211.5,279.25,328.6,100.0,70.0,25.0,2.0,4.0,4.25,8.600000000000009,96.875
aligned,0,100-150,Vehicle-Trailer,16,4,4,16,14,14,2,0,0,100.0,87.5,12.5,103.27842576703888,148.2364399300797,100.0,93.75,47.25,386.5,829.5,1170.5,100.0,75.0,68.75,3.25,31.0,35.0,35.5,68.75
aligned,0,150-200,RoadObstruction,30,11,2,27,1,1,26,0,3,90.0,3.3333333333333335,86.66666666666667,150.12315334501665,199.34786625091186,86.66666666666667,66.66666666666666,4.0,10.0,14.5,17.200000000000003,90.9090909090909,0.0,0.0,0.0,0.0,0.0,0.0,2.272727272727273
aligned,0,150-200,RoadObstruction-Barrel,99,29,2,94,3,3,91,0,5,94.94949494949495,3.0303030303030303,91.91919191919192,150.18881488316208,199.9384513570718,93.93939393939394,90.9090909090909,12.0,22.0,39.5,49.2,93.10344827586206,0.0,0.0,0.0,0.0,0.0,0.0,5.0
aligned,0,150-200,TrafficSign,139,34,4,108,2,2,106,0,31,77.6978417266187,1.4388489208633095,76.2589928057554,150.3231986970195,199.70237418425347,68.34532374100719,56.83453237410072,1.0,6.0,24.0,65.4,80.57422969187675,0.0,0.0,0.0,0.0,0.0,0.0,1.7156862745098038
aligned,0,150-200,Vehicle,31,5,3,25,23,18,7,5,1,80.64516129032258,74.19354838709677,6.451612903225801,150.80024684336743,197.38795765737675,80.64516129032258,74.19354838709677,5.0,13.0,21.5,96.0,82.3076923076923,32.25806451612903,0.0,0.5,1.0,3.0,3.0,70.76923076923076
aligned,0,150-200,Vehicle-Bus,1,1,1,0,1,0,0,1,0,0.0,100.0,-100.0,177.87542309528652,177.87542309528652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0,20.0,20.0,20.0,100.0
aligned,0,150-200,Vehicle-Equipment,2,1,1,2,1,1,1,0,0,100.0,50.0,50.0,163.3873574148229,176.7192198830252,50.0,50.0,3.25,4.5,5.75,6.5,100.0,0.0,0.0,0.25,0.5,0.75,0.9,50.0
aligned,0,150-200,Vehicle-Other,2,1,1,2,2,2,0,0,0,100.0,100.0,0.0,158.35541605971324,186.78623020504358,100.0,100.0,11.5,15.0,18.5,20.6,100.0,50.0,50.0,3.25,4.5,5.75,6.5,100.0
aligned,0,150-200,Vehicle-Passenger,64,16,4,54,26,21,33,5,5,84.375,40.625,43.75,150.5748978242395,199.87630076942094,73.4375,67.1875,1.75,10.0,29.25,43.0,83.33333333333333,4.6875,1.5625,0.0,0.0,1.0,2.0,48.679315476190474
aligned,0,150-200,Vehicle-RV,2,1,1,2,0,0,2,0,0,100.0,0.0,100.0,161.29842305569787,194.50344195811496,50.0,50.0,4.0,7.0,10.0,11.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aligned,0,150-200,Vehicle-SemiTruck-Cab,70,16,4,50,51,39,11,12,8,71.42857142857143,72.85714285714285,-1.4285714285714235,150.28445056882035,199.9727196236663,65.71428571428571,61.42857142857143,0.0,7.0,18.75,50.60000000000001,88.125,48.57142857142857,31.428571428571427,0.0,2.0,5.75,8.0,67.13541666666667
aligned,0,150-200,Vehicle-SemiTruck-Trailer,97,23,4,96,81,80,16,1,0,98.96907216494846,83.50515463917526,15.463917525773196,150.2692484722888,199.71118933728965,96.90721649484536,95.87628865979381,25.0,80.0,524.0,715.6,97.82608695652173,51.546391752577314,45.36082474226804,1.0,4.0,8.0,17.0,75.8154978238435
aligned,0,150-200,Vehicle-SingleUnitTruck,1,1,1,0,1,0,0,1,0,0.0,100.0,-100.0,180.04087629525,180.04087629525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0
aligned,0,150-200,Vehicle-Trailer,13,4,4,13,9,9,4,0,0,100.0,69.23076923076923,30.76923076923077,153.51073085354014,196.30757620340373,92.3076923076923,92.3076923076923,50.0,268.0,397.0,516.4,100.0,69.23076923076923,53.84615384615385,0.0,10.0,19.0,27.8,58.333333333333336
aligned,0,200-250,RoadObstruction,33,11,2,21,0,0,21,0,12,63.63636363636363,0.0,63.63636363636363,200.63495369006688,249.01143860608167,42.42424242424242,15.151515151515152,0.0,2.0,4.0,7.400000000000002,62.878787878787875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aligned,0,200-250,RoadObstruction-Barrel,60,20,2,54,2,2,52,0,6,90.0,3.3333333333333335,86.66666666666667,200.0625118208934,249.88406295481,88.33333333333333,83.33333333333334,9.75,22.5,28.0,33.1,85.83333333333331,0.0,0.0,0.0,0.0,0.0,0.0,2.5
aligned,0,200-250,TrafficSign,121,34,5,89,1,1,88,0,32,73.55371900826447,0.8264462809917356,72.72727272727273,200.46007809898492,249.66868557030105,61.15702479338842,47.93388429752066,0.0,3.0,15.0,35.0,72.17787114845939,0.0,0.0,0.0,0.0,0.0,0.0,0.9803921568627451
aligned,0,200-250,Vehicle,13,4,2,7,3,2,5,1,5,53.84615384615385,23.076923076923077,30.769230769230766,200.92372660649855,245.64094980450042,46.15384615384615,46.15384615384615,0.0,1.0,7.0,21.200000000000006,78.57142857142857,7.6923076923076925,0.0,0.0,0.0,0.0,2.0,16.07142857142857
aligned,0,200-250,Vehicle-Bus,2,1,1,2,2,2,0,0,0,100.0,100.0,0.0,208.79788513686086,239.83276001749218,50.0,50.0,5.0,9.0,13.0,15.4,100.0,100.0,100.0,7.5,8.0,8.5,8.8,100.0
aligned,0,200-250,Vehicle-Other,1,1,1,1,1,1,0,0,0,100.0,100.0,0.0,216.1487068441776,216.1487068441776,100.0,100.0,7.0,7.0,7.0,7.0,100.0,100.0,100.0,6.0,6.0,6.0,6.0,100.0
aligned,0,200-250,Vehicle-Passenger,49,10,3,41,10,6,35,4,4,83.6734693877551,20.408163265306122,63.26530612244898,201.91332212775274,249.9157658332935,83.6734693877551,81.63265306122449,10.0,31.0,47.0,66.80000000000003,42.5,0.0,0.0,0.0,0.0,0.0,1.0,47.44755244755245
aligned,0,200-250,Vehicle-SemiTruck-Cab,38,13,4,27,22,19,8,3,8,71.05263157894737,57.89473684210527,13.157894736842103,201.06925163807026,249.6109946061744,60.526315789473685,55.26315789473685,0.0,5.5,18.5,28.50000000000002,73.62637362637362,15.789473684210526,0.0,0.0,1.0,2.0,3.0,73.9010989010989
aligned,0,200-250,Vehicle-SemiTruck-Trailer,59,22,4,52,47,44,8,3,4,88.13559322033898,79.66101694915254,8.47457627118644,200.0481951240057,249.7046674149109,88.13559322033898,88.13559322033898,13.5,49.0,482.0,1133.2000000000003,85.60606060606062,38.983050847457626,20.33898305084746,1.0,2.0,4.0,7.0,70.07575757575756
aligned,0,200-250,Vehicle-Trailer,11,3,3,9,8,8,1,0,2,81.81818181818183,72.72727272727273,9.090909090909093,203.3998259724022,245.33512423621337,81.81818181818183,72.72727272727273,13.0,65.0,142.0,268.0,66.66666666666666,36.36363636363637,9.090909090909092,0.5,1.0,3.0,4.0,55.55555555555555
aligned,0,250-300,RoadObstruction,8,4,2,5,0,0,5,0,3,62.5,0.0,62.5,250.2288925344351,290.93512442165746,50.0,50.0,0.0,3.5,5.25,6.3,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aligned,0,250-300,RoadObstruction-Barrel,40,13,1,32,0,0,32,0,8,80.0,0.0,80.0,250.28325197553792,296.9769879253048,80.0,75.0,5.5,12.5,18.0,22.1,80.76923076923076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aligned,0,250-300,TrafficSign,111,32,4,80,1,1,79,0,31,72.07207207207207,0.9009009009009009,71.17117117117117,250.22779380742782,299.7593048037392,54.054054054054056,39.63963963963964,0.0,3.0,11.5,30.0,71.39423076923077,0.0,0.0,0.0,0.0,0.0,0.0,1.0416666666666665
aligned,0,250-300,Vehicle,5,2,2,4,0,0,4,0,1,80.0,0.0,80.0,259.8010621796808,288.67764207435283,60.0,60.0,2.0,5.0,8.0,11.0,83.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aligned,0,250-300,Vehicle-Bus,1,1,1,1,1,1,0,0,0,100.0,100.0,0.0,272.29802314717256,272.29802314717256,100.0,100.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,5.0,5.0,5.0,5.0,100.0
aligned,0,250-300,Vehicle-Passenger,82,8,3,70,23,21,49,2,10,85.36585365853658,28.04878048780488,57.3170731707317,250.60822551614362,297.8225789709488,81.70731707317073,78.04878048780488,5.0,22.5,40.75,72.60000000000002,65.30172413793103,0.0,0.0,0.0,0.0,1.0,1.0,38.8739224137931
aligned,0,250-300,Vehicle-SemiTruck-Cab,21,12,3,14,11,7,7,4,3,66.66666666666666,52.38095238095239,14.28571428571428,254.2479486873591,294.38766159557423,66.66666666666666,61.904761904761905,0.0,6.0,9.0,14.0,65.27777777777779,0.0,0.0,0.0,1.0,1.0,1.0,55.55555555555555
aligned,0,250-300,Vehicle-SemiTruck-Trailer,49,20,4,46,27,24,22,3,0,93.87755102040816,55.10204081632652,38.77551020408164,250.0497157484766,299.80861071369907,91.83673469387756,85.71428571428571,6.0,24.0,146.0,669.6000000000004,92.5,16.3265306122449,10.204081632653061,0.0,1.0,2.0,4.200000000000003,50.83333333333333
aligned,0,250-300,Vehicle-Trailer,8,3,3,6,2,2,4,0,2,75.0,25.0,50.0,251.11907169379526,293.82702857255254,75.0,75.0,5.25,34.0,42.25,46.9,58.333333333333336,0.0,0.0,0.0,0.0,0.25,1.0,22.22222222222222
aligned,0,300-400,RoadObstruction,1,1,1,1,0,0,1,0,0,100.0,0.0,100.0,305.19339503640856,305.19339503640856,0.0,0.0,2.0,2.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aligned,0,300-400,RoadObstruction-Barrel,39,10,1,28,1,1,27,0,11,71.7948717948718,2.564102564102564,69.23076923076923,304.53595916952185,395.366842163772,64.1025641025641,58.97435897435898,0.0,8.0,11.5,17.0,71.14285714285715,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667
aligned,0,300-400,TrafficSign,126,31,4,76,0,0,76,0,50,60.317460317460316,0.0,60.317460317460316,301.03319480211303,396.194511461061,43.65079365079365,30.952380952380953,0.0,1.5,6.0,16.5,57.45007680491552,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aligned,0,300-400,Vehicle,9,3,2,7,0,0,7,0,2,77.77777777777779,0.0,77.77777777777779,303.45178706196964,397.6820703976072,66.66666666666666,66.66666666666666,1.0,17.0,47.0,52.400000000000006,77.77777777777779,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aligned,0,300-400,Vehicle-Bus,1,1,1,0,1,0,0,1,0,0.0,100.0,-100.0,311.72504000404615,311.72504000404615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0
aligned,0,300-400,Vehicle-Passenger,30,5,3,26,3,0,26,3,1,86.66666666666667,10.0,76.66666666666667,301.1243306220302,381.10379670133005,76.66666666666667,66.66666666666666,3.0,10.5,17.75,23.1,50.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000142,30.0
aligned,0,300-400,Vehicle-SemiTruck-Cab,17,8,3,11,5,4,7,1,5,64.70588235294117,29.411764705882355,35.294117647058826,301.16614732259706,381.0022030069285,58.82352941176471,52.94117647058824,0.0,5.0,10.0,11.8,72.91666666666666,5.88235294117647,5.88235294117647,0.0,0.0,1.0,2.0,35.416666666666664
aligned,0,300-400,Vehicle-SemiTruck-Trailer,94,16,4,90,9,9,81,0,4,95.74468085106383,9.574468085106384,86.17021276595746,301.3877330693006,397.2940439717045,94.68085106382979,93.61702127659575,19.5,94.5,155.75,276.0000000000002,87.5,4.25531914893617,1.0638297872340425,0.0,0.0,0.0,0.0,12.797619047619047
aligned,0,300-400,Vehicle-SingleUnitTruck,12,1,1,11,4,4,7,0,1,91.66666666666666,33.33333333333333,58.33333333333333,320.40407644957935,334.0879888175012,91.66666666666666,91.66666666666666,27.5,39.0,64.5,102.00000000000001,91.66666666666666,0.0,0.0,0.0,0.0,1.0,1.0,33.33333333333333
aligned,0,300-400,Vehicle-Trailer,2,1,1,2,0,0,2,0,0,100.0,0.0,100.0,323.84286928183565,353.2660326621931,50.0,50.0,6.25,11.5,16.75,19.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aligned,0,200-400,RoadObstruction,42,11,2,27,0,0,27,0,15,64.28571428571429,0.0,64.28571428571429,200.63495369006688,305.19339503640856,42.857142857142854,21.428571428571427,0.0,2.0,4.0,6.899999999999999,63.636363636363626,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aligned,0,200-400,RoadObstruction-Barrel,139,20,2,114,3,3,111,0,25,82.01438848920863,2.158273381294964,79.85611510791367,200.0625118208934,395.366842163772,79.13669064748201,74.10071942446042,4.0,13.0,22.5,28.0,80.76118326118326,0.0,0.0,0.0,0.0,0.0,0.0,1.1584249084249083
aligned,0,200-400,TrafficSign,358,45,5,245,2,2,243,0,113,68.43575418994413,0.5586592178770949,67.87709497206703,200.46007809898492,396.194511461061,52.79329608938548,39.385474860335194,0.0,3.0,10.0,28.30000000000001,64.29584612917947,0.0,0.0,0.0,0.0,0.0,0.0,0.3418803418803419
aligned,0,200-400,Vehicle,27,7,3,18,3,2,16,1,8,66.66666666666666,11.11111111111111,55.55555555555556,200.92372660649855,397.6820703976072,55.55555555555556,55.55555555555556,0.0,5.0,15.5,36.80000000000004,83.46938775510203,3.7037037037037033,0.0,0.0,0.0,0.0,0.8000000000000043,4.8979591836734695
aligned,0,200-400,Vehicle-Bus,4,1,1,3,4,3,0,1,0,75.0,100.0,-25.0,208.79788513686086,311.72504000404615,50.0,50.0,0.75,3.0,8.0,13.400000000000002,75.0,75.0,75.0,4.0,6.0,7.5,8.4,100.0
aligned,0,200-400,Vehicle-Other,1,1,1,1,1,1,0,0,0,100.0,100.0,0.0,216.1487068441776,216.1487068441776,100.0,100.0,7.0,7.0,7.0,7.0,100.0,100.0,100.0,6.0,6.0,6.0,6.0,100.0
aligned,0,200-400,Vehicle-Passenger,161,11,4,137,36,27,110,9,15,85.09316770186336,22.36024844720497,62.73291925465839,201.91332212775274,381.10379670133005,81.36645962732919,77.01863354037268,5.0,20.0,40.0,65.0,51.61157024793389,0.0,0.0,0.0,0.0,0.0,1.0,38.55774374665646
aligned,0,200-400,Vehicle-SemiTruck-Cab,76,14,4,52,38,30,22,8,16,68.42105263157895,50.0,18.42105263157895,201.06925163807026,381.0022030069285,61.8421052631579,56.57894736842105,0.0,5.5,11.0,19.5,68.72448979591836,9.210526315789473,1.3157894736842104,0.0,0.5,1.25,2.0,50.943877551020414
aligned,0,200-400,Vehicle-SemiTruck-Trailer,202,23,4,188,83,77,111,6,8,93.06930693069307,41.089108910891085,51.98019801980198,200.0481951240057,397.2940439717045,92.07920792079209,90.0990099009901,13.0,73.0,179.75,550.7,87.61904761904762,17.326732673267326,8.91089108910891,0.0,0.0,2.0,4.0,45.724637681159415
aligned,0,200-400,Vehicle-SingleUnitTruck,12,1,1,11,4,4,7,0,1,91.66666666666666,33.33333333333333,58.33333333333333,320.40407644957935,334.0879888175012,91.66666666666666,91.66666666666666,27.5,39.0,64.5,102.00000000000001,91.66666666666666,0.0,0.0,0.0,0.0,1.0,1.0,33.33333333333333
