instance_token,category,scene,observations,instances,lidar_supported,radar_supported,both,lidar_only,radar_only,neither,lidar_percent,radar_percent,difference_pp,min_range_m,max_range_m
4ce209bb156f47e6a7090dc5672b4198,vehicle.car,scene-3f542f89ec5241b6a4e30ca743adcf34-29,6,1,3,0,0,3,0,3,50.0,0.0,50.0,158.31041332268939,206.68758870586822
4d32f415e98247008947bbffb3a31397,movable_object.trafficcone,scene-3f542f89ec5241b6a4e30ca743adcf34-29,3,1,3,0,0,3,0,0,100.0,0.0,100.0,151.76445898678907,204.16341180387292
4d80b3ab80c0431c973c5ba76a8494fd,vehicle.car,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,2,1,2,0,0,2,0,0,100.0,0.0,100.0,163.4813434935885,197.53942892583967
4fe62ffadbae4ffc8285105e751fa9a1,vehicle.car,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,6,1,6,5,5,1,0,0,100.0,83.33333333333334,16.666666666666664,150.33960265293086,169.78195588131098
5013105f00a0484d95bd16bd51a4a768,vehicle.car,scene-fb64d203d417452f830ca73efed80c41-11,2,1,2,0,0,2,0,0,100.0,0.0,100.0,164.65475446703445,181.11257746355008
5029a897248548039d8b87efd3b82034,vehicle.car,scene-a6a87db5125846bda72ccfc9931ee153-11,3,1,2,1,1,1,0,1,66.66666666666666,33.33333333333333,33.33333333333333,151.07655219209536,168.35821287779288
5034e74487144cd89688b93689c52e65,vehicle.car,scene-3f542f89ec5241b6a4e30ca743adcf34-29,5,1,4,0,0,4,0,1,80.0,0.0,80.0,153.47643084825432,209.25501085496796
50ca103e368b45928f117be3ce6f5570,vehicle.car,scene-23160c4bff134cdd86b96ee822b4aca9-14,11,1,7,0,0,7,0,4,63.63636363636363,0.0,63.63636363636363,178.01152470246726,201.20093634724344
50ec08f9c68a4cb387b6d4f429d32a05,vehicle.car,scene-fb64d203d417452f830ca73efed80c41-11,5,1,5,1,1,4,0,0,100.0,20.0,80.0,152.79895401214267,180.50357058819333
515401bea0e84e2299977a67cf7977af,vehicle.car,scene-a6a87db5125846bda72ccfc9931ee153-11,1,1,1,1,1,0,0,0,100.0,100.0,0.0,154.08385759961163,154.08385759961163
52e538954c5c42ffb06bf9798b9208af,vehicle.car,scene-a6a87db5125846bda72ccfc9931ee153-11,2,1,2,0,0,2,0,0,100.0,0.0,100.0,150.89548387324857,153.65106002683675
533b58217a184e17a059530f7a556180,vehicle.car,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,3,1,3,0,0,3,0,0,100.0,0.0,100.0,178.95997203272648,210.61607245820136
544a17e777894229b79028135119eabe,vehicle.car,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,8,1,6,0,0,6,0,2,75.0,0.0,75.0,151.07515659571658,207.12599274062333
5503dbbed2b94304b83449ef952cfe9f,vehicle.car,scene-a6a87db5125846bda72ccfc9931ee153-11,2,1,2,0,0,2,0,0,100.0,0.0,100.0,155.2707777542045,164.04007241513725
55331ef8127647bab3c5dbd71028e166,vehicle.trailer,scene-3f542f89ec5241b6a4e30ca743adcf34-29,8,1,8,0,0,8,0,0,100.0,0.0,100.0,152.8647078590087,209.22791479297342
5584cb3f49034c448ed1e4811853f5c1,movable_object.trafficcone,scene-3f542f89ec5241b6a4e30ca743adcf34-29,2,1,2,0,0,2,0,0,100.0,0.0,100.0,155.62469013337866,163.8742543216432
55b34c7f47eb4506934e0589b38e2c8c,vehicle.truck,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,4,1,4,2,2,2,0,0,100.0,50.0,50.0,157.4462776370293,229.4177589511211
55ff2e153f524e88ab12f57d103b72d0,static_object.traffic_sign,scene-3f542f89ec5241b6a4e30ca743adcf34-29,7,1,3,0,0,3,0,4,42.857142857142854,0.0,42.857142857142854,153.95787028421313,204.7862747693361
57c40e4211ce420aa2d4b58d6266f22a,vehicle.car,scene-3195e3bfd1de4f9ba82f874790c7856c-15,4,1,4,0,0,4,0,0,100.0,0.0,100.0,168.9691079892633,199.66300197298636
5806c74d348a4137bf78bf4e42ddf14f,vehicle.car,scene-a6a87db5125846bda72ccfc9931ee153-11,3,1,3,0,0,3,0,0,100.0,0.0,100.0,153.74059711159558,161.38732207152503
5850638d219546f98679f3ffc540a8ae,vehicle.car,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,2,1,2,0,0,2,0,0,100.0,0.0,100.0,175.2381207542295,205.55788430267134
5923910acb234f639a43993e0eab7015,vehicle.car,scene-fb64d203d417452f830ca73efed80c41-11,2,1,2,0,0,2,0,0,100.0,0.0,100.0,154.41998485774258,160.9199797159931
59834f9ec101452b99b8689d3cccce28,vehicle.car,scene-23160c4bff134cdd86b96ee822b4aca9-14,4,1,3,0,0,3,0,1,75.0,0.0,75.0,152.30186823864997,166.33108816210833
59d177292d8b439bb67bdfe1761c1f91,vehicle.car,scene-3195e3bfd1de4f9ba82f874790c7856c-15,4,1,4,0,0,4,0,0,100.0,0.0,100.0,150.06673187548574,201.84743201115833
5a1cca6683734c6691ff06898a72f0d4,static_object.traffic_sign,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,8,1,8,0,0,8,0,0,100.0,0.0,100.0,152.47123788740865,214.60954257338793
5a7e2d3924d944a4a4abcb915a239bbb,vehicle.trailer,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,3,1,3,2,2,1,0,0,100.0,66.66666666666666,33.333333333333336,160.3480618154737,207.6423399860933
5a9b91ed1c184787adf2c4494b91047a,static_object.traffic_sign,scene-3195e3bfd1de4f9ba82f874790c7856c-15,1,1,1,0,0,1,0,0,100.0,0.0,100.0,156.82570963207266,156.82570963207266
5bc4843b1a3d49ebafff2fa8f46059f2,vehicle.car,scene-fb64d203d417452f830ca73efed80c41-11,2,1,2,0,0,2,0,0,100.0,0.0,100.0,150.05681029796702,161.4738225682328
5be2b36b04fe499dbbee392e9b959aa6,static_object.traffic_sign,scene-3195e3bfd1de4f9ba82f874790c7856c-15,3,1,3,0,0,3,0,0,100.0,0.0,100.0,186.31760038264838,210.29689729287017
5c6185fef8e94aa59060b40e625a2cbf,vehicle.car,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,5,1,3,0,0,3,0,2,60.0,0.0,60.0,163.50882468551296,226.04813191388675
5e6ca0d028ee46c59c065a1f5478324d,vehicle.car,scene-3195e3bfd1de4f9ba82f874790c7856c-15,1,1,1,0,0,1,0,0,100.0,0.0,100.0,199.07299338334693,199.07299338334693
5f79622333d848648f72b1a2c22f0c3c,static_object.traffic_sign,scene-3f542f89ec5241b6a4e30ca743adcf34-29,9,1,9,6,6,3,0,0,100.0,66.66666666666666,33.333333333333336,150.12403958197052,220.41797680920155
61504ff661f24dd4ae8a9694746f5d99,vehicle.trailer,scene-3f542f89ec5241b6a4e30ca743adcf34-29,9,1,9,0,0,9,0,0,100.0,0.0,100.0,155.67529174871356,223.54567230051282
62431882d3e947d8ad58e1afe3c8bd80,vehicle.car,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,2,1,2,0,0,2,0,0,100.0,0.0,100.0,185.09694511974337,212.64980608868976
62ee252936e14daf8fc20a12eac364a3,vehicle.construction,scene-3f542f89ec5241b6a4e30ca743adcf34-29,7,1,7,4,4,3,0,0,100.0,57.14285714285714,42.85714285714286,156.7151037464106,209.85725605258642
633be1eda1b64988b7cf9f5c334a9990,movable_object.trafficcone,scene-3f542f89ec5241b6a4e30ca743adcf34-29,5,1,5,0,0,5,0,0,100.0,0.0,100.0,158.7621507337255,194.11553502907458
64417ca56a36438f97395208b4fc9af5,vehicle.car,scene-23160c4bff134cdd86b96ee822b4aca9-14,6,1,5,0,0,5,0,1,83.33333333333334,0.0,83.33333333333334,152.89580726528303,170.19867685763595
6549269706dc4b6b98ec16ad1b80cc5a,vehicle.car,scene-fb64d203d417452f830ca73efed80c41-11,6,1,6,0,0,6,0,0,100.0,0.0,100.0,151.25086241290546,156.00289803545934
65b6512b435c496683cdd417684da6df,vehicle.car,scene-3195e3bfd1de4f9ba82f874790c7856c-15,5,1,5,0,0,5,0,0,100.0,0.0,100.0,151.06037942440847,204.61569268149128
65e72c4d65874095991b8b232791bbf2,vehicle.car,scene-3195e3bfd1de4f9ba82f874790c7856c-15,4,1,4,0,0,4,0,0,100.0,0.0,100.0,156.22945898528147,210.51922094407823
6600655810de4f6fa03a348d6aee2330,vehicle.truck,scene-3f542f89ec5241b6a4e30ca743adcf34-29,13,1,13,6,6,7,0,0,100.0,46.15384615384615,53.84615384615385,150.46660713442523,228.22347457330534
662c7664508048c5b9e6f04aa62f1ffc,vehicle.car,scene-fb64d203d417452f830ca73efed80c41-11,3,1,3,1,1,2,0,0,100.0,33.33333333333333,66.66666666666667,150.3044124644843,156.87097871247047
66d9ce76f1334925823036ca43efb1d7,static_object.traffic_sign,scene-23160c4bff134cdd86b96ee822b4aca9-14,16,1,16,0,0,16,0,0,100.0,0.0,100.0,150.41357632692916,180.27049573290162
670600b7b8cf4062875bcdb1cf6212dc,vehicle.car,scene-3f542f89ec5241b6a4e30ca743adcf34-29,3,1,3,0,0,3,0,0,100.0,0.0,100.0,165.77975310482063,205.2530239018255
6732c55ea4034fb6a998b58405f4daa0,vehicle.trailer,scene-3195e3bfd1de4f9ba82f874790c7856c-15,3,1,2,0,0,2,0,1,66.66666666666666,0.0,66.66666666666666,158.0645814917609,206.26209780929656
6778f60542ed441b9a658bc368124218,static_object.traffic_sign,scene-3195e3bfd1de4f9ba82f874790c7856c-15,8,1,8,1,1,7,0,0,100.0,12.5,87.5,152.85241252087053,215.2788084768707
677fd836ba50461dad91d23997304627,static_object.traffic_sign,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,6,1,6,0,0,6,0,0,100.0,0.0,100.0,155.99405203325702,218.69367251340748
686bc56b54bd45ebb7db12b63a436e72,static_object.traffic_sign,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,5,1,5,0,0,5,0,0,100.0,0.0,100.0,155.56385287837483,204.75401647435365
69a26678eeab45f28e6d8df6058b95d4,vehicle.car,scene-a6a87db5125846bda72ccfc9931ee153-11,17,1,15,3,2,13,1,1,88.23529411764706,17.647058823529413,70.58823529411764,153.17370914050792,209.4348449348954
6a79832f298e40559bdbc386087b78a8,vehicle.trailer,scene-3f542f89ec5241b6a4e30ca743adcf34-29,5,1,5,1,1,4,0,0,100.0,20.0,80.0,161.70998384403256,213.82208009134203
6a8a6f738ed949d9a412f82603bd67b7,vehicle.car,scene-3195e3bfd1de4f9ba82f874790c7856c-15,12,1,9,0,0,9,0,3,75.0,0.0,75.0,179.42686937857573,211.21126088827953
6a92dbd5f9b64828a539ea97f27cd13b,static_object.traffic_sign,scene-b201f6e737e34c2d87830fc1e2911516-6,14,1,14,0,0,14,0,0,100.0,0.0,100.0,152.46514896101672,198.84238707372174
6b42ce369e6740cd85a02ff6f5dc101c,movable_object.trafficcone,scene-3f542f89ec5241b6a4e30ca743adcf34-29,2,1,2,0,0,2,0,0,100.0,0.0,100.0,155.5113455597935,163.8661343043561
6c2894229cbb4049aa9acc3e7f40f43b,vehicle.trailer,scene-3f542f89ec5241b6a4e30ca743adcf34-29,5,1,5,0,0,5,0,0,100.0,0.0,100.0,161.89134430611097,227.4924309082738
6de38f14218b4c12adf46f58d6ef675d,movable_object.trafficcone,scene-3f542f89ec5241b6a4e30ca743adcf34-29,2,1,1,0,0,1,0,1,50.0,0.0,50.0,155.60930499027003,199.37318673566006
6f530a3cb3e74c80a991b593ef8226f4,vehicle.trailer,scene-3f542f89ec5241b6a4e30ca743adcf34-29,4,1,4,1,1,3,0,0,100.0,25.0,75.0,166.0725431597647,214.73097736964993
7010f696078349569f9ff1b3982acbe6,vehicle.car,scene-3f542f89ec5241b6a4e30ca743adcf34-29,19,1,14,2,2,12,0,5,73.68421052631578,10.526315789473683,63.1578947368421,151.26512479498723,191.86078441383913
7051458dfbe44f409e9adae652a76de4,vehicle.truck,scene-3195e3bfd1de4f9ba82f874790c7856c-15,8,1,8,5,5,3,0,0,100.0,62.5,37.5,150.1505883465511,169.6066851171503
70615e715d5849ce89b99ff7aae5c3b3,vehicle.truck,scene-3f542f89ec5241b6a4e30ca743adcf34-29,2,1,2,0,0,2,0,0,100.0,0.0,100.0,207.84751274671484,224.0450364080201
70f6093df78a477abdd04dee6c0d30f7,vehicle.truck,scene-3195e3bfd1de4f9ba82f874790c7856c-15,2,1,2,0,0,2,0,0,100.0,0.0,100.0,170.26679372275225,194.4025772266862
71f56bd6be8d4194a7711ef1deabb6a2,vehicle.truck,scene-3f542f89ec5241b6a4e30ca743adcf34-29,5,1,5,1,1,4,0,0,100.0,20.0,80.0,154.91359215367186,220.68750118606215
724c84e76e9f497cbff88d7d5ff550bf,vehicle.car,scene-3f542f89ec5241b6a4e30ca743adcf34-29,4,1,4,1,1,3,0,0,100.0,25.0,75.0,151.8384693267932,212.293655152639
7302af7ec02f4ab3977067af2b322164,movable_object.trafficcone,scene-3f542f89ec5241b6a4e30ca743adcf34-29,8,1,8,0,0,8,0,0,100.0,0.0,100.0,156.18395567825007,218.31483362031426
73565a2b248f487daf50fc69137f3e57,vehicle.car,scene-3195e3bfd1de4f9ba82f874790c7856c-15,4,1,4,0,0,4,0,0,100.0,0.0,100.0,216.94592197744979,220.05435900493336
73daa2fc27da4913bbd94e4e77465bab,static_object.traffic_sign,scene-23160c4bff134cdd86b96ee822b4aca9-14,7,1,7,0,0,7,0,0,100.0,0.0,100.0,151.5362343679856,168.9723659058769
7411342be8a5499e8bbf9210e75ba34c,vehicle.car,scene-3f542f89ec5241b6a4e30ca743adcf34-29,5,1,2,0,0,2,0,3,40.0,0.0,40.0,150.59175867249806,198.54430594600043
74aebeb35bdc43ce9ceb13fa5af7a298,vehicle.car,scene-fb64d203d417452f830ca73efed80c41-11,7,1,7,3,3,4,0,0,100.0,42.857142857142854,57.14285714285714,152.552347175297,176.6356381732982
74cfefb1cb29461a958e90ed33d99724,vehicle.trailer,scene-3f542f89ec5241b6a4e30ca743adcf34-29,4,1,4,4,4,0,0,0,100.0,100.0,0.0,150.0106029512012,155.588226734471
753a23485d954a9c99e52096b29f6278,vehicle.car,scene-a6a87db5125846bda72ccfc9931ee153-11,3,1,3,0,0,3,0,0,100.0,0.0,100.0,154.3040283561604,166.2942642426312
761e49ae052d45c19e37e5a3cd3c1ec3,vehicle.car,scene-23160c4bff134cdd86b96ee822b4aca9-14,2,1,2,1,1,1,0,0,100.0,50.0,50.0,150.88798816242428,159.98210939272823
77690518eccc498c959aba52492253fc,vehicle.other,scene-3195e3bfd1de4f9ba82f874790c7856c-15,6,1,6,1,1,5,0,0,100.0,16.666666666666664,83.33333333333334,150.88976136300818,209.55825989251767
7776c339a93748d39db195a0dec2001f,vehicle.truck,scene-3f542f89ec5241b6a4e30ca743adcf34-29,4,1,4,1,1,3,0,0,100.0,25.0,75.0,165.11882883730257,215.99599440566882
77e460a4d32f4cedad7aeb90153e7416,static_object.traffic_sign,scene-3195e3bfd1de4f9ba82f874790c7856c-15,6,1,6,0,0,6,0,0,100.0,0.0,100.0,157.10892269723485,216.4036404614498
77ecd0163fed412c9e170ef2e636007f,vehicle.truck,scene-3f542f89ec5241b6a4e30ca743adcf34-29,2,1,2,0,0,2,0,0,100.0,0.0,100.0,191.2622624476956,208.13762372272672
783a47279ec5498b8a74eab884c02d1c,vehicle.car,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,3,1,3,0,0,3,0,0,100.0,0.0,100.0,169.30562653405417,203.39998873769906
789521ec14354a6ca7d390c51cede314,vehicle.car,scene-3f542f89ec5241b6a4e30ca743adcf34-29,4,1,4,0,0,4,0,0,100.0,0.0,100.0,158.12416648855097,218.50434737856116
78b820a1f8cc4a0682c638d6a8dc6616,vehicle.car,scene-3195e3bfd1de4f9ba82f874790c7856c-15,13,1,12,0,0,12,0,1,92.3076923076923,0.0,92.3076923076923,153.54782669860728,208.93373639661104
78bf242882c8422c89121b18840a5033,vehicle.car,scene-fb64d203d417452f830ca73efed80c41-11,7,1,7,0,0,7,0,0,100.0,0.0,100.0,171.0324160797239,187.1842049255824
79b242f303964126a3ea669e8eb1f3ea,movable_object.trafficcone,scene-3f542f89ec5241b6a4e30ca743adcf34-29,5,1,4,0,0,4,0,1,80.0,0.0,80.0,151.02455577132534,221.7104877652935
7a115e9067cf4330be78741248f3761b,vehicle.truck,scene-3f542f89ec5241b6a4e30ca743adcf34-29,4,1,3,2,1,2,1,0,75.0,50.0,25.0,151.44777167594583,202.02924814056618
7a5b667f83314b078b8a7f7742c55584,vehicle.trailer,scene-3f542f89ec5241b6a4e30ca743adcf34-29,4,1,4,1,1,3,0,0,100.0,25.0,75.0,157.31516430257042,207.94886212554283
7a5ead3f6df74f02bfef39a19cd69fe9,movable_object.trafficcone,scene-3f542f89ec5241b6a4e30ca743adcf34-29,2,1,2,0,0,2,0,0,100.0,0.0,100.0,179.14135359200802,187.76792348583103
7a902c4db9db4ed186033852b5468e29,vehicle.car,scene-fb64d203d417452f830ca73efed80c41-11,1,1,1,0,0,1,0,0,100.0,0.0,100.0,171.76956918253555,171.76956918253555
7ab3088cf1e04b1bbd8e4a93743e1021,movable_object.trafficcone,scene-3f542f89ec5241b6a4e30ca743adcf34-29,3,1,3,0,0,3,0,0,100.0,0.0,100.0,179.02111868481126,205.45842181526544
7b14de95a45c4869a5a0b4a5833bd7b6,vehicle.car,scene-a6a87db5125846bda72ccfc9931ee153-11,2,1,2,0,0,2,0,0,100.0,0.0,100.0,151.24349291926177,162.66656221487472
7c2f2c6989b64f9c84f33e9a11788a4f,vehicle.car,scene-3f542f89ec5241b6a4e30ca743adcf34-29,3,1,3,0,0,3,0,0,100.0,0.0,100.0,157.26540185448573,197.33045016487975
7c6d37e81fda401a8727640d722da83e,static_object.traffic_sign,scene-3f542f89ec5241b6a4e30ca743adcf34-29,3,1,3,0,0,3,0,0,100.0,0.0,100.0,207.3582498411633,224.38006738934413
7c74b83c910042bcab51f76dc39ec93b,vehicle.trailer,scene-3195e3bfd1de4f9ba82f874790c7856c-15,7,1,7,5,5,2,0,0,100.0,71.42857142857143,28.57142857142857,150.49524558921811,221.18164881978126
7c987764126149ba85594c712f65307a,vehicle.truck,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,15,1,15,0,0,15,0,0,100.0,0.0,100.0,180.6421156659212,219.09838869706664
7d846ed0b29a4238b6f2de904fac97de,movable_object.trafficcone,scene-3f542f89ec5241b6a4e30ca743adcf34-29,5,1,5,0,0,5,0,0,100.0,0.0,100.0,177.20928942609973,212.50667105762489
7d883acc9cb0454ab57cd45606f87276,vehicle.truck,scene-b201f6e737e34c2d87830fc1e2911516-6,1,1,1,0,0,1,0,0,100.0,0.0,100.0,160.50479920263183,160.50479920263183
7da31089bce540b9bf9bf7cd99d4f21e,vehicle.car,scene-3f542f89ec5241b6a4e30ca743adcf34-29,4,1,4,0,0,4,0,0,100.0,0.0,100.0,158.2085729154068,218.76991995622862
7e48c1cf3da14f3c9fcf05cdd0a9aa8f,vehicle.car,scene-23160c4bff134cdd86b96ee822b4aca9-14,3,1,1,0,0,1,0,2,33.33333333333333,0.0,33.33333333333333,151.1909931576614,161.7028522738554
8035bb8690cc4608abf0b0a6edf43701,vehicle.truck,scene-3f542f89ec5241b6a4e30ca743adcf34-29,7,1,7,5,5,2,0,0,100.0,71.42857142857143,28.57142857142857,150.7458790582512,210.02999467509412
8168e28d02ef40adbc0731773c0a457d,vehicle.truck,scene-3f542f89ec5241b6a4e30ca743adcf34-29,5,1,5,1,1,4,0,0,100.0,20.0,80.0,154.22899290875102,219.05185942773517
817006059df44c23b51f3da4538e6a37,static_object.traffic_sign,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,5,1,5,3,3,2,0,0,100.0,60.0,40.0,165.4542460858576,214.83008488186937
818b277188d84e82ad17405738777daa,vehicle.car,scene-fb64d203d417452f830ca73efed80c41-11,1,1,1,0,0,1,0,0,100.0,0.0,100.0,151.30079306689265,151.30079306689265
828bc2909e15437fb79abd05ac76a5ef,vehicle.car,scene-3f542f89ec5241b6a4e30ca743adcf34-29,3,1,3,1,1,2,0,0,100.0,33.33333333333333,66.66666666666667,159.28221082718017,181.47766238821356
82ae40b829a84eb58f50ddd0892c6c62,static_object.traffic_sign,scene-3f542f89ec5241b6a4e30ca743adcf34-29,5,1,5,0,0,5,0,0,100.0,0.0,100.0,175.92746676280106,210.89138798981043
82e2cf5cba01454d8f5c99467747c926,vehicle.truck,scene-b201f6e737e34c2d87830fc1e2911516-6,22,1,22,12,12,10,0,0,100.0,54.54545454545454,45.45454545454546,151.712584033552,190.19437182700443
838f1f34a5ec45e0940de3f486bd7fbf,vehicle.trailer,scene-3f542f89ec5241b6a4e30ca743adcf34-29,18,1,18,8,8,10,0,0,100.0,44.44444444444444,55.55555555555556,150.28019077107265,197.70062794042067
841380dad7f248a2a0373d480a835a47,vehicle.car,scene-23160c4bff134cdd86b96ee822b4aca9-14,2,1,1,2,1,0,1,0,50.0,100.0,-50.0,167.4881510949749,168.28634971874968
84a1d6e44b544fa4be4baddb6ccb8194,movable_object.trafficcone,scene-3f542f89ec5241b6a4e30ca743adcf34-29,6,1,5,0,0,5,0,1,83.33333333333334,0.0,83.33333333333334,170.9086109087745,214.5884689442509
8697c2c62d574e93a32547f0f733a0c3,vehicle.car,scene-3f542f89ec5241b6a4e30ca743adcf34-29,7,1,7,4,4,3,0,0,100.0,57.14285714285714,42.85714285714286,150.96400954045438,165.59660830470258
86fb6ccf1ee94f52bfb21896cb14073c,movable_object.trafficcone,scene-3f542f89ec5241b6a4e30ca743adcf34-29,5,1,5,0,0,5,0,0,100.0,0.0,100.0,151.23973751236673,186.47103295219586
87173281c29249eda346b1b77176683a,vehicle.car,scene-23160c4bff134cdd86b96ee822b4aca9-14,7,1,7,4,4,3,0,0,100.0,57.14285714285714,42.85714285714286,151.37242490791152,158.34419789855048
877b6966fad640888a7c3c5206b97c3a,vehicle.truck,scene-3195e3bfd1de4f9ba82f874790c7856c-15,3,1,3,1,1,2,0,0,100.0,33.33333333333333,66.66666666666667,168.034939156009,213.4061963682524
87a44f940f194b5e86e6c1fb71a72e51,movable_object.trafficcone,scene-3f542f89ec5241b6a4e30ca743adcf34-29,4,1,4,0,0,4,0,0,100.0,0.0,100.0,157.8922304541365,193.07111426080814
886fea2cadf746a98388f23cd2e18d7d,vehicle.car,scene-3f542f89ec5241b6a4e30ca743adcf34-29,6,1,4,0,0,4,0,2,66.66666666666666,0.0,66.66666666666666,156.3221423625447,176.64986221040587
8892d6ad08b14f5f8498e09933117729,vehicle.car,scene-a6a87db5125846bda72ccfc9931ee153-11,5,1,5,0,0,5,0,0,100.0,0.0,100.0,178.34702054747194,185.6526138649949
88ce77bb2ff143d0be1fd26f319e0334,static_object.traffic_sign,scene-b201f6e737e34c2d87830fc1e2911516-6,1,1,1,0,0,1,0,0,100.0,0.0,100.0,151.9937044603919,151.9937044603919
891438ed65f3418cab9ea7481b4f9082,vehicle.car,scene-3195e3bfd1de4f9ba82f874790c7856c-15,1,1,1,0,0,1,0,0,100.0,0.0,100.0,166.29509509655867,166.29509509655867
898a1d15a70f4500b79796d44cd7344e,vehicle.car,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,5,1,4,1,1,3,0,1,80.0,20.0,60.00000000000001,153.54603702612854,222.74808168274242
8992413f4e07400096f6b7ff4eda7e21,vehicle.trailer,scene-3195e3bfd1de4f9ba82f874790c7856c-15,5,1,5,2,2,3,0,0,100.0,40.0,60.0,159.0423581648341,212.16168677760282
89dc0c7f61924e6183c873b4df9b2a7a,vehicle.car,scene-3f542f89ec5241b6a4e30ca743adcf34-29,4,1,3,0,0,3,0,1,75.0,0.0,75.0,160.3128159340197,220.22461404316417
89ff8ea8db3946118d6cdf94ccdf324c,vehicle.trailer,scene-b201f6e737e34c2d87830fc1e2911516-6,3,1,3,1,1,2,0,0,100.0,33.33333333333333,66.66666666666667,157.48489001193698,183.0656873078641
8b799fdc20ae443b902599ca7689ad5d,static_object.traffic_sign,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,4,1,4,0,0,4,0,0,100.0,0.0,100.0,181.26113351018762,218.00102210014413
8bc46f799e60403b87128bbf901e2c35,vehicle.trailer,scene-3f542f89ec5241b6a4e30ca743adcf34-29,9,1,9,1,1,8,0,0,100.0,11.11111111111111,88.88888888888889,151.95042099619687,219.18047063553152
8c60fd4a61ef423dbb24bf7225f3dd07,vehicle.car,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,4,1,4,1,1,3,0,0,100.0,25.0,75.0,164.46609839231752,198.94295711440222
8f66bdd8e8424a6aa9106c617d736d46,vehicle.car,scene-a6a87db5125846bda72ccfc9931ee153-11,7,1,6,0,0,6,0,1,85.71428571428571,0.0,85.71428571428571,165.88884802238775,210.0600106129019
90100c47e281491490006dc897a685b4,vehicle.car,scene-3195e3bfd1de4f9ba82f874790c7856c-15,1,1,0,0,0,0,0,1,0.0,0.0,0.0,192.10957583744232,192.10957583744232
901f5e01554c43c2b0eab9643ae978cb,movable_object.trafficcone,scene-3f542f89ec5241b6a4e30ca743adcf34-29,4,1,4,0,0,4,0,0,100.0,0.0,100.0,158.25704375340817,184.57101273664145
915c49fa5f5b47958823712893a074af,vehicle.car,scene-23160c4bff134cdd86b96ee822b4aca9-14,3,1,3,0,0,3,0,0,100.0,0.0,100.0,152.67327222475672,174.74547897550673
9193accca6094e55b21b5ac6991a2271,vehicle.car,scene-3f542f89ec5241b6a4e30ca743adcf34-29,11,1,6,0,0,6,0,5,54.54545454545454,0.0,54.54545454545454,170.62860325385734,191.63908321592405
91e36035171f4e9da47ee2accc92cd5a,static_object.traffic_sign,scene-3f542f89ec5241b6a4e30ca743adcf34-29,5,1,5,0,0,5,0,0,100.0,0.0,100.0,150.43467675010467,211.89451815986348
932c226e3a3c4d6aaca0152bbb279034,vehicle.car,scene-3195e3bfd1de4f9ba82f874790c7856c-15,3,1,0,0,0,0,0,3,0.0,0.0,0.0,214.69114831249698,215.96174672572187
93c40f3347914bc5adec883457f500b2,vehicle.car,scene-fb64d203d417452f830ca73efed80c41-11,1,1,1,0,0,1,0,0,100.0,0.0,100.0,151.47602987795108,151.47602987795108
9422ef665e0b4329a09121fade6f5eec,movable_object.trafficcone,scene-3f542f89ec5241b6a4e30ca743adcf34-29,2,1,2,0,0,2,0,0,100.0,0.0,100.0,170.42891387765786,179.32047040375735
9431354bd351403b920cacde5e48d8b6,vehicle.trailer,scene-3f542f89ec5241b6a4e30ca743adcf34-29,2,1,2,0,0,2,0,0,100.0,0.0,100.0,177.84155742048293,199.5535628715887
9600f3e7295541fcaabb395035a58fe1,static_object.traffic_sign,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,4,1,4,0,0,4,0,0,100.0,0.0,100.0,150.00948473263907,199.38723411628675
968e1824bfe54da09dafa8dc4e56ccf4,vehicle.car,scene-b201f6e737e34c2d87830fc1e2911516-6,6,1,6,0,0,6,0,0,100.0,0.0,100.0,152.12293686759804,211.21577312876533
96adda5b2a174a5e953379695aa42bc1,vehicle.truck,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,3,1,3,1,1,2,0,0,100.0,33.33333333333333,66.66666666666667,161.8238577842705,193.11737483456753
96b184c24b3d49bdb5dd06b0c3b7110f,vehicle.trailer,scene-3195e3bfd1de4f9ba82f874790c7856c-15,3,1,3,0,0,3,0,0,100.0,0.0,100.0,167.63969727836363,213.5358784846059
9758570960eb4e06bd4baa0763692562,vehicle.car,scene-3195e3bfd1de4f9ba82f874790c7856c-15,27,1,27,4,4,23,0,0,100.0,14.814814814814813,85.18518518518519,152.36636160107417,223.98558182900936
