annotation_token,instance_token,sample_token,scene,class,range_m,band_m,lidar_points,radar_points
68947274b2714aba91216a8826385bd7,e6cd5631083945dd97a4418d53dac6b7,1393759bf6ff4f8e88deff0da0dc2aca,scene-0044384af3d8494e913fb8b14915239e-3,movable_object.trafficcone,5.929327253486126,0-50,26,0
d98c4e8700bf4e2abd10247b7a6a5b72,e99e98a38de24796b7515e8934787430,1393759bf6ff4f8e88deff0da0dc2aca,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.truck,19.051319025318946,0-50,4445,22
2d7469695b0e49088a0d6c4aa86f7a01,ed3de1f6e3664df49e6c71e22a2b5c39,1393759bf6ff4f8e88deff0da0dc2aca,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.car,25.939160877490796,0-50,487,2
669c4baeb64941778af09d90c247ba3c,f065fa84982148d5b059a8770c4d352d,1393759bf6ff4f8e88deff0da0dc2aca,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.car,27.170861196259832,0-50,234,0
119e90c43bd44311bdc5db96af585e29,fac044e78dbd4ebcaf73dd47f1dfe0b6,1393759bf6ff4f8e88deff0da0dc2aca,scene-0044384af3d8494e913fb8b14915239e-3,vehicle.trailer,13.916206228319004,0-50,6215,59
5469d303ae264e37acb0d448acf24b01,048b30a35ee9420083473c74fa85efe3,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.car,181.46021459200801,150-400,4,0
d9bd530b198d4c24a3f209a0f5c49364,087377c006b54eaeb1f20ab10043638b,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,movable_object.trafficcone,42.612873094790004,0-50,64,0
3fbf0fc6c60a4336bd16db83a89895f2,0c6dbdf7ede24ab5873dafa3923e33c8,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,static_object.traffic_sign,48.14803227360388,0-50,104,0
7c44a7dabcbb4346ab8165da19fd40ca,1013ff3870fc4c5d9d33fe9779192e1e,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,movable_object.trafficcone,67.85068619007471,50-100,15,0
baeda28e2552440babaddde98bb52aa3,124ca67f3ff04b3d81be98b6fafba64f,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.car,66.39761945031084,50-100,56,0
c00446af1cd34ac6b804640f393f4ed9,15e917b6880e4cf4921be539cf31aff3,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.truck,109.48372759687993,100-150,6,0
97bb311a8dc346b395085bc9e1fbda31,18b2eecf1d554b7b85ea2717e02737ee,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.truck,161.35181091783534,150-400,22,0
00dc5db37dd641549202148519f3b3a4,1a7ab0af8e0f4a73820ebead92302762,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.truck,188.1478763855535,150-400,12,0
b9cfa8d3461e424b9ed41c77b2374f4d,1bf201fa4cdf4ddd9295098ebe8cdfa4,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.car,137.17721757319123,100-150,6,1
0b47c380bcda45628a32b57471c9bd18,20cf6de93e47488ea677c22725d1bfa7,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,movable_object.trafficcone,19.1973266737512,0-50,45,0
c7933519443b44e0a64bb14949b1d187,24305e4f8388449a95021dac3bae924d,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,static_object.traffic_sign,158.40543424397544,150-400,7,0
89d2b2079bd14972ac92ea7a8eb3a54e,247bf8e4c5b649129254ac5822fefda4,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,movable_object.trafficcone,18.74719851652082,0-50,1,0
9ea7e185b6c44d61bdbb738f05f25b64,26c1782e2f224327bbc04598cceca978,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,static_object.traffic_sign,184.30213618505982,150-400,7,0
4192197c37fd494caa2e5c850ebf3c97,27aeae61e73b4a748aed63982f307d04,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,movable_object.trafficcone,55.85349227374441,50-100,50,0
4ff8d2b1bb404a52921b054feea7a7c7,2e28898d19f54c7694b0406794b026ae,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,static_object.traffic_sign,93.18099654395884,50-100,42,2
cd7326aeb9c84f76911bffaf3cf6c6ac,3113f2d907a84bca833d765995967d20,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,movable_object.trafficcone,30.614569223286747,0-50,44,0
d68a2b2400fb4000a399f2e14bef9c78,374fe2c555b941f093a7f86d89d240f5,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.trailer,163.93613373552967,150-400,23,0
e3ec1117fcd7460ab4e23abed66fbe5a,3e3506da16d44326a3cb4741c7d478b6,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.car,161.8492940579108,150-400,9,1
e27420ea358d412cbe8a58803d597546,3e994f2fabd34f9abdd08591974193eb,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.truck,82.76540257699226,50-100,23,3
9cb086ddcd4d4630a62c52703902457d,43dfbab93b254d55aa616722aa7ea56a,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,movable_object.barrier,157.78772400155094,150-400,10,0
e33ed320382e4366afa434db99ffb9d0,48a23717d76e49e8b7274e9604b5d2cd,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,movable_object.trafficcone,50.322861365842336,50-100,26,0
b4f0253a0d4e4d0a94fa721ed6a1c143,48ada87c77fa4b42b98728cdea199f38,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,static_object.traffic_sign,144.80847257989345,100-150,13,1
7c3c79204a434cf79d34417b3dc9d06e,490fada014a94a419c11172e15b6d5b6,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,movable_object.trafficcone,31.505104775819213,0-50,48,1
ece9a79577164383a78a6b65b745aba9,49bce9033366454b9c8a7bbce386fbc1,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.car,51.2353292919199,50-100,59,0
828d4144f5444e30a643c75ec0d22211,4a720a98a8dc4001a7b63351ab5742f7,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.car,76.16601897901631,50-100,20,0
30a2a455ae144b099234b5792977015d,5f79622333d848648f72b1a2c22f0c3c,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,static_object.traffic_sign,87.02758305998438,50-100,87,11
05c17e221d6740a19092ab3f977576b7,6600655810de4f6fa03a348d6aee2330,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.truck,25.873366668956994,0-50,4497,20
6050fe2ffd3e49d5928b7a3922e30c26,670600b7b8cf4062875bcdb1cf6212dc,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.car,12.7219801296,0-50,3451,4
f538722ae9f84174a0ded5be83f69061,6c2894229cbb4049aa9acc3e7f40f43b,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.trailer,79.63486575019606,50-100,262,12
850eb109fea840adaff29f87fa99d4c6,6f530a3cb3e74c80a991b593ef8226f4,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.trailer,126.4089293775217,100-150,48,4
f83bc3f7ea1e4d269165d51c3f26079b,70615e715d5849ce89b99ff7aae5c3b3,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.truck,191.6478666447737,150-400,9,0
5e9918dd5fd84ce5875ec1ec16779bb8,70ba34248b2548fd9d7de16f4ef72e62,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.car,88.40505077573414,50-100,60,1
3e79543050b14e42a9338b40e592db7c,71f56bd6be8d4194a7711ef1deabb6a2,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.truck,73.0232636175708,50-100,469,7
289e62202987455e9341845cdbb6114a,724c84e76e9f497cbff88d7d5ff550bf,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.car,72.42542672638211,50-100,38,0
847bd82b1cfe482baa823ffcc7c7e8ae,7302af7ec02f4ab3977067af2b322164,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,movable_object.trafficcone,43.26308674226704,0-50,29,0
32ea2adac0104e7ababeb571a96bcbde,7467e2238c26456caba830e6b3db6924,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.truck,67.13629568186984,50-100,385,6
24d52da43d6b466397698a7d44901b80,74cfefb1cb29461a958e90ed33d99724,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.trailer,82.20538495197421,50-100,60,1
5ce81af2754940afaf8802cb0280e37a,789521ec14354a6ca7d390c51cede314,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.car,21.22700957596299,0-50,2244,9
33fe6681f62a46028a19d3a88f2303f2,7a5b667f83314b078b8a7f7742c55584,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.trailer,147.8430907624157,100-150,39,1
c39e89502d684321aeb4e50421b303e3,7c6d37e81fda401a8727640d722da83e,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,static_object.traffic_sign,198.98084153344314,150-400,47,0
858a7e275f534b60b4a1fd588ae7d527,8168e28d02ef40adbc0731773c0a457d,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.truck,121.9928907497638,100-150,136,3
479a090ef52a4d0a8105a9f97422eaf9,838f1f34a5ec45e0940de3f486bd7fbf,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.trailer,142.93011519249924,100-150,14,3
6029cc011a494634acf75baacbc8d72b,84a1d6e44b544fa4be4baddb6ccb8194,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,movable_object.trafficcone,128.90684153910087,100-150,4,0
2a0967125a114490820c87d645bb1936,8697c2c62d574e93a32547f0f733a0c3,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.car,168.11691331783416,150-400,10,0
328a43008dd146839581a3c7ce3e81be,89dc0c7f61924e6183c873b4df9b2a7a,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.car,94.10499832272241,50-100,2,0
e4efd509c9444cb7a7b527838c62e264,901f5e01554c43c2b0eab9643ae978cb,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,movable_object.trafficcone,141.51910393592732,100-150,4,0
420a524572ca45499c3446687c440afe,9422ef665e0b4329a09121fade6f5eec,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,movable_object.trafficcone,36.83085965329733,0-50,85,0
86dab0032e8a49f0b83e0fa560a39f0f,9431354bd351403b920cacde5e48d8b6,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.trailer,75.8674025550521,50-100,246,6
28beebdcfa9b4bf6a566dbb9c49ee31c,984c15f0eb7e44b69456b0e7b1dcaaf9,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.car,12.746086193627677,0-50,644,0
006e1ca22b1845d2be48826f5ec522d9,990ebf8957634407a5a052ff6a42c654,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.car,39.93564326483146,0-50,104,1
f32e3bdc45d54b248abe95b8821e9e2e,9c335b0567ee486499bce0f23d3e4bf5,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.car,8.455502207667088,0-50,2462,8
3d8b852e3efe46828be1ca2abc2da16d,9e5b811353a24ec7ba2b3ddc3901ce94,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.trailer,127.85945512158239,100-150,36,1
7d433befa11b4fe9966af32796e05efb,9f6c69339b414b27b7b6ed3186c6e9a7,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,movable_object.trafficcone,71.47504729268225,50-100,31,0
b15fdba3665e4b72b0a4d146ea788de9,a28644a4c1c54b72b0056e8ba006b140,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.truck,21.20531803672407,0-50,2126,13
8ae640de273442f1878c81da82d2fac6,a31f93fcca4341039db546cf81296f71,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,movable_object.trafficcone,123.57454813782765,100-150,5,0
a4e3434717244427857981a713153dba,a580cb9e460941e9980c10fd65e4123d,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,movable_object.trafficcone,107.74665937758012,100-150,7,0
da3a0d8d3cce4fddbba9e0029f0e9d75,b36a787b51de4af68ee0f389c8ae08f4,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,static_object.traffic_sign,70.10438799555887,50-100,31,0
86593e11900548a58906a247b4c8b35c,b380511190ed4aab91945edd16cd273d,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,movable_object.trafficcone,64.69150199076003,50-100,37,1
a2db211719324f468e64b2e98d328a17,bdbaf7082a7b43d881528f9c9f3af142,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,movable_object.trafficcone,37.34996071519472,0-50,32,0
7c533e0cebd54c928e5621e3225f8d9c,bfcb7149257b44888fd37ce4e5716b98,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,movable_object.trafficcone,151.76462116296275,150-400,2,0
267f518fdd804acbbee62352bd46b322,c31fd21d9c744d2ba876d7bc29c7a0ae,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.truck,165.5155075678835,150-400,9,0
59c56ac8ebb14a3994e1794f81f2dc98,c5271d798c5843cf9e6bb7b6232ccffe,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.trailer,29.544462692374125,0-50,1407,6
b49b0726a96747e69bc19f491dd55f18,d48d905bb0ea4d5ba1575051d824bc6f,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,movable_object.trafficcone,27.747622498806617,0-50,51,0
ae78a605e1b3451caae1dcb4997336f8,d797f984288c43d48ccd0152d309e80c,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.trailer,17.703055278003202,0-50,9198,37
2f238c577a74436d9321ae193b52861d,dbdd7f008e394c6b8883c1b68a4c0e3e,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,static_object.traffic_sign,25.731810686739376,0-50,251,2
407964c7cc844674bcae43fdea65d14f,e06eebd3545845b487729f0b1bc0624c,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,static_object.traffic_sign,173.11839980744188,150-400,2,0
c4e9f082e8414d68affccfb985ab00c5,e1229daede0341fd83e6f456a42b86a1,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.car,33.54994686525471,0-50,176,1
de00411d7bcb4671874d1e82962a87a2,e6eaecf418d04a81b65a6e4e0984a6f2,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.ego_trailer,5.306751979766659,0-50,9808,8
b7002f8b5661448bbe4761192d06f624,ed674029ef5a4354a99b90386047bc6c,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,static_object.traffic_sign,109.87274977898478,100-150,5,0
3816adfb1e9a43d4855dde5a4da92e1c,ef2a70d11f4041228f2efd05a1da73be,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.truck,170.5749845506301,150-400,1,0
65eeaa44853b467e83dbbb1a634405c2,f68c533a5dcc45a8915874285e04dd38,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,movable_object.trafficcone,61.5045336038015,50-100,19,0
8536dd78a4a842a189099b34222b18a2,f6ac949148ed447c8568a4407f681937,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.truck,154.89765791472098,150-400,5,0
d959933eb7f74d2fb4480872eb15d2fe,f74df2a3fa10494ba83f88b2624103c3,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,movable_object.trafficcone,38.28040089021865,0-50,35,0
7e65e71028654c21ab019e5d6c7ee81e,f9137e0c354f4139b9858323bd450f47,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,static_object.traffic_sign,172.05488363226073,150-400,8,0
d743a03e498445529846a05636cac3f5,f97ca8d6f3b84a3fb1753ca01654ee01,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.truck,77.42136722926412,50-100,51,5
8cea2522c12d4591906230a3593d2152,facbb7e5891f44a8aed9019f1aaf374b,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.truck,133.22016269593962,100-150,16,0
7e473929316c4552894277946b0b0492,fd18bde8380c49de98be5cc9bc115cfd,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,static_object.traffic_sign,59.501639416521606,50-100,60,0
5c095624a96e4038a700861fc0999a48,ff6c5ca009964da8ae1e20a7e5c44888,14a220becf67423cb187002e685e95bc,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.car,134.209706159878,100-150,13,3
6a848161cb0e451c9081aa2e28807a28,0016b714576d42de98a306c9e4cc0487,16aa20e30fe94de9b51a9dac5cb919c4,scene-23160c4bff134cdd86b96ee822b4aca9-14,vehicle.trailer,15.111500442376757,0-50,6443,5
3a2e69f8bd0e4d16b124ac40414b3ffb,01dda313e83c4593965438a5eca197e8,16aa20e30fe94de9b51a9dac5cb919c4,scene-23160c4bff134cdd86b96ee822b4aca9-14,vehicle.car,43.470798931566144,0-50,74,2
7fb1453e5c3c4cbeb8acbf74269d43f0,0a746b650bfd4b508451d5b13ae0ed53,16aa20e30fe94de9b51a9dac5cb919c4,scene-23160c4bff134cdd86b96ee822b4aca9-14,human.pedestrian.adult,85.88015851420197,50-100,8,0
ad85e1f4c02e4c7e8368a1b6f9fe6fda,0b5f76745da743c68ede39f37df1b6c4,16aa20e30fe94de9b51a9dac5cb919c4,scene-23160c4bff134cdd86b96ee822b4aca9-14,vehicle.car,20.026640837232474,0-50,57,2
23e77a80746840eb99f976c1138a5f93,0e0c4c7b42794e759d964984f37ef643,16aa20e30fe94de9b51a9dac5cb919c4,scene-23160c4bff134cdd86b96ee822b4aca9-14,vehicle.car,105.64825546587517,100-150,10,0
977d756cbd83478e915b60fadc683d50,0ef3e61044e64947b56e4da5fcdd4194,16aa20e30fe94de9b51a9dac5cb919c4,scene-23160c4bff134cdd86b96ee822b4aca9-14,static_object.traffic_sign,40.91355988605879,0-50,53,0
e4ada06c39c64bd1893be15bb63e7b8f,1065c12c3b95416f80b6f4bf7316664d,16aa20e30fe94de9b51a9dac5cb919c4,scene-23160c4bff134cdd86b96ee822b4aca9-14,vehicle.car,99.08856463081464,50-100,9,0
8a1138101c56402a8fd05acf215c3ce9,122738b939f74ade8be83f9364ddbe19,16aa20e30fe94de9b51a9dac5cb919c4,scene-23160c4bff134cdd86b96ee822b4aca9-14,static_object.traffic_sign,72.1660051159185,50-100,21,0
8cc69c41367f4dc488aabad707e20656,1288b744e3f445ce94aa56fea28134e6,16aa20e30fe94de9b51a9dac5cb919c4,scene-23160c4bff134cdd86b96ee822b4aca9-14,static_object.traffic_sign,51.798901680734204,50-100,37,0
f4ccb83664584a06b6c0a3c1675c22da,168713ac6338409cb52a8395e1166df3,16aa20e30fe94de9b51a9dac5cb919c4,scene-23160c4bff134cdd86b96ee822b4aca9-14,vehicle.car,92.60373426991856,50-100,1,0
90981288f75743c3b2f1a7976f24f033,1838f99086ad4ec08efc179f10c2a3da,16aa20e30fe94de9b51a9dac5cb919c4,scene-23160c4bff134cdd86b96ee822b4aca9-14,human.pedestrian.adult,36.64885102377062,0-50,85,0
57e77590d12d449eb17ccc926e19d798,184f7759846f41dd9533664bac44003e,16aa20e30fe94de9b51a9dac5cb919c4,scene-23160c4bff134cdd86b96ee822b4aca9-14,human.pedestrian.adult,122.205054267583,100-150,4,0
474f81192fb1485cbbc3b3b9ceaff207,18ef61f15f4d492a947f8e7caee2def2,16aa20e30fe94de9b51a9dac5cb919c4,scene-23160c4bff134cdd86b96ee822b4aca9-14,static_object.traffic_sign,29.45190022750443,0-50,98,0
766f06b72a1f4a9bb96544bdd881da7a,1a6c3bc2136c403fa66a611536b4cd73,16aa20e30fe94de9b51a9dac5cb919c4,scene-23160c4bff134cdd86b96ee822b4aca9-14,vehicle.bicycle,13.327205741865347,0-50,205,0
c0835bf71d7f47669dca10af36fda8c2,1f139fadc62c4a8daed33c671eacbba1,16aa20e30fe94de9b51a9dac5cb919c4,scene-23160c4bff134cdd86b96ee822b4aca9-14,human.pedestrian.child,47.39401745237049,0-50,16,1
2cea291978024edc86ec47d48a365638,24054dc9f08a46618dc1836e6a6466d9,16aa20e30fe94de9b51a9dac5cb919c4,scene-23160c4bff134cdd86b96ee822b4aca9-14,vehicle.car,82.5311686382222,50-100,3,0
589cdae1f2b8476680912d42b7dbc125,25f1a3acb6034eab8c71f6c94ad1e763,16aa20e30fe94de9b51a9dac5cb919c4,scene-23160c4bff134cdd86b96ee822b4aca9-14,static_object.traffic_sign,19.322618864390513,0-50,230,0
e7ec444387be4234bfc2bf28b7a0573b,2735c904f0f8411b9ed122156e96d5a8,16aa20e30fe94de9b51a9dac5cb919c4,scene-23160c4bff134cdd86b96ee822b4aca9-14,static_object.traffic_sign,26.39357804077969,0-50,129,1
958053b887ea44f0a5d6e14a09645b46,2a32a5e53cc64176b50e7d3b37ca29ce,16aa20e30fe94de9b51a9dac5cb919c4,scene-23160c4bff134cdd86b96ee822b4aca9-14,static_object.traffic_sign,93.48734249961677,50-100,6,0
24ac460f87414a8ca308316a2be3103f,2bb3efdc77d34f47b0dd1ad50720f47d,16aa20e30fe94de9b51a9dac5cb919c4,scene-23160c4bff134cdd86b96ee822b4aca9-14,vehicle.car,69.41553378472221,50-100,15,0
4c53f37266e7412cb6a36af03dc8e150,2d78859ae5494df8b27241ce1f78ae31,16aa20e30fe94de9b51a9dac5cb919c4,scene-23160c4bff134cdd86b96ee822b4aca9-14,vehicle.car,115.27291387551512,100-150,6,0
50ead19fc14347fcbdea06c9df474c01,2e7e309f19224bd8b17bf7c6e19581a6,16aa20e30fe94de9b51a9dac5cb919c4,scene-23160c4bff134cdd86b96ee822b4aca9-14,vehicle.car,76.57999705425203,50-100,9,0
a848f377aa0344ce8e348467154a88ce,3182565e68124d96b8baa2e27190d2a3,16aa20e30fe94de9b51a9dac5cb919c4,scene-23160c4bff134cdd86b96ee822b4aca9-14,human.pedestrian.adult,46.49167385485074,0-50,33,1
c2a3f9d5564f4e3cab01402a8dffd73e,33929c7d5bf546948968a84d00e85b8a,16aa20e30fe94de9b51a9dac5cb919c4,scene-23160c4bff134cdd86b96ee822b4aca9-14,static_object.traffic_sign,15.824597198673246,0-50,156,1
d8803f273fcb438aa47e8f085e999b9d,34221a66e7354e36adca1473e77d1fa8,16aa20e30fe94de9b51a9dac5cb919c4,scene-23160c4bff134cdd86b96ee822b4aca9-14,static_object.traffic_sign,2.7865554248284674,0-50,659,1
f4c9442f045a4b019bcc05fbe3a5da26,3b3a9e897cd748ada67176b26aff04c4,16aa20e30fe94de9b51a9dac5cb919c4,scene-23160c4bff134cdd86b96ee822b4aca9-14,vehicle.ego_trailer,4.421619913343616,0-50,9563,11
88a6ffd7553b46fcb95ba886abb8f484,3db6dbc59fbe4a0c98fbeb5ab5dc96ac,16aa20e30fe94de9b51a9dac5cb919c4,scene-23160c4bff134cdd86b96ee822b4aca9-14,human.pedestrian.adult,119.61876281522103,100-150,5,0
878efb7abb244cc8ba804b20371f5c07,3ea31f836da64736b16391ac89028cd2,16aa20e30fe94de9b51a9dac5cb919c4,scene-23160c4bff134cdd86b96ee822b4aca9-14,static_object.traffic_sign,57.34860556117576,50-100,40,0
6733d7eb6598424e99499a6343df11c3,40390766c45b4e1dad5329b1ff097a7e,16aa20e30fe94de9b51a9dac5cb919c4,scene-23160c4bff134cdd86b96ee822b4aca9-14,static_object.traffic_sign,67.28902026127588,50-100,45,0
f59afa27122c4af49cbe7911ada49fa2,4055b30aa7114370a58ad86a00ef4eb1,16aa20e30fe94de9b51a9dac5cb919c4,scene-23160c4bff134cdd86b96ee822b4aca9-14,static_object.traffic_sign,92.05739610867425,50-100,10,0
ed071289898046df85b8dc10934f0bb6,417f09ce2be54a2c8ae46fd748ce5ddd,16aa20e30fe94de9b51a9dac5cb919c4,scene-23160c4bff134cdd86b96ee822b4aca9-14,vehicle.car,65.82372841685965,50-100,2,0
bb2532f7b8114fd6b98a526038d72517,42ca7a5eac424517b65d16f60ef5c663,16aa20e30fe94de9b51a9dac5cb919c4,scene-23160c4bff134cdd86b96ee822b4aca9-14,vehicle.car,91.6597056364166,50-100,2,0
bee5cf672b254afbb87387525a45e847,43549d60700f421cac8bbdc20f1e6073,16aa20e30fe94de9b51a9dac5cb919c4,scene-23160c4bff134cdd86b96ee822b4aca9-14,static_object.traffic_sign,70.27403903740102,50-100,125,1
9bb09deaf2f744c884b2b1b715993152,4800850d88af405291105f7b548603f6,16aa20e30fe94de9b51a9dac5cb919c4,scene-23160c4bff134cdd86b96ee822b4aca9-14,vehicle.car,81.97345515276099,50-100,5,0
c5c4dbebea414784ba070ae928ae0e62,486e2de452aa41808c4f3eebe0d7548d,16aa20e30fe94de9b51a9dac5cb919c4,scene-23160c4bff134cdd86b96ee822b4aca9-14,static_object.traffic_sign,48.70053850434565,0-50,84,0
03b5d4422dca405cb192a6180ffc9882,48d39ac202d54ff7b653777736e99a38,16aa20e30fe94de9b51a9dac5cb919c4,scene-23160c4bff134cdd86b96ee822b4aca9-14,human.pedestrian.adult,103.95971601743099,100-150,3,0
