scope,sample_count,sample_index,scene_name,sample_token,modality,channel,band_label,band_lower_m,band_upper_m,point_count,denominator_points,denominator_scope,proportion_of_denominator,max_observed_range_m,coordinate_frame
per_sample,1,1,scene-0044384af3d8494e913fb8b14915239e-3,32d2bcf46e734dffb14fe2e0a823d059,radar,RADAR_LEFT_FRONT,0-50 m,0,50,192,800,all returns in this sample and modality,0.240000,147.57,sensor (per-sensor frame as stored; no ego/global transform applied)
per_sample,1,10,scene-fb64d203d417452f830ca73efed80c41-11,e43ae3c9b670423d89fe92170f0c87e9,lidar,LIDAR_TOP_FRONT,> 400 m,400,inf,0,18858,all returns in this sample and modality,0.000000,125.75,sensor (per-sensor frame as stored; no ego/global transform applied)
aggregate,10,,,,radar,RADAR_LEFT_FRONT,0-50 m,0,50,1655,4571,all returns across the 10 measured sample(s) for this modality,0.362065,189.46,sensor (per-sensor frame as stored; no ego/global transform applied)
aggregate,10,,,,radar,RADAR_LEFT_FRONT,50-100 m,50,100,1670,4571,all returns across the 10 measured sample(s) for this modality,0.365347,189.46,sensor (per-sensor frame as stored; no ego/global transform applied)
aggregate,10,,,,radar,RADAR_LEFT_FRONT,100-150 m,100,150,941,4571,all returns across the 10 measured sample(s) for this modality,0.205863,189.46,sensor (per-sensor frame as stored; no ego/global transform applied)
aggregate,10,,,,radar,RADAR_LEFT_FRONT,150-400 m,150,400,305,4571,all returns across the 10 measured sample(s) for this modality,0.066725,189.46,sensor (per-sensor frame as stored; no ego/global transform applied)
aggregate,10,,,,radar,RADAR_LEFT_FRONT,> 400 m,400,inf,0,4571,all returns across the 10 measured sample(s) for this modality,0.000000,189.46,sensor (per-sensor frame as stored; no ego/global transform applied)
aggregate,10,,,,lidar,LIDAR_TOP_FRONT,0-50 m,0,50,165520,165588,all returns across the 10 measured sample(s) for this modality,0.999589,140.25,sensor (per-sensor frame as stored; no ego/global transform applied)
aggregate,10,,,,lidar,LIDAR_TOP_FRONT,50-100 m,50,100,53,165588,all returns across the 10 measured sample(s) for this modality,0.000320,140.25,sensor (per-sensor frame as stored; no ego/global transform applied)
aggregate,10,,,,lidar,LIDAR_TOP_FRONT,100-150 m,100,150,15,165588,all returns across the 10 measured sample(s) for this modality,0.000091,140.25,sensor (per-sensor frame as stored; no ego/global transform applied)
aggregate,10,,,,lidar,LIDAR_TOP_FRONT,150-400 m,150,400,0,165588,all returns across the 10 measured sample(s) for this modality,0.000000,140.25,sensor (per-sensor frame as stored; no ego/global transform applied)
aggregate,10,,,,lidar,LIDAR_TOP_FRONT,> 400 m,400,inf,0,165588,all returns across the 10 measured sample(s) for this modality,0.000000,140.25,sensor (per-sensor frame as stored; no ego/global transform applied)
