dataset,variant,margin_m,near_band,far_band,category,tracks,scenes,lidar_near_percent,lidar_far_percent,lidar_far_minus_near_pp,lidar_tracks_lower_far,radar_near_percent,radar_far_percent,radar_far_minus_near_pp,radar_tracks_lower_far
TruckDrive,static,0.5,100-150,150-200,Vehicle-SemiTruck-Trailer,16,4,100.0,96.875,-3.125,1,100.0,93.75,-6.25,2
TruckDrive,static,0.5,100-150,150-200,Vehicle-SingleUnitTruck,1,1,100.0,0.0,-100.0,1,100.0,100.0,0.0,0
TruckDrive,static,0.5,100-150,150-200,Vehicle-Trailer,4,4,100.0,100.0,0.0,0,100.0,75.0,-25.0,1
TruckDrive,static,0.5,100-150,200-400,ALL,69,4,86.35093167701864,72.70170650605432,-13.649225170964302,36,58.08143547273982,32.67632528502094,-25.405110187718883,47
TruckDrive,static,0.5,100-150,200-400,RoadObstruction-Barrel,13,1,100.0,78.16649162803009,-21.833508371969913,8,50.04578754578755,21.460910883987808,-28.584876661799733,11
TruckDrive,static,0.5,100-150,200-400,TrafficSign,23,2,65.57453416149069,65.30087062695758,-0.2736635345330992,11,14.07349896480331,3.048654244306418,-11.024844720496894,10
TruckDrive,static,0.5,100-150,200-400,Vehicle-Other,1,1,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,static,0.5,100-150,200-400,Vehicle-Passenger,7,3,82.14285714285714,53.57142857142857,-28.571428571428573,4,61.904761904761905,52.857142857142854,-9.047619047619046,3
TruckDrive,static,0.5,100-150,200-400,Vehicle-SemiTruck-Cab,9,3,97.22222222222223,75.55555555555556,-21.666666666666668,6,100.0,60.74074074074073,-39.25925925925927,9
TruckDrive,static,0.5,100-150,200-400,Vehicle-SemiTruck-Trailer,13,4,100.0,86.15384615384616,-13.846153846153847,5,100.0,59.14529914529915,-40.85470085470085,11
TruckDrive,static,0.5,100-150,200-400,Vehicle-Trailer,3,3,100.0,74.44444444444444,-25.555555555555557,2,100.0,40.0,-60.0,3
TruckDrive,aligned,0,0-50,50-100,ALL,105,5,90.40362811791381,90.41489040060468,0.0112622826908543,16,65.42831947593852,52.57516946172409,-12.853150014214439,41
TruckDrive,aligned,0,0-50,50-100,RoadObstruction-Barrel,29,2,95.52545155993433,97.70114942528734,2.1756978653530377,2,49.01477832512314,19.831691297208533,-29.183087027914617,23
TruckDrive,aligned,0,0-50,50-100,RoadObstruction-Cone,1,1,66.66666666666666,100.0,33.333333333333336,0,0.0,0.0,0.0,0
TruckDrive,aligned,0,0-50,50-100,TrafficSign,16,2,59.717261904761905,75.28521825396825,15.56795634920635,4,12.872023809523807,4.910714285714285,-7.961309523809523,5
TruckDrive,aligned,0,0-50,50-100,Vehicle-Other,1,1,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,aligned,0,0-50,50-100,Vehicle-Passenger,24,4,91.66666666666667,81.94444444444444,-9.722222222222221,6,76.08024691358024,62.98759655377302,-13.092650359807223,11
TruckDrive,aligned,0,0-50,50-100,Vehicle-SemiTruck-Cab,15,4,100.0,94.26666666666667,-5.733333333333333,3,94.44444444444443,90.33333333333333,-4.111111111111111,2
TruckDrive,aligned,0,0-50,50-100,Vehicle-SemiTruck-Trailer,16,4,100.0,98.4375,-1.5625,1,100.0,100.0,0.0,0
TruckDrive,aligned,0,0-50,50-100,Vehicle-SingleUnitTruck,1,1,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,aligned,0,0-50,50-100,Vehicle-Trailer,2,2,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,aligned,0,50-100,100-150,ALL,107,5,86.00059338377095,85.06786826880284,-0.9327251149681055,20,47.151079633212674,39.77055827523118,-7.380521357981501,31
TruckDrive,aligned,0,50-100,100-150,RoadObstruction-Barrel,29,2,97.70114942528734,94.56486042692939,-3.136288998357964,4,20.55008210180624,11.219211822660098,-9.330870279146142,15
TruckDrive,aligned,0,50-100,100-150,TrafficSign,24,3,62.3776455026455,70.20337301587301,7.825727513227513,7,2.3015873015873014,1.909722222222222,-0.39186507936507925,1
TruckDrive,aligned,0,50-100,100-150,Vehicle-Other,1,1,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,aligned,0,50-100,100-150,Vehicle-Passenger,19,3,77.19298245614034,70.61403508771929,-6.578947368421052,6,55.639834881320944,43.42105263157894,-12.218782249742002,8
TruckDrive,aligned,0,50-100,100-150,Vehicle-RV,1,1,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,aligned,0,50-100,100-150,Vehicle-SemiTruck-Cab,14,4,95.0,88.09523809523809,-6.904761904761905,3,88.34415584415584,84.5899470899471,-3.754208754208755,4
TruckDrive,aligned,0,50-100,100-150,Vehicle-SemiTruck-Trailer,14,4,98.21428571428571,100.0,1.7857142857142858,0,100.0,92.85714285714286,-7.142857142857143,1
TruckDrive,aligned,0,50-100,100-150,Vehicle-SingleUnitTruck,1,1,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,aligned,0,50-100,100-150,Vehicle-Trailer,4,4,100.0,100.0,0.0,0,100.0,68.75,-31.25,2
TruckDrive,aligned,0,100-150,150-200,ALL,91,4,87.34170591313448,89.73835688121402,2.3966509680795394,11,48.163265306122454,38.362492770387504,-9.800772535734943,27
TruckDrive,aligned,0,100-150,150-200,RoadObstruction-Barrel,17,1,93.66946778711484,100.0,6.330532212885155,0,8.84453781512605,2.6470588235294117,-6.197478991596637,8
TruckDrive,aligned,0,100-150,150-200,TrafficSign,25,2,74.72857142857143,82.58095238095238,7.852380952380953,4,1.833333333333333,1.333333333333333,-0.5,1
TruckDrive,aligned,0,100-150,150-200,Vehicle-Other,1,1,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,aligned,0,100-150,150-200,Vehicle-Passenger,13,3,80.12820512820511,80.12820512820514,-5.465713352000771e-16,3,68.84615384615384,54.967948717948715,-13.878205128205128,5
TruckDrive,aligned,0,100-150,150-200,Vehicle-RV,1,1,100.0,100.0,0.0,0,100.0,0.0,-100.0,1
TruckDrive,aligned,0,100-150,150-200,Vehicle-SemiTruck-Cab,13,4,88.14102564102564,93.07692307692308,4.935897435897436,2,93.58974358974359,73.33333333333334,-20.256410256410255,7
TruckDrive,aligned,0,100-150,150-200,Vehicle-SemiTruck-Trailer,16,4,100.0,96.875,-3.125,1,93.75,81.96271929824562,-11.787280701754387,4
TruckDrive,aligned,0,100-150,150-200,Vehicle-SingleUnitTruck,1,1,100.0,0.0,-100.0,1,100.0,100.0,0.0,0
TruckDrive,aligned,0,100-150,150-200,Vehicle-Trailer,4,4,100.0,100.0,0.0,0,68.75,58.33333333333333,-10.416666666666668,1
TruckDrive,aligned,0,100-150,200-400,ALL,69,4,86.53036576949621,70.08343508343508,-16.446930686061123,36,40.78674948240165,24.993585319672277,-15.793164162729381,30
TruckDrive,aligned,0,100-150,200-400,RoadObstruction-Barrel,13,1,98.9010989010989,87.72893772893774,-11.172161172161172,5,7.829670329670329,1.7821921668075513,-6.047478162862778,6
TruckDrive,aligned,0,100-150,200-400,TrafficSign,23,2,72.53105590062113,63.852789722354935,-8.678266178266178,13,0.5434782608695652,0.0,-0.5434782608695652,1
TruckDrive,aligned,0,100-150,200-400,Vehicle-Other,1,1,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,aligned,0,100-150,200-400,Vehicle-Passenger,7,3,70.23809523809523,27.857142857142858,-42.38095238095239,6,54.76190476190476,50.0,-4.761904761904761,2
TruckDrive,aligned,0,100-150,200-400,Vehicle-SemiTruck-Cab,9,3,91.66666666666667,70.92592592592592,-20.740740740740744,5,93.51851851851852,57.5,-36.01851851851852,9
TruckDrive,aligned,0,100-150,200-400,Vehicle-SemiTruck-Trailer,13,4,100.0,84.87179487179489,-15.128205128205128,5,92.3076923076923,47.991452991452995,-44.31623931623931,10
TruckDrive,aligned,0,100-150,200-400,Vehicle-Trailer,3,3,100.0,63.333333333333336,-36.666666666666664,2,58.333333333333336,36.666666666666664,-21.666666666666668,2
TruckDrive,aligned,0.5,0-50,50-100,ALL,105,5,94.52834467120182,95.5389266817838,1.0105820105820107,8,85.71882086167801,85.23998488284204,-0.4788359788359785,20
TruckDrive,aligned,0.5,0-50,50-100,RoadObstruction-Barrel,29,2,98.52216748768473,97.70114942528734,-0.8210180623973728,2,79.7536945812808,93.04187192118226,13.288177339901479,4
TruckDrive,aligned,0.5,0-50,50-100,RoadObstruction-Cone,1,1,100.0,100.0,0.0,0,0.0,0.0,0.0,0
TruckDrive,aligned,0.5,0-50,50-100,TrafficSign,16,2,77.1875,91.76587301587301,14.578373015873016,2,62.76785714285714,51.16567460317461,-11.602182539682541,10
TruckDrive,aligned,0.5,0-50,50-100,Vehicle-Other,1,1,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,aligned,0.5,0-50,50-100,Vehicle-Passenger,24,4,93.05555555555554,89.58333333333333,-3.4722222222222214,3,93.05555555555554,80.55555555555556,-12.5,6
TruckDrive,aligned,0.5,0-50,50-100,Vehicle-SemiTruck-Cab,15,4,100.0,98.66666666666667,-1.333333333333333,1,96.66666666666667,100.0,3.3333333333333335,0
TruckDrive,aligned,0.5,0-50,50-100,Vehicle-SemiTruck-Trailer,16,4,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,aligned,0.5,0-50,50-100,Vehicle-SingleUnitTruck,1,1,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,aligned,0.5,0-50,50-100,Vehicle-Trailer,2,2,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,aligned,0.5,50-100,100-150,ALL,107,5,91.7806233226794,91.43302180685357,-0.3476015158258146,14,81.82357621609958,69.16407061266874,-12.659505603430835,38
TruckDrive,aligned,0.5,50-100,100-150,RoadObstruction-Barrel,29,2,97.70114942528734,97.35632183908046,-0.3448275862068961,1,94.33497536945814,71.81855500821017,-22.51642036124795,17
TruckDrive,aligned,0.5,50-100,100-150,TrafficSign,24,3,77.38305675805675,83.40277777777777,6.019721019721021,5,41.844035594035596,37.270171957671955,-4.573863636363636,11
TruckDrive,aligned,0.5,50-100,100-150,Vehicle-Other,1,1,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,aligned,0.5,50-100,100-150,Vehicle-Passenger,19,3,86.84210526315789,82.89473684210526,-3.9473684210526314,5,80.7017543859649,53.859649122807014,-26.84210526315789,9
TruckDrive,aligned,0.5,50-100,100-150,Vehicle-RV,1,1,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,aligned,0.5,50-100,100-150,Vehicle-SemiTruck-Cab,14,4,98.57142857142857,91.66666666666666,-6.904761904761905,3,98.7012987012987,92.85714285714286,-5.8441558441558445,1
TruckDrive,aligned,0.5,50-100,100-150,Vehicle-SemiTruck-Trailer,14,4,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,aligned,0.5,50-100,100-150,Vehicle-SingleUnitTruck,1,1,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,aligned,0.5,50-100,100-150,Vehicle-Trailer,4,4,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,aligned,0.5,100-150,150-200,ALL,91,4,92.81135531135531,92.32339089481945,-0.48796441653584494,12,75.5913134484563,63.083464154892724,-12.507849293563577,36
TruckDrive,aligned,0.5,100-150,150-200,RoadObstruction-Barrel,17,1,95.49019607843138,100.0,4.5098039215686265,0,77.8361344537815,58.65546218487395,-19.180672268907564,13
TruckDrive,aligned,0.5,100-150,150-200,TrafficSign,25,2,84.06666666666666,91.72380952380952,7.657142857142857,3,38.890476190476186,21.904761904761898,-16.985714285714284,15
TruckDrive,aligned,0.5,100-150,150-200,Vehicle-Other,1,1,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,aligned,0.5,100-150,150-200,Vehicle-Passenger,13,3,94.23076923076923,80.12820512820514,-14.102564102564104,5,75.64102564102564,66.34615384615384,-9.294871794871796,3
TruckDrive,aligned,0.5,100-150,150-200,Vehicle-RV,1,1,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,aligned,0.5,100-150,150-200,Vehicle-SemiTruck-Cab,13,4,91.98717948717947,93.58974358974358,1.6025641025641022,2,100.0,94.87179487179489,-5.128205128205129,2
TruckDrive,aligned,0.5,100-150,150-200,Vehicle-SemiTruck-Trailer,16,4,100.0,96.875,-3.125,1,100.0,93.75,-6.25,2
TruckDrive,aligned,0.5,100-150,150-200,Vehicle-SingleUnitTruck,1,1,100.0,0.0,-100.0,1,100.0,100.0,0.0,0
TruckDrive,aligned,0.5,100-150,150-200,Vehicle-Trailer,4,4,100.0,100.0,0.0,0,100.0,75.0,-25.0,1
TruckDrive,aligned,0.5,100-150,200-400,ALL,69,4,92.77777777777777,83.07037567907132,-9.707402098706448,30,71.19047619047619,38.636721571504175,-32.553754618972015,52
TruckDrive,aligned,0.5,100-150,200-400,RoadObstruction-Barrel,13,1,100.0,91.39194139194139,-8.608058608058608,4,77.42673992673993,40.566804989881916,-36.85993493685801,12
TruckDrive,aligned,0.5,100-150,200-400,TrafficSign,23,2,82.68115942028987,89.80118914901524,7.120029728725382,8,36.475155279503106,7.5583957105696244,-28.916759568933482,15
TruckDrive,aligned,0.5,100-150,200-400,Vehicle-Other,1,1,100.0,100.0,0.0,0,100.0,100.0,0.0,0
TruckDrive,aligned,0.5,100-150,200-400,Vehicle-Passenger,7,3,89.28571428571429,50.714285714285715,-38.57142857142857,5,66.66666666666666,55.714285714285715,-10.95238095238095,3
TruckDrive,aligned,0.5,100-150,200-400,Vehicle-SemiTruck-Cab,9,3,97.22222222222223,75.55555555555556,-21.666666666666668,6,100.0,64.35185185185185,-35.64814814814815,8
TruckDrive,aligned,0.5,100-150,200-400,Vehicle-SemiTruck-Trailer,13,4,100.0,86.15384615384616,-13.846153846153847,5,100.0,59.65811965811966,-40.34188034188034,11
TruckDrive,aligned,0.5,100-150,200-400,Vehicle-Trailer,3,3,100.0,74.44444444444444,-25.555555555555557,2,100.0,40.0,-60.0,3
