dataset,variant,margin_m,band_m,category,observations,instances,scenes,lidar_supported,radar_supported,both,lidar_only,radar_only,neither,lidar_percent,radar_percent,difference_pp,min_range_m,max_range_m,lidar_ge_3_percent,lidar_ge_5_percent,lidar_points_p25,lidar_points_p50,lidar_points_p75,lidar_points_p90,lidar_equal_track_percent,radar_ge_3_percent,radar_ge_5_percent,radar_points_p25,radar_points_p50,radar_points_p75,radar_points_p90,radar_equal_track_percent,lidar_unsupported,lidar_missing_percent,radar_unsupported,radar_missing_percent,sparse_cohort,lidar_share_of_missing_percent,radar_share_of_missing_percent
TruckScenes,paired,0.5,50-75,vehicle.bus.rigid,103,9,2,103,94,94,9,0,0,100.0,91.2621359223301,8.737864077669899,50.131372010251184,68.70689794333269,98.05825242718447,98.05825242718447,23.0,52.0,97.5,228.0,100.0,56.310679611650485,27.184466019417474,2.0,3.0,5.0,10.0,95.49169859514689,0,0.0,9,8.737864077669897,False,0.0,0.7705479452054794
TruckScenes,paired,0.5,50-75,vehicle.car,2415,346,9,2414,1870,1870,544,0,1,99.95859213250517,77.4327122153209,22.525879917184266,50.003136842733674,74.99743290776713,95.69358178053831,92.21532091097309,17.0,46.0,104.0,199.5999999999999,99.97372569626904,38.095238095238095,16.81159420289855,1.0,2.0,4.0,6.0,77.80010319363409,1,0.04140786749482572,545,22.567287784679095,False,100.0,46.66095890410959
TruckScenes,paired,0.5,50-75,vehicle.construction,6,1,1,6,6,6,0,0,0,100.0,100.0,0.0,54.38546161796436,71.85918738544329,100.0,100.0,192.75,384.5,634.0,811.5,100.0,100.0,66.66666666666666,4.5,7.0,17.0,21.5,100.0,0,0.0,0,0.0,True,0.0,0.0
TruckScenes,paired,0.5,50-75,vehicle.motorcycle,11,2,2,11,10,10,1,0,0,100.0,90.9090909090909,9.090909090909093,54.05447521393309,74.20349437103796,100.0,100.0,69.0,84.0,102.0,116.0,100.0,36.36363636363637,0.0,1.0,2.0,3.0,3.0,90.0,0,0.0,1,9.090909090909093,True,0.0,0.08561643835616438
TruckScenes,paired,0.5,50-75,vehicle.other,4,1,1,4,4,4,0,0,0,100.0,100.0,0.0,51.373018620277804,71.02903287437007,100.0,100.0,122.75,230.5,329.0,341.6,100.0,50.0,50.0,2.0,6.0,10.5,11.4,100.0,0,0.0,0,0.0,True,0.0,0.0
TruckScenes,paired,0.5,50-75,vehicle.trailer,219,50,9,219,205,205,14,0,0,100.0,93.60730593607306,6.392694063926941,50.02185062652864,74.95481534942293,99.08675799086758,98.17351598173516,61.0,227.0,577.5,963.6000000000013,100.0,74.88584474885845,57.077625570776256,2.5,7.0,17.0,43.400000000000034,95.08946608946609,0,0.0,14,6.392694063926939,False,0.0,1.1986301369863013
TruckScenes,paired,0.5,50-75,vehicle.truck,335,56,10,335,321,321,14,0,0,100.0,95.82089552238806,4.179104477611939,50.01642819599091,74.95232131650849,98.2089552238806,96.41791044776119,113.0,230.0,460.0,836.4000000000001,100.0,80.8955223880597,71.64179104477611,4.0,7.0,11.0,19.0,96.67690940012369,0,0.0,14,4.1791044776119435,False,0.0,1.1986301369863013
TruckScenes,paired,0.5,75-100,animal,4,1,1,4,1,1,3,0,0,100.0,25.0,75.0,77.50914801167352,94.97110526454708,75.0,25.0,2.5,3.5,4.75,6.1000000000000005,100.0,0.0,0.0,0.0,0.0,0.25,0.7000000000000002,25.0,0,0.0,3,75.0,True,,0.2425222312045271
TruckScenes,paired,0.5,75-100,human.pedestrian.adult,52,12,4,52,24,24,28,0,0,100.0,46.15384615384615,53.84615384615385,75.71902450081326,99.16859936484907,92.3076923076923,80.76923076923077,5.0,11.5,19.75,26.0,100.0,1.9230769230769231,1.9230769230769231,0.0,0.0,1.0,2.0,46.944444444444436,0,0.0,28,53.84615384615385,False,,2.263540824575586
TruckScenes,paired,0.5,75-100,human.pedestrian.child,2,1,1,2,1,1,1,0,0,100.0,50.0,50.0,75.30125723319784,78.203745561415,100.0,100.0,11.0,11.0,11.0,11.0,100.0,0.0,0.0,0.25,0.5,0.75,0.9,50.0,0,0.0,1,50.0,True,,0.08084074373484236
TruckScenes,paired,0.5,75-100,human.pedestrian.construction_worker,3,1,1,3,2,2,1,0,0,100.0,66.66666666666666,33.333333333333336,77.4477028220229,92.4812566322971,100.0,100.0,17.0,19.0,20.5,21.4,100.0,0.0,0.0,0.5,1.0,1.5,1.8,66.66666666666666,0,0.0,1,33.33333333333334,True,,0.08084074373484236
TruckScenes,paired,0.5,75-100,human.pedestrian.stroller,8,1,1,8,6,6,2,0,0,100.0,75.0,25.0,77.34163006890107,99.6185042755843,100.0,100.0,15.75,19.0,21.25,22.9,100.0,12.5,0.0,0.75,1.0,2.0,2.3,75.0,0,0.0,2,25.0,True,,0.16168148746968472
TruckScenes,paired,0.5,75-100,movable_object.barrier,4,1,1,4,2,2,2,0,0,100.0,50.0,50.0,82.20885557788357,99.04084827219623,100.0,100.0,20.5,27.0,31.0,34.6,100.0,0.0,0.0,0.0,0.5,1.0,1.0,50.0,0,0.0,2,50.0,True,,0.16168148746968472
TruckScenes,paired,0.5,75-100,movable_object.trafficcone,108,41,2,108,32,32,76,0,0,100.0,29.629629629629626,70.37037037037037,75.17155454383575,99.9825185788663,93.51851851851852,84.25925925925925,6.0,12.5,25.0,29.299999999999997,100.0,0.0,0.0,0.0,0.0,1.0,1.0,25.691056910569106,0,0.0,76,70.37037037037038,False,,6.143896523848019
TruckScenes,paired,0.5,75-100,static_object.traffic_sign,852,137,7,852,492,492,360,0,0,100.0,57.74647887323944,42.25352112676056,75.06674354208533,99.90660891061775,98.00469483568075,95.07042253521126,13.0,24.0,51.25,128.69999999999993,100.0,15.140845070422534,3.5211267605633805,0.0,1.0,2.0,3.0,57.70432088131123,0,0.0,360,42.25352112676056,False,,29.10266774454325
TruckScenes,paired,0.5,75-100,vehicle.bicycle,8,2,2,8,1,1,7,0,0,100.0,12.5,87.5,75.12164640849626,94.50926254630117,100.0,87.5,11.75,13.5,19.0,25.6,100.0,0.0,0.0,0.0,0.0,0.0,0.2999999999999998,12.5,0,0.0,7,87.5,True,,0.5658852061438965
TruckScenes,paired,0.5,75-100,vehicle.bus.rigid,39,3,3,39,39,39,0,0,0,100.0,100.0,0.0,78.47333237710056,98.41536598900674,100.0,100.0,47.5,92.0,187.0,316.40000000000003,100.0,82.05128205128204,58.97435897435898,3.0,6.0,10.0,12.400000000000006,100.0,0,0.0,0,0.0,True,,0.0
TruckScenes,paired,0.5,75-100,vehicle.car,1940,337,9,1940,1207,1207,733,0,0,100.0,62.21649484536083,37.78350515463917,75.00079581872598,99.98738501470419,91.75257731958763,83.14432989690722,7.0,18.0,38.0,71.0,100.0,21.95876288659794,6.1340206185567006,0.0,1.0,2.0,4.0,64.06463330366039,0,0.0,733,37.78350515463917,False,,59.25626515763945
TruckScenes,paired,0.5,75-100,vehicle.construction,7,2,1,7,7,7,0,0,0,100.0,100.0,0.0,78.74839067491237,97.10520961958358,100.0,100.0,92.5,113.0,283.0,343.0,100.0,85.71428571428571,42.857142857142854,3.5,4.0,10.5,12.0,100.0,0,0.0,0,0.0,True,,0.0
TruckScenes,paired,0.5,75-100,vehicle.motorcycle,14,2,2,14,11,11,3,0,0,100.0,78.57142857142857,21.42857142857143,76.77557203357635,98.91914264580726,100.0,100.0,37.0,42.5,45.5,52.50000000000001,100.0,0.0,0.0,1.0,1.0,2.0,2.0,79.16666666666667,0,0.0,3,21.42857142857143,True,,0.2425222312045271
TruckScenes,paired,0.5,75-100,vehicle.other,3,1,1,3,2,2,1,0,0,100.0,66.66666666666666,33.333333333333336,81.92097501827408,93.04559334189926,100.0,100.0,81.0,94.0,109.5,118.8,100.0,66.66666666666666,0.0,1.5,3.0,3.5,3.8,66.66666666666666,0,0.0,1,33.33333333333334,True,,0.08084074373484236
TruckScenes,paired,0.5,75-100,vehicle.trailer,141,47,8,141,129,129,12,0,0,100.0,91.48936170212765,8.510638297872342,75.03752028240139,99.99549439560867,99.29078014184397,96.45390070921985,41.0,90.0,197.0,322.0,100.0,67.37588652482269,53.191489361702125,2.0,6.0,10.0,17.0,89.96453900709221,0,0.0,12,8.510638297872347,False,,0.9700889248181084
TruckScenes,paired,0.5,75-100,vehicle.truck,271,53,9,271,263,263,8,0,0,100.0,97.04797047970479,2.9520295202952074,75.05686799891917,99.92717227731936,99.2619926199262,97.04797047970479,45.0,90.0,227.0,397.0,100.0,83.76383763837639,57.93357933579336,3.0,5.0,8.0,12.0,95.3921568627451,0,0.0,8,2.9520295202952127,False,,0.6467259498787389
TruckScenes,paired,0.5,100-150,animal,3,1,1,3,2,2,1,0,0,100.0,66.66666666666666,33.333333333333336,100.44430799804785,117.74985868321315,0.0,0.0,1.0,1.0,1.5,1.8,100.0,0.0,0.0,0.5,1.0,1.0,1.0,66.66666666666666,0,0.0,1,33.33333333333334,True,0.0,0.044923629829290206
TruckScenes,paired,0.5,100-150,human.pedestrian.adult,109,13,3,109,6,6,103,0,0,100.0,5.5045871559633035,94.4954128440367,100.08172428127371,145.57286485667052,70.64220183486239,45.87155963302752,2.0,4.0,7.0,14.200000000000003,100.0,1.834862385321101,0.9174311926605505,0.0,0.0,0.0,0.0,8.226495726495726,0,0.0,103,94.4954128440367,False,0.0,4.627133872416891
TruckScenes,paired,0.5,100-150,human.pedestrian.construction_worker,6,1,1,6,5,5,1,0,0,100.0,83.33333333333334,16.666666666666664,100.24382602387756,147.39538134390233,100.0,100.0,10.0,11.0,12.75,14.0,100.0,16.666666666666664,0.0,1.0,1.0,1.75,2.5,83.33333333333334,0,0.0,1,16.666666666666657,True,0.0,0.044923629829290206
TruckScenes,paired,0.5,100-150,human.pedestrian.stroller,6,1,1,6,4,4,2,0,0,100.0,66.66666666666666,33.333333333333336,103.07302909921951,122.20962941244964,100.0,66.66666666666666,4.5,9.5,13.0,14.5,100.0,0.0,0.0,0.25,1.0,1.0,1.0,66.66666666666666,0,0.0,2,33.33333333333334,True,0.0,0.08984725965858041
TruckScenes,paired,0.5,100-150,movable_object.barrier,7,1,1,7,4,4,3,0,0,100.0,57.14285714285714,42.85714285714286,108.09880185061658,149.36710809144014,85.71428571428571,71.42857142857143,4.0,5.0,8.0,9.8,100.0,42.857142857142854,0.0,0.0,2.0,3.0,3.0,57.14285714285714,0,0.0,3,42.85714285714286,True,0.0,0.1347708894878706
TruckScenes,paired,0.5,100-150,movable_object.trafficcone,191,49,2,191,30,30,161,0,0,100.0,15.706806282722512,84.29319371727748,100.17272583494284,149.83532562934755,87.95811518324608,77.4869109947644,5.0,8.0,14.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,15.087463556851311,0,0.0,161,84.29319371727749,False,0.0,7.232704402515723
TruckScenes,paired,0.5,100-150,static_object.traffic_sign,877,107,7,877,387,387,490,0,0,100.0,44.127708095781074,55.872291904218926,100.01257789779538,149.98500524582585,94.4127708095781,89.50969213226911,8.0,17.0,41.0,87.39999999999998,100.0,8.779931584948688,2.508551881413911,0.0,0.0,1.0,2.0,43.350978257540966,0,0.0,490,55.872291904218926,False,0.0,22.0125786163522
TruckScenes,paired,0.5,100-150,vehicle.bicycle,7,1,1,7,4,4,3,0,0,100.0,57.14285714285714,42.85714285714286,100.27061144215484,135.14610743255753,85.71428571428571,85.71428571428571,5.5,7.0,7.0,8.200000000000001,100.0,0.0,0.0,0.0,1.0,1.0,1.4000000000000004,57.14285714285714,0,0.0,3,42.85714285714286,True,0.0,0.1347708894878706
TruckScenes,paired,0.5,100-150,vehicle.bus.rigid,30,2,2,30,28,28,2,0,0,100.0,93.33333333333333,6.666666666666665,100.53735197903477,149.3429305914152,100.0,100.0,89.25,115.0,162.75,205.60000000000002,100.0,80.0,43.333333333333336,3.0,4.0,6.0,8.0,83.33333333333333,0,0.0,2,6.666666666666671,True,0.0,0.08984725965858041
TruckScenes,paired,0.5,100-150,vehicle.car,2496,335,8,2491,1132,1131,1360,1,4,99.79967948717949,45.3525641025641,54.44711538461537,100.00365658377392,149.99902983471054,85.8173076923077,71.8349358974359,4.0,9.0,18.0,35.0,99.86070509336531,9.254807692307693,1.5625,0.0,0.0,1.0,2.0,41.47437331435276,5,0.200320512820511,1364,54.6474358974359,False,83.33333333333333,61.27583108715184
TruckScenes,paired,0.5,100-150,vehicle.construction,15,2,1,15,14,14,1,0,0,100.0,93.33333333333333,6.666666666666665,103.88893173254276,147.9558286055628,100.0,100.0,37.5,46.0,87.0,155.79999999999998,100.0,73.33333333333333,20.0,2.5,3.0,4.0,7.6,91.66666666666667,0,0.0,1,6.666666666666671,True,0.0,0.044923629829290206
TruckScenes,paired,0.5,100-150,vehicle.motorcycle,23,2,2,23,15,15,8,0,0,100.0,65.21739130434783,34.78260869565217,101.61046799081518,148.97082165358046,100.0,100.0,17.5,21.0,26.0,27.8,100.0,0.0,0.0,0.0,1.0,1.0,2.0,75.0,0,0.0,8,34.78260869565217,True,0.0,0.35938903863432164
TruckScenes,paired,0.5,100-150,vehicle.other,7,1,1,7,6,6,1,0,0,100.0,85.71428571428571,14.28571428571429,104.34754846657168,139.42176872710104,100.0,100.0,33.0,38.0,76.0,102.4,100.0,14.285714285714285,14.285714285714285,1.0,1.0,2.0,3.6000000000000014,85.71428571428571,0,0.0,1,14.285714285714292,True,0.0,0.044923629829290206
TruckScenes,paired,0.5,100-150,vehicle.trailer,206,45,6,206,164,164,42,0,0,100.0,79.6116504854369,20.38834951456311,100.1584917497393,149.832707819408,97.57281553398059,96.60194174757282,20.0,34.0,67.25,105.5,100.0,52.42718446601942,34.95145631067961,1.0,3.0,6.0,10.0,76.15527065527066,0,0.0,42,20.388349514563103,False,0.0,1.8867924528301887
TruckScenes,paired,0.5,100-150,vehicle.truck,349,52,9,348,305,304,44,1,0,99.7134670487106,87.39255014326648,12.320916905444124,100.04269030347422,149.65842468341535,94.26934097421203,88.25214899713467,9.0,25.0,101.0,148.0,99.88687782805428,45.845272206303726,24.355300859598856,1.0,2.0,4.0,7.0,87.74800327238407,1,0.28653295128940215,44,12.607449856733524,False,16.666666666666668,1.9766397124887691
TruckScenes,paired,0.5,150-200,human.pedestrian.adult,7,3,1,7,0,0,7,0,0,100.0,0.0,100.0,151.83343151487963,172.49581677456774,14.285714285714285,0.0,1.0,1.0,2.0,2.4000000000000004,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,100.0,True,0.0,0.5677210056772101
TruckScenes,paired,0.5,150-200,human.pedestrian.construction_worker,4,1,1,4,1,1,3,0,0,100.0,25.0,75.0,163.26614617944938,195.2262167183891,100.0,100.0,6.5,7.0,7.25,7.7,100.0,0.0,0.0,0.0,0.0,0.25,0.7000000000000002,25.0,0,0.0,3,75.0,True,0.0,0.24330900243309003
TruckScenes,paired,0.5,150-200,movable_object.barrier,2,1,1,2,0,0,2,0,0,100.0,0.0,100.0,169.16267041698882,177.34943401028409,0.0,0.0,1.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,100.0,True,0.0,0.16220600162206
TruckScenes,paired,0.5,150-200,movable_object.trafficcone,136,50,2,136,9,9,127,0,0,100.0,6.61764705882353,93.38235294117648,150.4090177666509,199.98866853976983,77.94117647058823,49.26470588235294,3.0,4.0,8.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8999999999999995,0,0.0,127,93.38235294117646,False,0.0,10.30008110300081
TruckScenes,paired,0.5,150-200,static_object.traffic_sign,359,70,7,359,136,136,223,0,0,100.0,37.88300835654596,62.116991643454035,150.00948473263907,199.83819887899645,91.36490250696379,85.23676880222841,7.0,15.0,49.5,114.59999999999997,100.0,12.534818941504177,3.064066852367688,0.0,0.0,1.0,3.0,34.62170191963425,0,0.0,223,62.11699164345404,False,0.0,18.085969180859692
TruckScenes,paired,0.5,150-200,vehicle.bicycle,2,1,1,2,1,1,1,0,0,100.0,50.0,50.0,152.47270811654,158.13781564282644,100.0,50.0,4.25,4.5,4.75,4.9,100.0,0.0,0.0,0.25,0.5,0.75,0.9,50.0,0,0.0,1,50.0,True,0.0,0.08110300081103
TruckScenes,paired,0.5,150-200,vehicle.bus.rigid,13,2,2,13,10,10,3,0,0,100.0,76.92307692307693,23.076923076923073,150.73989756634435,196.61476288206904,69.23076923076923,69.23076923076923,2.0,42.0,72.0,77.80000000000001,100.0,46.15384615384615,7.6923076923076925,1.0,2.0,3.0,4.0,78.57142857142857,0,0.0,3,23.076923076923066,True,0.0,0.24330900243309003
TruckScenes,paired,0.5,150-200,vehicle.car,926,208,7,913,260,260,653,0,13,98.59611231101512,28.077753779697623,70.51835853131749,150.05681029796702,199.9666937233818,77.10583153347731,57.45140388768899,3.0,5.0,10.0,16.0,98.04546953734258,3.6717062634989204,0.4319654427645789,0.0,0.0,1.0,2.0,22.39552146769639,13,1.4038876889848808,666,71.92224622030238,False,100.0,54.01459854014598
TruckScenes,paired,0.5,150-200,vehicle.construction,10,2,1,10,7,7,3,0,0,100.0,70.0,30.000000000000004,156.01409936125535,198.12968170824647,100.0,100.0,11.0,16.0,23.25,28.999999999999996,100.0,60.0,30.0,0.5,3.5,4.75,6.1,70.0,0,0.0,3,30.0,True,0.0,0.24330900243309003
TruckScenes,paired,0.5,150-200,vehicle.motorcycle,2,1,1,2,0,0,2,0,0,100.0,0.0,100.0,152.92324720038215,156.93649967607854,100.0,100.0,15.25,15.5,15.75,15.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,100.0,True,0.0,0.16220600162206
TruckScenes,paired,0.5,150-200,vehicle.other,5,1,1,5,1,1,4,0,0,100.0,20.0,80.0,150.88976136300818,197.67500225086388,100.0,100.0,14.0,15.0,16.0,20.2,100.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,20.0,0,0.0,4,80.0,True,0.0,0.32441200324412
TruckScenes,paired,0.5,150-200,vehicle.trailer,139,41,5,139,68,68,71,0,0,100.0,48.92086330935252,51.07913669064747,150.0106029512012,199.5535628715887,92.08633093525181,80.57553956834532,6.0,14.0,29.0,40.400000000000006,100.0,17.26618705035971,9.352517985611511,0.0,0.0,2.0,4.0,47.235772357723576,0,0.0,71,51.07913669064748,False,0.0,5.7583130575831305
TruckScenes,paired,0.5,150-200,vehicle.truck,273,46,5,273,152,152,121,0,0,100.0,55.67765567765568,44.32234432234432,150.1505883465511,199.91605376392064,94.13919413919413,87.17948717948718,9.0,14.0,32.0,60.80000000000001,100.0,17.216117216117215,4.761904761904762,0.0,1.0,2.0,3.0,60.19466960105,0,0.0,121,44.32234432234432,False,0.0,9.813463098134632
TruckScenes,paired,0.5,200-250,human.pedestrian.construction_worker,1,1,1,1,0,0,1,0,0,100.0,0.0,100.0,203.2730878939659,203.2730878939659,100.0,100.0,6.0,6.0,6.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,100.0,True,0.0,0.23255813953488372
TruckScenes,paired,0.5,200-250,movable_object.trafficcone,34,21,1,33,0,0,33,0,1,97.05882352941177,0.0,97.05882352941177,200.59790691292088,223.08859349302594,41.17647058823529,14.705882352941178,1.25,2.0,3.0,7.399999999999999,97.61904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.941176470588232,34,100.0,False,7.6923076923076925,7.906976744186046
TruckScenes,paired,0.5,200-250,static_object.traffic_sign,68,38,3,68,0,0,68,0,0,100.0,0.0,100.0,200.00147325915378,224.38006738934413,88.23529411764706,79.41176470588235,5.0,13.5,56.0,107.60000000000005,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,68,100.0,False,0.0,15.813953488372093
TruckScenes,paired,0.5,200-250,vehicle.bus.rigid,4,2,2,4,0,0,4,0,0,100.0,0.0,100.0,203.19325053068846,220.78214850317624,50.0,25.0,1.0,2.5,9.5,19.400000000000006,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4,100.0,True,0.0,0.9302325581395349
TruckScenes,paired,0.5,200-250,vehicle.car,207,92,7,196,0,0,196,0,11,94.68599033816425,0.0,94.68599033816425,200.0710707473922,226.84401081084647,67.14975845410628,44.927536231884055,2.0,4.0,8.0,11.0,95.92391304347827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,5.314009661835755,207,100.0,False,84.61538461538461,48.13953488372093
TruckScenes,paired,0.5,200-250,vehicle.construction,4,2,1,4,0,0,4,0,0,100.0,0.0,100.0,200.48305494411403,214.8171436720205,75.0,50.0,2.5,6.0,10.75,13.900000000000002,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4,100.0,True,0.0,0.9302325581395349
TruckScenes,paired,0.5,200-250,vehicle.other,1,1,1,1,0,0,1,0,0,100.0,0.0,100.0,209.55825989251767,209.55825989251767,100.0,0.0,4.0,4.0,4.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,100.0,True,0.0,0.23255813953488372
TruckScenes,paired,0.5,200-250,vehicle.trailer,38,27,3,38,1,1,37,0,0,100.0,2.631578947368421,97.36842105263158,200.52588575532198,227.4924309082738,76.31578947368422,68.42105263157895,3.0,10.0,20.0,25.900000000000013,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8518518518518516,0,0.0,37,97.36842105263158,False,0.0,8.604651162790697
TruckScenes,paired,0.5,200-250,vehicle.truck,74,32,5,73,0,0,73,0,1,98.64864864864865,0.0,98.64864864864865,200.18618301257388,229.4177589511211,85.13513513513513,66.21621621621621,3.25,7.0,21.75,34.7,98.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.3513513513513544,74,100.0,False,7.6923076923076925,17.209302325581394
TruckDrive,static,0,0-25,RoadDebris,40,2,1,40,39,39,1,0,0,100.0,97.5,2.500000000000002,11.9442314862237,24.44343242479062,100.0,100.0,2194.5,4070.5,5107.0,6753.0,100.0,52.5,30.0,2.0,3.0,5.0,7.0,97.5,0,0.0,1,2.5,True,0.0,0.8264462809917356
TruckDrive,static,0,0-25,RoadObstruction,1,1,1,0,0,0,0,0,1,0.0,0.0,0.0,24.52845196217431,24.52845196217431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,1,100.0,True,2.857142857142857,0.8264462809917356
TruckDrive,static,0,0-25,RoadObstruction-Barrel,82,27,1,73,22,18,55,4,5,89.02439024390245,26.82926829268293,62.19512195121951,4.0667924260772725,24.646866769216114,85.36585365853658,82.92682926829268,10.0,22.0,30.0,54.200000000000045,85.80246913580247,0.0,0.0,0.0,0.0,1.0,1.0,26.543209876543205,9,10.975609756097555,60,73.17073170731707,False,25.714285714285715,49.586776859504134
TruckDrive,static,0,0-25,RoadObstruction-Cone,31,3,1,25,0,0,25,0,6,80.64516129032258,0.0,80.64516129032258,13.762778094013067,24.887669640586424,77.41935483870968,70.96774193548387,3.5,31.0,41.5,67.0,79.520697167756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,19.354838709677423,31,100.0,True,17.142857142857142,25.619834710743802
TruckDrive,static,0,0-25,TrafficSign,17,6,2,1,1,0,1,1,15,5.88235294117647,5.88235294117647,0.0,8.920967379233169,23.170655453202915,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333332,16,94.11764705882354,16,94.11764705882354,True,45.714285714285715,13.223140495867769
TruckDrive,static,0,0-25,Vehicle-Other,27,1,1,27,27,27,0,0,0,100.0,100.0,0.0,4.8174934170872055,24.84105971525601,100.0,100.0,2573.0,8838.0,21149.5,31636.0,100.0,100.0,100.0,13.5,19.0,32.0,40.000000000000014,100.0,0,0.0,0,0.0,True,0.0,0.0
TruckDrive,static,0,0-25,Vehicle-Passenger,88,18,3,85,77,77,8,0,3,96.5909090909091,87.5,9.090909090909093,4.127461076749828,24.657597046296345,96.5909090909091,96.5909090909091,345.75,1426.0,3132.0,6925.599999999999,83.33333333333334,84.0909090909091,79.54545454545455,5.0,9.0,14.0,25.89999999999999,67.74074074074075,3,3.4090909090909065,11,12.5,False,8.571428571428571,9.090909090909092
TruckDrive,static,0,0-25,Vehicle-SemiTruck-Cab,103,11,2,103,102,102,1,0,0,100.0,99.02912621359224,0.9708737864077666,9.048126164941834,24.888872346585853,100.0,100.0,9068.5,16721.0,26633.5,43301.0,100.0,98.05825242718447,97.0873786407767,15.5,21.0,27.0,44.0,98.86363636363636,0,0.0,1,0.9708737864077648,False,0.0,0.8264462809917356
TruckDrive,static,0,0-25,Vehicle-SemiTruck-Trailer,85,8,2,85,85,85,0,0,0,100.0,100.0,0.0,13.102765852938044,24.724275736778992,100.0,100.0,6892.0,14303.0,20324.0,30467.200000000008,100.0,100.0,97.6470588235294,12.0,16.0,24.0,35.0,100.0,0,0.0,0,0.0,False,0.0,0.0
TruckDrive,static,0,0-25,Vehicle-Trailer,28,2,1,28,28,28,0,0,0,100.0,100.0,0.0,4.746214212130803,24.317942703931752,100.0,100.0,1892.75,6898.0,13379.25,19981.0,100.0,100.0,92.85714285714286,8.0,11.0,37.5,42.3,100.0,0,0.0,0,0.0,True,0.0,0.0
TruckDrive,static,0,25-50,RoadDebris,36,2,1,36,28,28,8,0,0,100.0,77.77777777777779,22.22222222222222,25.050115134357902,39.30809723864877,100.0,100.0,787.5,929.0,1010.5,1090.0,100.0,11.11111111111111,2.7777777777777777,1.0,1.0,2.0,2.5,77.77777777777777,0,0.0,8,22.222222222222214,True,0.0,3.11284046692607
TruckDrive,static,0,25-50,RoadObstruction,8,3,2,6,1,1,5,0,2,75.0,12.5,62.5,38.44834258349711,49.246380254911784,75.0,75.0,3.75,12.5,14.25,16.799999999999997,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.2999999999999998,5.555555555555555,2,25.0,7,87.5,True,2.2988505747126435,2.7237354085603114
TruckDrive,static,0,25-50,RoadObstruction-Barrel,103,32,2,86,9,8,78,1,16,83.49514563106796,8.737864077669903,74.75728155339806,25.03254526827181,48.64931031257001,69.90291262135922,58.252427184466015,2.0,6.0,17.5,44.99999999999997,83.125,0.0,0.0,0.0,0.0,0.0,0.0,10.78125,17,16.504854368932044,94,91.2621359223301,False,19.54022988505747,36.57587548638132
TruckDrive,static,0,25-50,RoadObstruction-Cone,70,6,1,53,3,3,50,0,17,75.71428571428571,4.285714285714286,71.42857142857143,26.022577203778912,49.28189802559503,58.57142857142858,55.714285714285715,1.0,6.0,46.75,82.2,71.69540229885058,0.0,0.0,0.0,0.0,0.0,0.0,1.7241379310344827,17,24.285714285714292,67,95.71428571428571,False,19.54022988505747,26.070038910505836
TruckDrive,static,0,25-50,TrafficSign,60,16,2,15,0,0,15,0,45,25.0,0.0,25.0,25.97053012219167,48.62411269372211,16.666666666666664,6.666666666666667,0.0,0.0,0.25,3.1000000000000014,28.749999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,75.0,60,100.0,False,51.724137931034484,23.346303501945524
TruckDrive,static,0,25-50,Vehicle,1,1,1,1,0,0,1,0,0,100.0,0.0,100.0,43.746019905719436,43.746019905719436,100.0,100.0,808.0,808.0,808.0,808.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,100.0,True,0.0,0.38910505836575876
TruckDrive,static,0,25-50,Vehicle-Other,14,2,2,14,14,14,0,0,0,100.0,100.0,0.0,26.245324339139334,47.137909975588144,100.0,100.0,276.0,763.0,4495.75,12901.1,100.0,100.0,92.85714285714286,7.25,9.0,11.0,11.700000000000001,100.0,0,0.0,0,0.0,True,0.0,0.0
