dataset,variant,margin_m,near_band,far_band,track,scene,category,near_observations,far_observations,lidar_near_percent,lidar_far_percent,lidar_far_minus_near_pp,radar_near_percent,radar_far_percent,radar_far_minus_near_pp
TruckScenes,paired,0,50-100,100-150,scene-3f542f89ec5241b6a4e30ca743adcf34-29:f6f36e14fc6c4c6d9f91bde4d89c293b,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.construction,12,9,100.0,100.0,0.0,100.0,100.0,0.0
TruckScenes,paired,0,50-100,100-150,scene-3f542f89ec5241b6a4e30ca743adcf34-29:f74df2a3fa10494ba83f88b2624103c3,scene-3f542f89ec5241b6a4e30ca743adcf34-29,movable_object.trafficcone,1,5,100.0,100.0,0.0,0.0,0.0,0.0
TruckScenes,paired,0,50-100,100-150,scene-3f542f89ec5241b6a4e30ca743adcf34-29:f7c5a86071fd47e4835f9ca658c95435,scene-3f542f89ec5241b6a4e30ca743adcf34-29,movable_object.trafficcone,2,3,100.0,100.0,0.0,0.0,0.0,0.0
TruckScenes,paired,0,50-100,100-150,scene-3f542f89ec5241b6a4e30ca743adcf34-29:f8d5020a33934fb78ab71ca07983d986,scene-3f542f89ec5241b6a4e30ca743adcf34-29,movable_object.trafficcone,3,4,100.0,100.0,0.0,0.0,0.0,0.0
TruckScenes,paired,0,50-100,100-150,scene-3f542f89ec5241b6a4e30ca743adcf34-29:f9137e0c354f4139b9858323bd450f47,scene-3f542f89ec5241b6a4e30ca743adcf34-29,static_object.traffic_sign,9,7,100.0,100.0,0.0,11.11111111111111,0.0,-11.11111111111111
TruckScenes,paired,0,50-100,100-150,scene-3f542f89ec5241b6a4e30ca743adcf34-29:f9f79a679b9f4b0da3bad63ba2bdc554,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.car,5,5,100.0,100.0,0.0,80.0,40.0,-40.0
TruckScenes,paired,0,50-100,100-150,scene-3f542f89ec5241b6a4e30ca743adcf34-29:facbb7e5891f44a8aed9019f1aaf374b,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.truck,5,4,100.0,100.0,0.0,100.0,100.0,0.0
TruckScenes,paired,0,50-100,100-150,scene-3f542f89ec5241b6a4e30ca743adcf34-29:fb654b6da6534eecaac0323fa386e7c3,scene-3f542f89ec5241b6a4e30ca743adcf34-29,static_object.traffic_sign,6,6,100.0,100.0,0.0,50.0,33.33333333333333,-16.666666666666668
TruckScenes,paired,0,50-100,100-150,scene-3f542f89ec5241b6a4e30ca743adcf34-29:fc75a8b74a92483791f108cc23f3a55d,scene-3f542f89ec5241b6a4e30ca743adcf34-29,vehicle.trailer,6,2,100.0,100.0,0.0,50.0,0.0,-50.0
TruckScenes,paired,0,50-100,100-150,scene-3f542f89ec5241b6a4e30ca743adcf34-29:fd18bde8380c49de98be5cc9bc115cfd,scene-3f542f89ec5241b6a4e30ca743adcf34-29,static_object.traffic_sign,7,6,100.0,100.0,0.0,14.285714285714285,0.0,-14.285714285714285
TruckScenes,paired,0,50-100,100-150,scene-6be74229febb4aad9e7ae1a37217b231-4:f6ac10393f9540519bd33f10cd9d1ccf,scene-6be74229febb4aad9e7ae1a37217b231-4,vehicle.truck,11,10,100.0,100.0,0.0,100.0,50.0,-50.0
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:06f4f9a85c404077a6b5b371e68b6e6b,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,3,12,100.0,91.66666666666666,-8.333333333333337,66.66666666666666,50.0,-16.666666666666664
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:17a06474ab53431c9c0460e7e0e1578a,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.motorcycle,14,16,100.0,100.0,0.0,0.0,0.0,0.0
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:17f4e45190424fae92bd4139aea77e6e,scene-a6a87db5125846bda72ccfc9931ee153-11,static_object.traffic_sign,17,9,100.0,100.0,0.0,23.52941176470588,0.0,-23.52941176470588
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:1adae5fddd2440a8bee856599c94084e,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,16,2,100.0,100.0,0.0,87.5,100.0,12.5
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:1b276ec4e523409f99c14484f2dba79f,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,1,4,100.0,100.0,0.0,100.0,100.0,0.0
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:1e9994e8b4ec4f96b44167b6e75d2707,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,12,10,100.0,80.0,-19.999999999999996,66.66666666666666,10.0,-56.666666666666664
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:24813af65eb2459b8c068b06ec6d3900,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,7,12,100.0,100.0,0.0,0.0,8.333333333333332,8.333333333333332
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:2f1a5b4c794244e3b26502b71d3505ed,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,15,13,100.0,61.53846153846154,-38.46153846153846,40.0,23.076923076923077,-16.923076923076923
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:2f81de65f5db4a79b3223fb80b29470d,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,1,3,100.0,100.0,0.0,0.0,0.0,0.0
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:30dd507bb18745eea969d12c3d4c0b8d,scene-a6a87db5125846bda72ccfc9931ee153-11,static_object.traffic_sign,7,10,100.0,100.0,0.0,71.42857142857143,10.0,-61.42857142857143
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:32a22d8664ce4d89aefd587b63a21aa8,scene-a6a87db5125846bda72ccfc9931ee153-11,static_object.traffic_sign,13,6,100.0,83.33333333333334,-16.666666666666664,0.0,0.0,0.0
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:32f0bcc06c964fd48da4b265699f370e,scene-a6a87db5125846bda72ccfc9931ee153-11,static_object.traffic_sign,8,10,100.0,100.0,0.0,25.0,0.0,-25.0
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:4018aa1541ff410ebe0bbeadccedae32,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,17,15,100.0,80.0,-19.999999999999996,41.17647058823529,20.0,-21.17647058823529
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:40fdd1d6b5b04166bc59cb8d53b06b88,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,11,11,100.0,100.0,0.0,90.9090909090909,81.81818181818183,-9.090909090909083
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:424d35d8cbcf4bf7b82632ad9d252dbc,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,23,2,100.0,100.0,0.0,39.130434782608695,0.0,-39.130434782608695
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:42ef0e8fd88d46f0a1d5ee14d35009c1,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,9,6,100.0,100.0,0.0,22.22222222222222,50.0,27.77777777777778
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:443a85ff5ba74a5583d6af772a4658d6,scene-a6a87db5125846bda72ccfc9931ee153-11,static_object.traffic_sign,18,5,100.0,100.0,0.0,0.0,0.0,0.0
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:45380b84dbed49d5b74aa1f90f66484b,scene-a6a87db5125846bda72ccfc9931ee153-11,static_object.traffic_sign,16,14,100.0,100.0,0.0,75.0,7.142857142857142,-67.85714285714286
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:495d674bdd19421daf03e0b5b170b344,scene-a6a87db5125846bda72ccfc9931ee153-11,human.pedestrian.adult,1,3,100.0,100.0,0.0,0.0,0.0,0.0
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:4a5ba589d98748228371a08f18bf142f,scene-a6a87db5125846bda72ccfc9931ee153-11,static_object.traffic_sign,13,17,100.0,100.0,0.0,7.6923076923076925,0.0,-7.6923076923076925
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:4f011fd450fa4be1bebb1f12758b67dc,scene-a6a87db5125846bda72ccfc9931ee153-11,static_object.traffic_sign,13,3,100.0,100.0,0.0,0.0,0.0,0.0
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:5029a897248548039d8b87efd3b82034,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,10,7,100.0,100.0,0.0,50.0,57.14285714285714,7.14285714285714
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:54b0e399d6d44495b1f50ec776bf50b6,scene-a6a87db5125846bda72ccfc9931ee153-11,static_object.traffic_sign,16,1,100.0,100.0,0.0,25.0,0.0,-25.0
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:54c5d5f48e0c4ccfad0e333ca955a155,scene-a6a87db5125846bda72ccfc9931ee153-11,static_object.traffic_sign,15,7,100.0,85.71428571428571,-14.28571428571429,0.0,0.0,0.0
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:5503dbbed2b94304b83449ef952cfe9f,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,6,3,100.0,100.0,0.0,33.33333333333333,0.0,-33.33333333333333
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:5651b082ed944488b133b69dad492cfa,scene-a6a87db5125846bda72ccfc9931ee153-11,static_object.traffic_sign,18,6,94.44444444444444,100.0,5.555555555555558,11.11111111111111,16.666666666666664,5.555555555555555
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:571571b4930b44f7bcd0c57474765454,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,18,13,100.0,76.92307692307693,-23.076923076923073,72.22222222222221,23.076923076923077,-49.14529914529914
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:5806c74d348a4137bf78bf4e42ddf14f,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,11,17,100.0,100.0,0.0,54.54545454545454,29.411764705882355,-25.133689839572188
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:5e2c2ebccc324f7a83d049158ec433c5,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,6,5,100.0,100.0,0.0,83.33333333333334,40.0,-43.333333333333336
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:5f4d54e99d2344e1851c0814328934e0,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,17,8,100.0,100.0,0.0,94.11764705882352,87.5,-6.617647058823528
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:67c8e237e6a743598890db667002a5fb,scene-a6a87db5125846bda72ccfc9931ee153-11,static_object.traffic_sign,14,4,100.0,100.0,0.0,0.0,0.0,0.0
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:6c9ed2250e024f0da7fa40e46000a6f7,scene-a6a87db5125846bda72ccfc9931ee153-11,static_object.traffic_sign,17,4,100.0,100.0,0.0,0.0,0.0,0.0
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:753a23485d954a9c99e52096b29f6278,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,6,5,100.0,100.0,0.0,16.666666666666664,0.0,-16.666666666666664
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:77c8e679e0674709bb3264a0e2b04b7e,scene-a6a87db5125846bda72ccfc9931ee153-11,human.pedestrian.adult,15,8,100.0,87.5,-12.5,0.0,0.0,0.0
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:7b14de95a45c4869a5a0b4a5833bd7b6,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,3,4,100.0,100.0,0.0,100.0,100.0,0.0
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:86b3f1d6a5d6419088916316c4ae1f66,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,16,7,100.0,71.42857142857143,-28.57142857142857,25.0,14.285714285714285,-10.714285714285715
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:8b276387673b48e88e172be47908eed3,scene-a6a87db5125846bda72ccfc9931ee153-11,static_object.traffic_sign,14,3,100.0,100.0,0.0,42.857142857142854,0.0,-42.857142857142854
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:8e6ac7af4b5b4d64bfa17d26267d5a22,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,17,13,100.0,100.0,0.0,76.47058823529412,23.076923076923077,-53.39366515837103
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:8f0a6cbfbcdc4f23b9cd72fc6de6a26a,scene-a6a87db5125846bda72ccfc9931ee153-11,static_object.traffic_sign,13,6,100.0,100.0,0.0,0.0,0.0,0.0
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:8f66bdd8e8424a6aa9106c617d736d46,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,10,6,100.0,100.0,0.0,20.0,0.0,-20.0
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:9a7cf63db5774aa79d6254777430478e,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,22,17,100.0,100.0,0.0,40.909090909090914,58.82352941176471,17.914438502673796
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:9c2474ba21d64b7284a302977fee4c3f,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,5,6,100.0,100.0,0.0,40.0,0.0,-40.0
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:9d6a81ea0a9242b990d9029fcc01f2dd,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,6,11,100.0,100.0,0.0,33.33333333333333,0.0,-33.33333333333333
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:9f7e1874c818477d9427ffe732f6d3f1,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.truck,5,7,80.0,100.0,19.999999999999996,80.0,100.0,19.999999999999996
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:a0f75e06bf9c47089571868e801cc1d6,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,14,5,100.0,100.0,0.0,92.85714285714286,20.0,-72.85714285714286
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:a19d93faf2594170a896694708e05661,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,18,6,100.0,66.66666666666666,-33.333333333333336,88.88888888888889,16.666666666666664,-72.22222222222221
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:a47666c7e39c42dbabd36f216a012c85,scene-a6a87db5125846bda72ccfc9931ee153-11,static_object.traffic_sign,17,5,100.0,100.0,0.0,88.23529411764706,60.0,-28.235294117647058
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:a52bb971e8784fb7983d403a29ed0e6c,scene-a6a87db5125846bda72ccfc9931ee153-11,static_object.traffic_sign,11,1,100.0,100.0,0.0,36.36363636363637,0.0,-36.36363636363637
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:a86e8171aeca4deabd1d081b66e0a6c0,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,6,6,100.0,100.0,0.0,16.666666666666664,0.0,-16.666666666666664
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:adf9bc9780ce4999990a89339e7a0e77,scene-a6a87db5125846bda72ccfc9931ee153-11,human.pedestrian.adult,1,2,100.0,100.0,0.0,0.0,0.0,0.0
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:ae9355d7274846eca9e01173659bf964,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,8,18,100.0,83.33333333333334,-16.666666666666664,0.0,0.0,0.0
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:b115fd02840543ddbbcb5d79cf0c4006,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,23,5,100.0,100.0,0.0,26.08695652173913,0.0,-26.08695652173913
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:b170009e3301472382fc723d5acb73c3,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,17,5,100.0,100.0,0.0,58.82352941176471,0.0,-58.82352941176471
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:b742b75d6be9411f933d44bdd28853b6,scene-a6a87db5125846bda72ccfc9931ee153-11,static_object.traffic_sign,17,6,100.0,100.0,0.0,0.0,0.0,0.0
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:b847729df6524a0593af38063c8249e5,scene-a6a87db5125846bda72ccfc9931ee153-11,static_object.traffic_sign,17,11,100.0,100.0,0.0,0.0,0.0,0.0
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:bf14b3c9011f4c8689e992bb4c2031a7,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,12,21,91.66666666666666,100.0,8.333333333333337,50.0,71.42857142857143,21.42857142857143
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:c07e22e8bf4e408d96a55690bf5d03f7,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,16,9,100.0,55.55555555555556,-44.44444444444444,75.0,22.22222222222222,-52.77777777777778
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:c9522e2dc9ed4137b57c86c03f7983e3,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,7,6,100.0,100.0,0.0,28.57142857142857,0.0,-28.57142857142857
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:d9ac74ff7c0b482c86ffca47fa23998a,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,18,7,100.0,85.71428571428571,-14.28571428571429,44.44444444444444,14.285714285714285,-30.158730158730158
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:e7e6f3c836b64795a812e11a8eb61099,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,16,10,87.5,100.0,12.5,62.5,60.0,-2.500000000000002
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:ef114849be394f78be2afd3d47fc0724,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,17,3,100.0,100.0,0.0,76.47058823529412,33.33333333333333,-43.13725490196078
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:f115eac6b15e406ba5093bc2dea5e1b4,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,17,13,100.0,100.0,0.0,82.35294117647058,76.92307692307693,-5.4298642533936565
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:f1dd141df40f4bcea0df8deb9d1b7a56,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,14,11,100.0,81.81818181818183,-18.181818181818176,92.85714285714286,36.36363636363637,-56.493506493506494
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:f61b2a99a74549f5a49c5caf9857ffc9,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.car,3,1,100.0,100.0,0.0,33.33333333333333,0.0,-33.33333333333333
TruckScenes,paired,0,50-100,100-150,scene-a6a87db5125846bda72ccfc9931ee153-11:fa2c188c9d71494796d064becf9a50cf,scene-a6a87db5125846bda72ccfc9931ee153-11,vehicle.truck,15,16,100.0,93.75,-6.25,93.33333333333333,56.25,-37.083333333333336
TruckScenes,paired,0,50-100,100-150,scene-b13542304b244af585a646082c57a079-1:0cdf44c8f10247248ee6251ad95bda5b,scene-b13542304b244af585a646082c57a079-1,vehicle.car,1,6,100.0,100.0,0.0,100.0,33.33333333333333,-66.66666666666667
TruckScenes,paired,0,50-100,100-150,scene-b13542304b244af585a646082c57a079-1:1d85205ed4d140bfa9959f23066e2f70,scene-b13542304b244af585a646082c57a079-1,vehicle.car,10,2,100.0,50.0,-50.0,50.0,0.0,-50.0
TruckScenes,paired,0,50-100,100-150,scene-b13542304b244af585a646082c57a079-1:3b33968e84b24fcf8c94ee59a8310bf6,scene-b13542304b244af585a646082c57a079-1,vehicle.trailer,16,10,100.0,100.0,0.0,93.75,90.0,-3.749999999999998
TruckScenes,paired,0,50-100,100-150,scene-b13542304b244af585a646082c57a079-1:6bad47f3b7964dbd876f1bcf492945cc,scene-b13542304b244af585a646082c57a079-1,vehicle.car,14,1,100.0,100.0,0.0,57.14285714285714,0.0,-57.14285714285714
TruckScenes,paired,0,50-100,100-150,scene-b13542304b244af585a646082c57a079-1:76ace2582668460a90af3114fd1592f9,scene-b13542304b244af585a646082c57a079-1,vehicle.car,32,1,96.875,100.0,3.125,71.875,100.0,28.125
TruckScenes,paired,0,50-100,100-150,scene-b13542304b244af585a646082c57a079-1:829c51111a084008aea01c3f73939d54,scene-b13542304b244af585a646082c57a079-1,vehicle.car,22,2,100.0,50.0,-50.0,68.18181818181817,0.0,-68.18181818181817
TruckScenes,paired,0,50-100,100-150,scene-b13542304b244af585a646082c57a079-1:97a66ec6b9144addbceae629e54b430a,scene-b13542304b244af585a646082c57a079-1,vehicle.car,33,1,100.0,100.0,0.0,81.81818181818183,0.0,-81.81818181818183
TruckScenes,paired,0,50-100,100-150,scene-b13542304b244af585a646082c57a079-1:a38694502a344eb183457960ac95eff2,scene-b13542304b244af585a646082c57a079-1,vehicle.car,34,2,100.0,100.0,0.0,88.23529411764706,100.0,11.764705882352944
TruckScenes,paired,0,50-100,100-150,scene-b13542304b244af585a646082c57a079-1:a63b02a289854714bd31cd9f12bbd540,scene-b13542304b244af585a646082c57a079-1,vehicle.car,11,2,100.0,100.0,0.0,54.54545454545454,50.0,-4.545454545454541
TruckScenes,paired,0,50-100,100-150,scene-b13542304b244af585a646082c57a079-1:bba533f262894f33bc19acecb5216854,scene-b13542304b244af585a646082c57a079-1,vehicle.car,7,4,100.0,100.0,0.0,71.42857142857143,25.0,-46.42857142857143
TruckScenes,paired,0,50-100,100-150,scene-b13542304b244af585a646082c57a079-1:da4b39dc32894913b2817ceec48454b6,scene-b13542304b244af585a646082c57a079-1,vehicle.car,3,3,100.0,100.0,0.0,100.0,33.33333333333333,-66.66666666666667
TruckScenes,paired,0,50-100,100-150,scene-b13542304b244af585a646082c57a079-1:fbb66f8c61794aefb0cc77d5adba2552,scene-b13542304b244af585a646082c57a079-1,vehicle.truck,18,8,100.0,100.0,0.0,100.0,37.5,-62.5
TruckScenes,paired,0,50-100,100-150,scene-b201f6e737e34c2d87830fc1e2911516-6:056103356e1a45959af65aaa85ac3da0,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,7,1,100.0,100.0,0.0,42.857142857142854,0.0,-42.857142857142854
TruckScenes,paired,0,50-100,100-150,scene-b201f6e737e34c2d87830fc1e2911516-6:0da98c916cf84789b9b8cd33eb197d26,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,4,2,100.0,50.0,-50.0,25.0,0.0,-25.0
TruckScenes,paired,0,50-100,100-150,scene-b201f6e737e34c2d87830fc1e2911516-6:0f899343365e4064b43fe3972ea21af1,scene-b201f6e737e34c2d87830fc1e2911516-6,static_object.traffic_sign,15,11,100.0,100.0,0.0,0.0,0.0,0.0
TruckScenes,paired,0,50-100,100-150,scene-b201f6e737e34c2d87830fc1e2911516-6:1224f7a1115b4dbaa98e80f9141972dd,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,21,4,100.0,100.0,0.0,47.61904761904761,25.0,-22.619047619047617
TruckScenes,paired,0,50-100,100-150,scene-b201f6e737e34c2d87830fc1e2911516-6:18855dbcb33649bea8971e6677ec5e7c,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,5,4,100.0,100.0,0.0,20.0,0.0,-20.0
TruckScenes,paired,0,50-100,100-150,scene-b201f6e737e34c2d87830fc1e2911516-6:209ef3d11c35416bb07d8d54821db3de,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,17,22,100.0,100.0,0.0,23.52941176470588,18.181818181818183,-5.3475935828877
TruckScenes,paired,0,50-100,100-150,scene-b201f6e737e34c2d87830fc1e2911516-6:25d1f210b6d64957baf0cc884691c732,scene-b201f6e737e34c2d87830fc1e2911516-6,static_object.traffic_sign,17,7,100.0,100.0,0.0,94.11764705882352,100.0,5.882352941176472
TruckScenes,paired,0,50-100,100-150,scene-b201f6e737e34c2d87830fc1e2911516-6:2804c33d7da34221afeee9f1d6f72a1c,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.truck,5,4,100.0,100.0,0.0,100.0,75.0,-25.0
TruckScenes,paired,0,50-100,100-150,scene-b201f6e737e34c2d87830fc1e2911516-6:2efd73b530b9472a9728bb6070df0b15,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,7,13,100.0,84.61538461538461,-15.384615384615385,28.57142857142857,7.6923076923076925,-20.879120879120876
TruckScenes,paired,0,50-100,100-150,scene-b201f6e737e34c2d87830fc1e2911516-6:3072746101794e748a08eeab5afa2179,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.truck,8,6,100.0,100.0,0.0,87.5,100.0,12.5
TruckScenes,paired,0,50-100,100-150,scene-b201f6e737e34c2d87830fc1e2911516-6:32733368b2654bd3816d201b4a39fab6,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,28,3,100.0,100.0,0.0,82.14285714285714,66.66666666666666,-15.476190476190476
TruckScenes,paired,0,50-100,100-150,scene-b201f6e737e34c2d87830fc1e2911516-6:3290adc624bb407fbf94fa15428e7707,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,2,28,100.0,100.0,0.0,0.0,17.857142857142858,17.857142857142858
TruckScenes,paired,0,50-100,100-150,scene-b201f6e737e34c2d87830fc1e2911516-6:33648aedba8b46d1853f6c7dee2b5235,scene-b201f6e737e34c2d87830fc1e2911516-6,vehicle.car,19,20,100.0,100.0,0.0,42.10526315789473,60.0,17.894736842105264
