sample_token,channel,sample_data_token,calibration_token,acquisition_pose_token,reference_pose_token,sensor_offset_ms
b18f83cbe8b44e8c80dcac5b4bdf1de5,LIDAR_TOP_LEFT,fb6dcf3fbe4245e99fb8d40cabebc49e,373fca46a765439794d1ecbb5839a161,1a008434dd2a41dcada2db2d276fdef5,9bc7c9479bcc413184e5070aa9157211,-21.602
b18f83cbe8b44e8c80dcac5b4bdf1de5,LIDAR_TOP_RIGHT,df1c7754c3f746cc92e8e7cb69e2ca1f,f8849496a35c4af599b8e598afda166d,2eb74203571842e7a5100a5ff8be467a,9bc7c9479bcc413184e5070aa9157211,28.174
b18f83cbe8b44e8c80dcac5b4bdf1de5,RADAR_LEFT_BACK,839cb51158004d598ffd87bdbb332a21,326989c743c948bf86229f525d0deb2d,9bc7c9479bcc413184e5070aa9157211,9bc7c9479bcc413184e5070aa9157211,4.546
b18f83cbe8b44e8c80dcac5b4bdf1de5,RADAR_LEFT_FRONT,0685542bd9fc4ae1b64aae22db9bba8c,5e6c5afaa842478db6066e9de8dec1ef,f362b69b4f42460e8bbb94b5af9f477c,9bc7c9479bcc413184e5070aa9157211,-44.28
b18f83cbe8b44e8c80dcac5b4bdf1de5,RADAR_LEFT_SIDE,1b44368d65d5490bbfce9ec1d4f465bd,cbecfab3ced24bbeab0a1b1bdd4375a8,9bc7c9479bcc413184e5070aa9157211,9bc7c9479bcc413184e5070aa9157211,5.749
b18f83cbe8b44e8c80dcac5b4bdf1de5,RADAR_RIGHT_BACK,89bad0dfe2664816b3253bbae720c20d,f2c73d43e0994ee8a16f930860856c0e,9bc7c9479bcc413184e5070aa9157211,9bc7c9479bcc413184e5070aa9157211,4.756
b18f83cbe8b44e8c80dcac5b4bdf1de5,RADAR_RIGHT_FRONT,92f8f4fd2c7549ada36d273f51df2657,3126c35b164c459d85e0a0555ccba628,9bc7c9479bcc413184e5070aa9157211,9bc7c9479bcc413184e5070aa9157211,4.669
b18f83cbe8b44e8c80dcac5b4bdf1de5,RADAR_RIGHT_SIDE,a813536189ac4eb4a2f149a67bc0bac1,8bef64c60da74778a5b9ef975c97edb7,9bc7c9479bcc413184e5070aa9157211,9bc7c9479bcc413184e5070aa9157211,4.575
db8f3abb2d1440889ce9d8a759ce855e,LIDAR_LEFT,4f0468059e1843b186fc24c42da8572e,2e6c7b7b7ceb4f69be01f9006cedf58f,d162326663e446d99a5c7680130c580b,6dcecc7402714f71a110c521c90892dd,-10.64
db8f3abb2d1440889ce9d8a759ce855e,LIDAR_REAR,999484e671364de7872838208e203e20,7198b581279c431bad450deaf7669f87,7c4aa8f6d55645358a85efcb44990703,6dcecc7402714f71a110c521c90892dd,-47.269
db8f3abb2d1440889ce9d8a759ce855e,LIDAR_RIGHT,a19abfa590fd4f5099974714a5a61303,aefabf5dd96744beb296b9881d60ff8b,322b67d7e2be4afc91a99d56de138765,6dcecc7402714f71a110c521c90892dd,14.245
db8f3abb2d1440889ce9d8a759ce855e,LIDAR_TOP_FRONT,ccf38c86eb094bd0b975c5995ecc6651,f994daad50a14ac49f1468d66eb8db62,6dcecc7402714f71a110c521c90892dd,6dcecc7402714f71a110c521c90892dd,3.194
db8f3abb2d1440889ce9d8a759ce855e,LIDAR_TOP_LEFT,bebd7bde8cd8459f95686d9c4b1ef15a,373fca46a765439794d1ecbb5839a161,725514c5e442411a98c060f8c43c12de,6dcecc7402714f71a110c521c90892dd,-21.398
db8f3abb2d1440889ce9d8a759ce855e,LIDAR_TOP_RIGHT,9ea5be24f88b4a51af2c7c7a13fd369c,f8849496a35c4af599b8e598afda166d,d81e46d7a5c04fd69f5550ce1501301a,6dcecc7402714f71a110c521c90892dd,28.535
db8f3abb2d1440889ce9d8a759ce855e,RADAR_LEFT_BACK,09337010f11d4353a7b13f7aa8eb358e,326989c743c948bf86229f525d0deb2d,7c4aa8f6d55645358a85efcb44990703,6dcecc7402714f71a110c521c90892dd,-45.5
db8f3abb2d1440889ce9d8a759ce855e,RADAR_LEFT_FRONT,e7e890e05c1a4c3ead78628f49b4ca54,5e6c5afaa842478db6066e9de8dec1ef,6dcecc7402714f71a110c521c90892dd,6dcecc7402714f71a110c521c90892dd,4.235
db8f3abb2d1440889ce9d8a759ce855e,RADAR_LEFT_SIDE,4075551d1dfa45168c0dc09b119ba255,cbecfab3ced24bbeab0a1b1bdd4375a8,6dcecc7402714f71a110c521c90892dd,6dcecc7402714f71a110c521c90892dd,7.097
db8f3abb2d1440889ce9d8a759ce855e,RADAR_RIGHT_BACK,9d9c38e7149b4e8d97a6715dd06ab2b0,f2c73d43e0994ee8a16f930860856c0e,6dcecc7402714f71a110c521c90892dd,6dcecc7402714f71a110c521c90892dd,5.701
db8f3abb2d1440889ce9d8a759ce855e,RADAR_RIGHT_FRONT,fb6487d8d5f94b34a81309433f2ee899,3126c35b164c459d85e0a0555ccba628,6dcecc7402714f71a110c521c90892dd,6dcecc7402714f71a110c521c90892dd,5.587
db8f3abb2d1440889ce9d8a759ce855e,RADAR_RIGHT_SIDE,c2f9da2bb8fe4d048ccf2b7d36541164,8bef64c60da74778a5b9ef975c97edb7,6dcecc7402714f71a110c521c90892dd,6dcecc7402714f71a110c521c90892dd,5.63
9b3984d9e3094104a34f06910c521a08,LIDAR_LEFT,231c12d1b0584fc0bdc05dd888612909,2e6c7b7b7ceb4f69be01f9006cedf58f,b162f17fe4fc4067a1f364a28fb5577a,0c9a394389e74a6ba523b468483e6597,-10.659
9b3984d9e3094104a34f06910c521a08,LIDAR_REAR,c354ad30a72342028abd829b9ef66b03,7198b581279c431bad450deaf7669f87,ac534dc0551e4cbd9554d001e48bb810,0c9a394389e74a6ba523b468483e6597,-47.631
9b3984d9e3094104a34f06910c521a08,LIDAR_RIGHT,ffbb8f165160480dafcbc8b9906b5c9c,aefabf5dd96744beb296b9881d60ff8b,ca0ad81e3f1e4238b4ed876999ccae4e,0c9a394389e74a6ba523b468483e6597,14.23
9b3984d9e3094104a34f06910c521a08,LIDAR_TOP_FRONT,5c56faf19c294f8f82d9f8b2f7d5f893,f994daad50a14ac49f1468d66eb8db62,0c9a394389e74a6ba523b468483e6597,0c9a394389e74a6ba523b468483e6597,3.349
9b3984d9e3094104a34f06910c521a08,LIDAR_TOP_LEFT,53471ca98af747949d5a0567f4dd195e,373fca46a765439794d1ecbb5839a161,230c56aceae241e79c0deb356b23b7f7,0c9a394389e74a6ba523b468483e6597,-21.722
9b3984d9e3094104a34f06910c521a08,LIDAR_TOP_RIGHT,28edbd9993ed40aab6aac3b1b7a4674a,f8849496a35c4af599b8e598afda166d,c9ea5f9312f14a9492ef85ee53c812e2,0c9a394389e74a6ba523b468483e6597,28.196
9b3984d9e3094104a34f06910c521a08,RADAR_LEFT_BACK,b635d48b2e184316bab1eb42221d571c,326989c743c948bf86229f525d0deb2d,ca0ad81e3f1e4238b4ed876999ccae4e,0c9a394389e74a6ba523b468483e6597,8.072
9b3984d9e3094104a34f06910c521a08,RADAR_LEFT_FRONT,d7484a5b2d284fd0b8fe027e720a46a9,5e6c5afaa842478db6066e9de8dec1ef,0c9a394389e74a6ba523b468483e6597,0c9a394389e74a6ba523b468483e6597,5.911
9b3984d9e3094104a34f06910c521a08,RADAR_LEFT_SIDE,839ab81f0b9d4a99a327d87b00faa107,cbecfab3ced24bbeab0a1b1bdd4375a8,0c9a394389e74a6ba523b468483e6597,0c9a394389e74a6ba523b468483e6597,4.772
9b3984d9e3094104a34f06910c521a08,RADAR_RIGHT_BACK,55bb9879829045a2ac8acaa4f52d5643,f2c73d43e0994ee8a16f930860856c0e,ca0ad81e3f1e4238b4ed876999ccae4e,0c9a394389e74a6ba523b468483e6597,8.067
9b3984d9e3094104a34f06910c521a08,RADAR_RIGHT_FRONT,d3c7bfde4be34c019862e7db234b7e1d,3126c35b164c459d85e0a0555ccba628,ca0ad81e3f1e4238b4ed876999ccae4e,0c9a394389e74a6ba523b468483e6597,8.096
9b3984d9e3094104a34f06910c521a08,RADAR_RIGHT_SIDE,563a3ed1818c42618c98af2075608658,8bef64c60da74778a5b9ef975c97edb7,ca0ad81e3f1e4238b4ed876999ccae4e,0c9a394389e74a6ba523b468483e6597,8.057
930001ae599e48d6aabc373742c462a5,LIDAR_LEFT,2ec65cb0735e41e391b212850185b6a1,2e6c7b7b7ceb4f69be01f9006cedf58f,60948c8705bb41cea4360989fa4c446f,9db99eab9d72407e8075a7e1ec750511,-10.655
930001ae599e48d6aabc373742c462a5,LIDAR_REAR,a66629a7c2a94f03ab9c9d37a5894b42,7198b581279c431bad450deaf7669f87,2190d7f886c04ef6b6ee00ec56fb9957,9db99eab9d72407e8075a7e1ec750511,-48.214
930001ae599e48d6aabc373742c462a5,LIDAR_RIGHT,eb1c28f55525405e88f5d15d86375cd5,aefabf5dd96744beb296b9881d60ff8b,359923d0dc0b426d9a1b888db205d9b6,9db99eab9d72407e8075a7e1ec750511,14.32
930001ae599e48d6aabc373742c462a5,LIDAR_TOP_FRONT,2683f82ad5944fc8bd30f40b853a9eff,f994daad50a14ac49f1468d66eb8db62,9db99eab9d72407e8075a7e1ec750511,9db99eab9d72407e8075a7e1ec750511,2.742
930001ae599e48d6aabc373742c462a5,LIDAR_TOP_LEFT,ec46ca5e87654026a50bdbf0fff7650b,373fca46a765439794d1ecbb5839a161,a0b5541ee5b3420db4be3138c84b8ddc,9db99eab9d72407e8075a7e1ec750511,-22.466
930001ae599e48d6aabc373742c462a5,LIDAR_TOP_RIGHT,119b486d890243d88a6c5e7dd4fb9da0,f8849496a35c4af599b8e598afda166d,92f43201f9ff4e158522ff7e60c22908,9db99eab9d72407e8075a7e1ec750511,27.673
930001ae599e48d6aabc373742c462a5,RADAR_LEFT_BACK,b638031635cd41dab8d45ffdeb502e95,326989c743c948bf86229f525d0deb2d,9db99eab9d72407e8075a7e1ec750511,9db99eab9d72407e8075a7e1ec750511,3.809
930001ae599e48d6aabc373742c462a5,RADAR_LEFT_FRONT,d7970a03068d4832a7c6ee8340650a40,5e6c5afaa842478db6066e9de8dec1ef,9db99eab9d72407e8075a7e1ec750511,9db99eab9d72407e8075a7e1ec750511,6.536
930001ae599e48d6aabc373742c462a5,RADAR_LEFT_SIDE,99c558e54ddc4aec9df4427c4e9d64bc,cbecfab3ced24bbeab0a1b1bdd4375a8,9db99eab9d72407e8075a7e1ec750511,9db99eab9d72407e8075a7e1ec750511,4.908
930001ae599e48d6aabc373742c462a5,RADAR_RIGHT_BACK,369410782c1b45cc84c901efd620699e,f2c73d43e0994ee8a16f930860856c0e,9db99eab9d72407e8075a7e1ec750511,9db99eab9d72407e8075a7e1ec750511,3.924
930001ae599e48d6aabc373742c462a5,RADAR_RIGHT_FRONT,89dbeba2688f4b2ea95fe6fbad12bc44,3126c35b164c459d85e0a0555ccba628,9db99eab9d72407e8075a7e1ec750511,9db99eab9d72407e8075a7e1ec750511,3.895
930001ae599e48d6aabc373742c462a5,RADAR_RIGHT_SIDE,3af1285d94454a66b81c5f1ff15149d8,8bef64c60da74778a5b9ef975c97edb7,9db99eab9d72407e8075a7e1ec750511,9db99eab9d72407e8075a7e1ec750511,3.772
2e9658149ff64abe863691ca1ab21659,LIDAR_LEFT,4c7231049fa44de9a91397a8cfb4a13a,2e6c7b7b7ceb4f69be01f9006cedf58f,fce8576cb9224be5ba0339732c4b69e4,e229ef7487ac4a9db0612e2f38648d15,-10.647
2e9658149ff64abe863691ca1ab21659,LIDAR_REAR,dcfaf6b717a54f348b31342f0d6a322c,7198b581279c431bad450deaf7669f87,31ad7247f65a4a65a7d01a0a170a0bf6,e229ef7487ac4a9db0612e2f38648d15,-48.25
2e9658149ff64abe863691ca1ab21659,LIDAR_RIGHT,8bb55d8dce764fba8fc27500a0945aed,aefabf5dd96744beb296b9881d60ff8b,56949b2174944a0fa0290b069377661e,e229ef7487ac4a9db0612e2f38648d15,14.26
2e9658149ff64abe863691ca1ab21659,LIDAR_TOP_FRONT,6c5ade5271034009b2c75f460dbadaae,f994daad50a14ac49f1468d66eb8db62,e229ef7487ac4a9db0612e2f38648d15,e229ef7487ac4a9db0612e2f38648d15,2.581
2e9658149ff64abe863691ca1ab21659,LIDAR_TOP_LEFT,ee54a074e135440ab686f3d4109cd39c,373fca46a765439794d1ecbb5839a161,0d29139a343043a685dbe81a4d0fcd4c,e229ef7487ac4a9db0612e2f38648d15,-22.576
2e9658149ff64abe863691ca1ab21659,LIDAR_TOP_RIGHT,6b047434154c4255b768d9374ade5faf,f8849496a35c4af599b8e598afda166d,bcaaf8f993a04ae29efe16169290dd2d,e229ef7487ac4a9db0612e2f38648d15,27.543
2e9658149ff64abe863691ca1ab21659,RADAR_LEFT_BACK,f903d1f6ec7b4e76ae33eeb3282a4b3b,326989c743c948bf86229f525d0deb2d,e229ef7487ac4a9db0612e2f38648d15,e229ef7487ac4a9db0612e2f38648d15,5.792
2e9658149ff64abe863691ca1ab21659,RADAR_LEFT_FRONT,96748b34ee1c4f3f8da9779f183f0db6,5e6c5afaa842478db6066e9de8dec1ef,e229ef7487ac4a9db0612e2f38648d15,e229ef7487ac4a9db0612e2f38648d15,4.198
2e9658149ff64abe863691ca1ab21659,RADAR_LEFT_SIDE,94b858b539c04402826c5bf4fa9700dc,cbecfab3ced24bbeab0a1b1bdd4375a8,56949b2174944a0fa0290b069377661e,e229ef7487ac4a9db0612e2f38648d15,7.436
2e9658149ff64abe863691ca1ab21659,RADAR_RIGHT_BACK,381503677b6e47a6921b2a785315851b,f2c73d43e0994ee8a16f930860856c0e,e229ef7487ac4a9db0612e2f38648d15,e229ef7487ac4a9db0612e2f38648d15,5.767
2e9658149ff64abe863691ca1ab21659,RADAR_RIGHT_FRONT,aefd7fbf813145a68b5cca3638bf01c6,3126c35b164c459d85e0a0555ccba628,e229ef7487ac4a9db0612e2f38648d15,e229ef7487ac4a9db0612e2f38648d15,5.997
2e9658149ff64abe863691ca1ab21659,RADAR_RIGHT_SIDE,07037277f09c416a89497ba393f83214,8bef64c60da74778a5b9ef975c97edb7,e229ef7487ac4a9db0612e2f38648d15,e229ef7487ac4a9db0612e2f38648d15,5.764
25d2fdbc5fab4e93b80c4064eb60fa38,LIDAR_LEFT,398c9a988fb341a6bc43f8854d3ba3c8,2e6c7b7b7ceb4f69be01f9006cedf58f,1760b3dbcebb47369b4a6ee28f290efb,7c5d40f39c974f5c8ebceedc095fa8d8,-10.647
25d2fdbc5fab4e93b80c4064eb60fa38,LIDAR_REAR,d1dc9cec1b644d118df87a36617041a7,7198b581279c431bad450deaf7669f87,9b173c6a29664c0ea16bbc31ab892679,7c5d40f39c974f5c8ebceedc095fa8d8,-48.295
25d2fdbc5fab4e93b80c4064eb60fa38,LIDAR_RIGHT,6c7e5531fdee4c67be015f5d0bf03215,aefabf5dd96744beb296b9881d60ff8b,8457f6b288cb40daa805ed2126b66f30,7c5d40f39c974f5c8ebceedc095fa8d8,14.254
25d2fdbc5fab4e93b80c4064eb60fa38,LIDAR_TOP_FRONT,d6f4a03a20634769b06a25062f2f7cd3,f994daad50a14ac49f1468d66eb8db62,7c5d40f39c974f5c8ebceedc095fa8d8,7c5d40f39c974f5c8ebceedc095fa8d8,2.617
25d2fdbc5fab4e93b80c4064eb60fa38,LIDAR_TOP_LEFT,20446b493e4844f58fae699096818042,373fca46a765439794d1ecbb5839a161,90780b441793404eab667b3001986d48,7c5d40f39c974f5c8ebceedc095fa8d8,-22.512
25d2fdbc5fab4e93b80c4064eb60fa38,LIDAR_TOP_RIGHT,62c3e8487ebb4ac1becff829d5258757,f8849496a35c4af599b8e598afda166d,b761f350dcad41e794ee2393ea9f46e2,7c5d40f39c974f5c8ebceedc095fa8d8,27.449
25d2fdbc5fab4e93b80c4064eb60fa38,RADAR_LEFT_BACK,1ce771f77bca40efbd6be5c44d423695,326989c743c948bf86229f525d0deb2d,9b173c6a29664c0ea16bbc31ab892679,7c5d40f39c974f5c8ebceedc095fa8d8,-44.384
25d2fdbc5fab4e93b80c4064eb60fa38,RADAR_LEFT_FRONT,17dc01a4b57a45e8b32a41ce0430f9f9,5e6c5afaa842478db6066e9de8dec1ef,7c5d40f39c974f5c8ebceedc095fa8d8,7c5d40f39c974f5c8ebceedc095fa8d8,4.644
25d2fdbc5fab4e93b80c4064eb60fa38,RADAR_LEFT_SIDE,dc213334a3b046a9a90eff30af99ace1,cbecfab3ced24bbeab0a1b1bdd4375a8,7c5d40f39c974f5c8ebceedc095fa8d8,7c5d40f39c974f5c8ebceedc095fa8d8,3.675
25d2fdbc5fab4e93b80c4064eb60fa38,RADAR_RIGHT_BACK,8a2b13f2889c400aadce9ffa01b22c42,f2c73d43e0994ee8a16f930860856c0e,8457f6b288cb40daa805ed2126b66f30,7c5d40f39c974f5c8ebceedc095fa8d8,7.28
25d2fdbc5fab4e93b80c4064eb60fa38,RADAR_RIGHT_FRONT,5dff94118a7d4025b285a5520d3e3f71,3126c35b164c459d85e0a0555ccba628,7c5d40f39c974f5c8ebceedc095fa8d8,7c5d40f39c974f5c8ebceedc095fa8d8,7.211
25d2fdbc5fab4e93b80c4064eb60fa38,RADAR_RIGHT_SIDE,73a4e0b82ed2411ebf2d53e6c980369a,8bef64c60da74778a5b9ef975c97edb7,7c5d40f39c974f5c8ebceedc095fa8d8,7c5d40f39c974f5c8ebceedc095fa8d8,7.09
a3c36b28774345169f106bf634cbe1ae,LIDAR_LEFT,f39c30e651a24875b874555c3f9bb213,2e6c7b7b7ceb4f69be01f9006cedf58f,a2562a2ced88431d9135535d7cef95a6,d5c96c8733f8413a9f575ded8abca489,-10.643
a3c36b28774345169f106bf634cbe1ae,LIDAR_REAR,6734dfc3b33e4e3bac306d3dbf9e47d1,7198b581279c431bad450deaf7669f87,c46576c3f1d94aed81f0ca9444f04be6,d5c96c8733f8413a9f575ded8abca489,-48.19
a3c36b28774345169f106bf634cbe1ae,LIDAR_RIGHT,41345a7e8f294d65a86735f769b01574,aefabf5dd96744beb296b9881d60ff8b,e37a3a329cfc4669aa4d28e4a64596ad,d5c96c8733f8413a9f575ded8abca489,14.305
a3c36b28774345169f106bf634cbe1ae,LIDAR_TOP_FRONT,fcf75843b04c42629124c08ed77eccab,f994daad50a14ac49f1468d66eb8db62,d5c96c8733f8413a9f575ded8abca489,d5c96c8733f8413a9f575ded8abca489,2.958
a3c36b28774345169f106bf634cbe1ae,LIDAR_TOP_LEFT,eb3d69feefe347e99d215092f07bd558,373fca46a765439794d1ecbb5839a161,f53ea258718546279236f4e999458bb1,d5c96c8733f8413a9f575ded8abca489,-21.837
a3c36b28774345169f106bf634cbe1ae,LIDAR_TOP_RIGHT,6c0e00bb45324abda3505ab7350ea13d,f8849496a35c4af599b8e598afda166d,c374d8ef96c443a3ab909b587b3346eb,d5c96c8733f8413a9f575ded8abca489,27.903
a3c36b28774345169f106bf634cbe1ae,RADAR_LEFT_BACK,6b7db2dc1d2f4a3ba3236ddc60a33d26,326989c743c948bf86229f525d0deb2d,d5c96c8733f8413a9f575ded8abca489,d5c96c8733f8413a9f575ded8abca489,5.941
a3c36b28774345169f106bf634cbe1ae,RADAR_LEFT_FRONT,941e40539ffa4da6b460968851e3bc6f,5e6c5afaa842478db6066e9de8dec1ef,d5c96c8733f8413a9f575ded8abca489,d5c96c8733f8413a9f575ded8abca489,3.986
a3c36b28774345169f106bf634cbe1ae,RADAR_LEFT_SIDE,3eff89721c4a4ad29cbfa44ceb87a5a6,cbecfab3ced24bbeab0a1b1bdd4375a8,d5c96c8733f8413a9f575ded8abca489,d5c96c8733f8413a9f575ded8abca489,7.588
a3c36b28774345169f106bf634cbe1ae,RADAR_RIGHT_BACK,0c514857091445308af579d95b3eb3b9,f2c73d43e0994ee8a16f930860856c0e,d5c96c8733f8413a9f575ded8abca489,d5c96c8733f8413a9f575ded8abca489,5.989
a3c36b28774345169f106bf634cbe1ae,RADAR_RIGHT_FRONT,0c66ebab779c4adc88b1c1326feff045,3126c35b164c459d85e0a0555ccba628,d5c96c8733f8413a9f575ded8abca489,d5c96c8733f8413a9f575ded8abca489,5.977
a3c36b28774345169f106bf634cbe1ae,RADAR_RIGHT_SIDE,fe09204b7ef64689b3b47006f443244f,8bef64c60da74778a5b9ef975c97edb7,d5c96c8733f8413a9f575ded8abca489,d5c96c8733f8413a9f575ded8abca489,5.923
500f2b2e4f264f54913ffef41af3e3f3,LIDAR_LEFT,fa1a3697ebaa4628b62afebb11cf3468,2e6c7b7b7ceb4f69be01f9006cedf58f,7493f3efb2eb427c9ee737dfc4feebbf,add1c46a821e458ebeb7b4e812ee3a62,-10.64
500f2b2e4f264f54913ffef41af3e3f3,LIDAR_REAR,a36f071f37e746448268651abe837499,7198b581279c431bad450deaf7669f87,c202364624674598a8d8fae0a7dfeaa6,add1c46a821e458ebeb7b4e812ee3a62,-48.015
500f2b2e4f264f54913ffef41af3e3f3,LIDAR_RIGHT,4ffcdb9a602f435caff559074e0f3fca,aefabf5dd96744beb296b9881d60ff8b,527a5e9c68134d9d82bd39d37aa1ca0e,add1c46a821e458ebeb7b4e812ee3a62,14.738
500f2b2e4f264f54913ffef41af3e3f3,LIDAR_TOP_FRONT,0ceb6a50bd68401ea8418fbf156ee07b,f994daad50a14ac49f1468d66eb8db62,add1c46a821e458ebeb7b4e812ee3a62,add1c46a821e458ebeb7b4e812ee3a62,3.034
500f2b2e4f264f54913ffef41af3e3f3,LIDAR_TOP_LEFT,d8766eedfa384930b90db37b38aab6ab,373fca46a765439794d1ecbb5839a161,7107def5de5a475ca3416abf7b2c923e,add1c46a821e458ebeb7b4e812ee3a62,-21.606
500f2b2e4f264f54913ffef41af3e3f3,LIDAR_TOP_RIGHT,d98d079be2f54fb09db4ac233a30986b,f8849496a35c4af599b8e598afda166d,73663298467f473fb574e1b00dce6776,add1c46a821e458ebeb7b4e812ee3a62,28.145
500f2b2e4f264f54913ffef41af3e3f3,RADAR_LEFT_BACK,009a87f4f00f4c7491a4faab1fb3f950,326989c743c948bf86229f525d0deb2d,add1c46a821e458ebeb7b4e812ee3a62,add1c46a821e458ebeb7b4e812ee3a62,7.58
500f2b2e4f264f54913ffef41af3e3f3,RADAR_LEFT_FRONT,67a9fd8b4efe4596a94057660f8c2515,5e6c5afaa842478db6066e9de8dec1ef,add1c46a821e458ebeb7b4e812ee3a62,add1c46a821e458ebeb7b4e812ee3a62,6.228
500f2b2e4f264f54913ffef41af3e3f3,RADAR_LEFT_SIDE,9b817f85314b4e398cae936f4801cca0,cbecfab3ced24bbeab0a1b1bdd4375a8,add1c46a821e458ebeb7b4e812ee3a62,add1c46a821e458ebeb7b4e812ee3a62,4.888
500f2b2e4f264f54913ffef41af3e3f3,RADAR_RIGHT_BACK,f2330e8a8b774b9c91cc8569a7ebcf1f,f2c73d43e0994ee8a16f930860856c0e,add1c46a821e458ebeb7b4e812ee3a62,add1c46a821e458ebeb7b4e812ee3a62,7.65
500f2b2e4f264f54913ffef41af3e3f3,RADAR_RIGHT_FRONT,e1f251dac1d949b88fddecdfc6db3c28,3126c35b164c459d85e0a0555ccba628,add1c46a821e458ebeb7b4e812ee3a62,add1c46a821e458ebeb7b4e812ee3a62,7.6
500f2b2e4f264f54913ffef41af3e3f3,RADAR_RIGHT_SIDE,09f51d926c7742669d934f606338f341,8bef64c60da74778a5b9ef975c97edb7,add1c46a821e458ebeb7b4e812ee3a62,add1c46a821e458ebeb7b4e812ee3a62,7.525
65f73fc2d0c343fc8e5018c4f42219c6,LIDAR_LEFT,1bef90b4c1734d4886845f8668d9c4e8,2e6c7b7b7ceb4f69be01f9006cedf58f,9f7d17d51d8141ac974e9064d7e22422,39bb7093d23f4e10a18493cd4b7a99c6,-10.637
65f73fc2d0c343fc8e5018c4f42219c6,LIDAR_REAR,e8d574d10c7044859b0d17c987e713bc,7198b581279c431bad450deaf7669f87,7a76bbf13dce4bea97d5aecfd57a7736,39bb7093d23f4e10a18493cd4b7a99c6,-47.556
65f73fc2d0c343fc8e5018c4f42219c6,LIDAR_RIGHT,c134703079d9496e9ac59676baf271cc,aefabf5dd96744beb296b9881d60ff8b,f0073fd1ab7b45f1bd1fc4df13032488,39bb7093d23f4e10a18493cd4b7a99c6,15.252
65f73fc2d0c343fc8e5018c4f42219c6,LIDAR_TOP_FRONT,835835c820414e1f835d6e158d6870ba,f994daad50a14ac49f1468d66eb8db62,39bb7093d23f4e10a18493cd4b7a99c6,39bb7093d23f4e10a18493cd4b7a99c6,3.595
65f73fc2d0c343fc8e5018c4f42219c6,LIDAR_TOP_LEFT,c1d4a9b6ca764a56993aa8aa8f13aff9,373fca46a765439794d1ecbb5839a161,f9f4bda8b44f4adaac7fc294935b9c34,39bb7093d23f4e10a18493cd4b7a99c6,-21.43
65f73fc2d0c343fc8e5018c4f42219c6,LIDAR_TOP_RIGHT,741dbaa6963d40cda467f24a95725d59,f8849496a35c4af599b8e598afda166d,dd8b22b8fc8e40ee9abef44976a81db9,39bb7093d23f4e10a18493cd4b7a99c6,28.385
65f73fc2d0c343fc8e5018c4f42219c6,RADAR_LEFT_BACK,bf620d471c7446b3aa6368a84c702a8b,326989c743c948bf86229f525d0deb2d,39bb7093d23f4e10a18493cd4b7a99c6,39bb7093d23f4e10a18493cd4b7a99c6,4.246
65f73fc2d0c343fc8e5018c4f42219c6,RADAR_LEFT_FRONT,4e5a2e9e8bc145c6a85b3f5fa1072bce,5e6c5afaa842478db6066e9de8dec1ef,7a76bbf13dce4bea97d5aecfd57a7736,39bb7093d23f4e10a18493cd4b7a99c6,-43.591
65f73fc2d0c343fc8e5018c4f42219c6,RADAR_LEFT_SIDE,ebbb1330978a42258db6475e22a86575,cbecfab3ced24bbeab0a1b1bdd4375a8,39bb7093d23f4e10a18493cd4b7a99c6,39bb7093d23f4e10a18493cd4b7a99c6,6.469
65f73fc2d0c343fc8e5018c4f42219c6,RADAR_RIGHT_BACK,129ffc485d0143bb96c14c0664cbbfbe,f2c73d43e0994ee8a16f930860856c0e,39bb7093d23f4e10a18493cd4b7a99c6,39bb7093d23f4e10a18493cd4b7a99c6,4.393
65f73fc2d0c343fc8e5018c4f42219c6,RADAR_RIGHT_FRONT,e330429b978d45c9b99e64a929169705,3126c35b164c459d85e0a0555ccba628,39bb7093d23f4e10a18493cd4b7a99c6,39bb7093d23f4e10a18493cd4b7a99c6,4.296
65f73fc2d0c343fc8e5018c4f42219c6,RADAR_RIGHT_SIDE,cf848dff5e284d62b5b176aebae7107a,8bef64c60da74778a5b9ef975c97edb7,39bb7093d23f4e10a18493cd4b7a99c6,39bb7093d23f4e10a18493cd4b7a99c6,4.255
6f61d7af183f4094919330d51465c1aa,LIDAR_LEFT,6d71cb6be9bc4de2b18e4adb295fdd5e,2e6c7b7b7ceb4f69be01f9006cedf58f,cc68909154934bd58af32818a951057e,9bd1712ca7df445dbcd269ba4e147e82,-10.66
6f61d7af183f4094919330d51465c1aa,LIDAR_REAR,3669ebd70bfc450dba4edd3b60ab3f44,7198b581279c431bad450deaf7669f87,a7256b6a6181419ebc84d8576875ff7b,9bd1712ca7df445dbcd269ba4e147e82,-47.505
6f61d7af183f4094919330d51465c1aa,LIDAR_RIGHT,f83ad97790af4a689b5f36d7412203c3,aefabf5dd96744beb296b9881d60ff8b,41d925e861854cf9996eb529d51a34df,9bd1712ca7df445dbcd269ba4e147e82,15.02
6f61d7af183f4094919330d51465c1aa,LIDAR_TOP_FRONT,9f5a2e1028a84627b5fdbcb0eb35483d,f994daad50a14ac49f1468d66eb8db62,9bd1712ca7df445dbcd269ba4e147e82,9bd1712ca7df445dbcd269ba4e147e82,3.684
6f61d7af183f4094919330d51465c1aa,LIDAR_TOP_LEFT,e79e2610533444a9a17ca4b6b26be052,373fca46a765439794d1ecbb5839a161,4d7d72d230f5469199a2ea6281b56777,9bd1712ca7df445dbcd269ba4e147e82,-21.567
