sample_token,annotation_token,instance_token,scene,category,range_m,band_m,margin_m,lidar_points,radar_points,publisher_lidar_points,publisher_radar_points
c483d412789d4b13991fc1f36cdd06a8,d344e7b44584424bbc8bbe29d78773bd,502d9aed8f01414aae78788cf94a264c,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,31.93662163446103,0-50,0.0,886,1,834,1
c483d412789d4b13991fc1f36cdd06a8,d344e7b44584424bbc8bbe29d78773bd,502d9aed8f01414aae78788cf94a264c,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,31.93662163446103,0-50,0.5,1155,5,834,1
c483d412789d4b13991fc1f36cdd06a8,a3c6c883979b48859d8b52b770317d53,544a17e777894229b79028135119eabe,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,169.63732223296353,150-400,0.0,0,0,1,0
c483d412789d4b13991fc1f36cdd06a8,a3c6c883979b48859d8b52b770317d53,544a17e777894229b79028135119eabe,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,169.63732223296353,150-400,0.5,1,0,1,0
c483d412789d4b13991fc1f36cdd06a8,d169977209314c918176947deafa6fc2,59bc407cd8414827a53c6b33be47db97,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,93.2526951656536,50-100,0.0,10,0,17,0
c483d412789d4b13991fc1f36cdd06a8,d169977209314c918176947deafa6fc2,59bc407cd8414827a53c6b33be47db97,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,93.2526951656536,50-100,0.5,19,0,17,0
c483d412789d4b13991fc1f36cdd06a8,4c5eb981a47848f691f68dac96ebd238,5a1cca6683734c6691ff06898a72f0d4,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,static_object.traffic_sign,97.58625178175829,50-100,0.0,32,0,29,0
c483d412789d4b13991fc1f36cdd06a8,4c5eb981a47848f691f68dac96ebd238,5a1cca6683734c6691ff06898a72f0d4,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,static_object.traffic_sign,97.58625178175829,50-100,0.5,36,0,29,0
c483d412789d4b13991fc1f36cdd06a8,5c4b26477dc44d5783959032109cc396,686bc56b54bd45ebb7db12b63a436e72,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,static_object.traffic_sign,38.6501212429534,0-50,0.0,112,0,87,0
c483d412789d4b13991fc1f36cdd06a8,5c4b26477dc44d5783959032109cc396,686bc56b54bd45ebb7db12b63a436e72,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,static_object.traffic_sign,38.6501212429534,0-50,0.5,139,2,87,0
c483d412789d4b13991fc1f36cdd06a8,6642d3a631ee415f9e83906132539f87,7caa096f86604e23bb690eb54dd47726,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,static_object.traffic_sign,44.51738865699011,0-50,0.0,41,0,37,0
c483d412789d4b13991fc1f36cdd06a8,6642d3a631ee415f9e83906132539f87,7caa096f86604e23bb690eb54dd47726,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,static_object.traffic_sign,44.51738865699011,0-50,0.5,91,1,37,0
c483d412789d4b13991fc1f36cdd06a8,46a24fc265ba4fb4aaef02ea50e71e1f,8c60fd4a61ef423dbb24bf7225f3dd07,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,36.008655700765125,0-50,0.0,1526,8,1376,8
c483d412789d4b13991fc1f36cdd06a8,46a24fc265ba4fb4aaef02ea50e71e1f,8c60fd4a61ef423dbb24bf7225f3dd07,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,36.008655700765125,0-50,0.5,1595,9,1376,8
c483d412789d4b13991fc1f36cdd06a8,5ee22d34cfee41bd84fc706796031229,9600f3e7295541fcaabb395035a58fe1,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,static_object.traffic_sign,35.89543116517386,0-50,0.0,61,0,61,0
c483d412789d4b13991fc1f36cdd06a8,5ee22d34cfee41bd84fc706796031229,9600f3e7295541fcaabb395035a58fe1,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,static_object.traffic_sign,35.89543116517386,0-50,0.5,100,1,61,0
c483d412789d4b13991fc1f36cdd06a8,b601dec7004543bcb727b39073e6121a,96adda5b2a174a5e953379695aa42bc1,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.truck,48.97749391440899,0-50,0.0,460,12,449,12
c483d412789d4b13991fc1f36cdd06a8,b601dec7004543bcb727b39073e6121a,96adda5b2a174a5e953379695aa42bc1,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.truck,48.97749391440899,0-50,0.5,526,14,449,12
c483d412789d4b13991fc1f36cdd06a8,f28cc2a246fb4c1f8af1ed0e8945444b,9b0957f2916f4761ae2ff4703bc9d5c0,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,116.89288390801099,100-150,0.0,2,1,5,1
c483d412789d4b13991fc1f36cdd06a8,f28cc2a246fb4c1f8af1ed0e8945444b,9b0957f2916f4761ae2ff4703bc9d5c0,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,116.89288390801099,100-150,0.5,4,1,5,1
c483d412789d4b13991fc1f36cdd06a8,98de12cc284246a9b3e8ee6e8e65e5e3,9eabb36899b84e02a9736129731a5e67,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,118.46037835037434,100-150,0.0,11,0,12,0
c483d412789d4b13991fc1f36cdd06a8,98de12cc284246a9b3e8ee6e8e65e5e3,9eabb36899b84e02a9736129731a5e67,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,118.46037835037434,100-150,0.5,14,0,12,0
c483d412789d4b13991fc1f36cdd06a8,3c0dc6db17654ca58123c5c9bc3f51de,b21f28fbb3e245fb8f7f500906cddccd,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,65.67976074394939,50-100,0.0,40,0,44,0
c483d412789d4b13991fc1f36cdd06a8,3c0dc6db17654ca58123c5c9bc3f51de,b21f28fbb3e245fb8f7f500906cddccd,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,65.67976074394939,50-100,0.5,49,0,44,0
c483d412789d4b13991fc1f36cdd06a8,9bb20f195906499c9054eb0f3646eacf,b819d8cbad1e424d94d4cb0ae7bfe1ef,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,static_object.traffic_sign,202.5188121393321,150-400,0.0,23,0,20,0
c483d412789d4b13991fc1f36cdd06a8,9bb20f195906499c9054eb0f3646eacf,b819d8cbad1e424d94d4cb0ae7bfe1ef,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,static_object.traffic_sign,202.5188121393321,150-400,0.5,23,0,20,0
c483d412789d4b13991fc1f36cdd06a8,74623dfddcce45408749404e81b3a179,b9d9e6edc914494fad10bab4318ad7c7,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.truck,63.62502774533683,50-100,0.0,234,11,223,11
c483d412789d4b13991fc1f36cdd06a8,74623dfddcce45408749404e81b3a179,b9d9e6edc914494fad10bab4318ad7c7,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.truck,63.62502774533683,50-100,0.5,237,12,223,11
c483d412789d4b13991fc1f36cdd06a8,14f4fda23392479c895f2d394e5f6041,bafa6e48bd6c45f79402eecea47509cb,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.trailer,43.818363790922064,0-50,0.0,1950,24,1839,24
c483d412789d4b13991fc1f36cdd06a8,14f4fda23392479c895f2d394e5f6041,bafa6e48bd6c45f79402eecea47509cb,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.trailer,43.818363790922064,0-50,0.5,2077,24,1839,24
c483d412789d4b13991fc1f36cdd06a8,104e675315ed434eaa0130a2b42aacdf,c3fe51e3af8641d5987f3c882add07bf,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,62.74149940299903,50-100,0.0,23,0,23,0
c483d412789d4b13991fc1f36cdd06a8,104e675315ed434eaa0130a2b42aacdf,c3fe51e3af8641d5987f3c882add07bf,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,62.74149940299903,50-100,0.5,23,1,23,0
c483d412789d4b13991fc1f36cdd06a8,c1c5a0b11dc7401ea578091280dfc7fa,c428a654de8040aaa4e49b677f4a99e2,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,99.77529485791274,50-100,0.0,4,0,10,0
c483d412789d4b13991fc1f36cdd06a8,c1c5a0b11dc7401ea578091280dfc7fa,c428a654de8040aaa4e49b677f4a99e2,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,99.77529485791274,50-100,0.5,7,0,10,0
c483d412789d4b13991fc1f36cdd06a8,3c12de999bca46a7a1ce613c3c5dd94f,c723bef74e4a4199b40d09dce31df5c5,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,17.432449895201998,0-50,0.0,647,0,612,0
c483d412789d4b13991fc1f36cdd06a8,3c12de999bca46a7a1ce613c3c5dd94f,c723bef74e4a4199b40d09dce31df5c5,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,17.432449895201998,0-50,0.5,722,0,612,0
c483d412789d4b13991fc1f36cdd06a8,6cec8e0d78ef4c59ad41cec5334c6b1d,cb18d0b2bb624229a0c6d98ac04d4ea0,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,166.7397203965525,150-400,0.0,6,0,6,0
c483d412789d4b13991fc1f36cdd06a8,6cec8e0d78ef4c59ad41cec5334c6b1d,cb18d0b2bb624229a0c6d98ac04d4ea0,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,166.7397203965525,150-400,0.5,6,0,6,0
c483d412789d4b13991fc1f36cdd06a8,6759ec1fece147ea80180ff0d9d6a097,cb766484417941669e81c22215ba56cd,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,static_object.traffic_sign,49.73203801858064,0-50,0.0,72,0,62,0
c483d412789d4b13991fc1f36cdd06a8,6759ec1fece147ea80180ff0d9d6a097,cb766484417941669e81c22215ba56cd,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,static_object.traffic_sign,49.73203801858064,0-50,0.5,109,1,62,0
c483d412789d4b13991fc1f36cdd06a8,291e2ec3f48c435b9a38785fb2df455c,d7adf867783948b493c5c163e3f896cc,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,static_object.traffic_sign,113.97737426365065,100-150,0.0,11,0,11,0
c483d412789d4b13991fc1f36cdd06a8,291e2ec3f48c435b9a38785fb2df455c,d7adf867783948b493c5c163e3f896cc,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,static_object.traffic_sign,113.97737426365065,100-150,0.5,18,0,11,0
c483d412789d4b13991fc1f36cdd06a8,ed5532a819ab49ef8e711a39b20f9488,db8e02767d8d4075882ab3f6c3b5fbf4,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,29.63405421440529,0-50,0.0,1192,8,1084,8
c483d412789d4b13991fc1f36cdd06a8,ed5532a819ab49ef8e711a39b20f9488,db8e02767d8d4075882ab3f6c3b5fbf4,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,29.63405421440529,0-50,0.5,1303,9,1084,8
c483d412789d4b13991fc1f36cdd06a8,71f0da4d27c04b6cbe612f3162ad26d6,f3f0af6d23ac4fb1ac2b6611f8e9dbce,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,127.4886504224728,100-150,0.0,34,0,42,0
c483d412789d4b13991fc1f36cdd06a8,71f0da4d27c04b6cbe612f3162ad26d6,f3f0af6d23ac4fb1ac2b6611f8e9dbce,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,127.4886504224728,100-150,0.5,58,1,42,0
c483d412789d4b13991fc1f36cdd06a8,6fd0b9b62afb48c8a667c9e51d40ac72,fe9b4917887f4dd1a175307ed323a420,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,static_object.traffic_sign,54.61462814925533,50-100,0.0,21,0,34,0
c483d412789d4b13991fc1f36cdd06a8,6fd0b9b62afb48c8a667c9e51d40ac72,fe9b4917887f4dd1a175307ed323a420,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,static_object.traffic_sign,54.61462814925533,50-100,0.5,51,0,34,0
e12831dd0e5040abaced46ee13f3c414,74cffb871da4426dae35f4fe7044d6bd,118b3f5ad6ae474a9df1cf94d1443546,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,115.83110851174604,100-150,0.0,8,1,8,1
e12831dd0e5040abaced46ee13f3c414,74cffb871da4426dae35f4fe7044d6bd,118b3f5ad6ae474a9df1cf94d1443546,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,115.83110851174604,100-150,0.5,11,1,8,1
e12831dd0e5040abaced46ee13f3c414,c2a2728048ba456e80689f627624e832,15a24be7702648bc98c4bc48962f6d12,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,static_object.traffic_sign,212.63843349711874,150-400,0.0,11,0,16,0
e12831dd0e5040abaced46ee13f3c414,c2a2728048ba456e80689f627624e832,15a24be7702648bc98c4bc48962f6d12,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,static_object.traffic_sign,212.63843349711874,150-400,0.5,16,0,16,0
e12831dd0e5040abaced46ee13f3c414,ffe7107e2e0046518d4d1353b987be3f,28baf8600144483eb534f0d6190466b5,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,static_object.traffic_sign,33.80011104180534,0-50,0.0,126,0,124,0
e12831dd0e5040abaced46ee13f3c414,ffe7107e2e0046518d4d1353b987be3f,28baf8600144483eb534f0d6190466b5,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,static_object.traffic_sign,33.80011104180534,0-50,0.5,194,1,124,0
e12831dd0e5040abaced46ee13f3c414,1a0caebff52d4d229f42d6b894c12bdd,41482361b1144560af8fc35e8ef4edbc,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,static_object.traffic_sign,105.55425824102464,100-150,0.0,198,0,186,0
e12831dd0e5040abaced46ee13f3c414,1a0caebff52d4d229f42d6b894c12bdd,41482361b1144560af8fc35e8ef4edbc,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,static_object.traffic_sign,105.55425824102464,100-150,0.5,263,4,186,0
e12831dd0e5040abaced46ee13f3c414,d36451738d204c1b8f1128828b8a07e4,432060773da748b8936de449611018bb,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.motorcycle,7.564192850458299,0-50,0.0,3139,6,3107,6
e12831dd0e5040abaced46ee13f3c414,d36451738d204c1b8f1128828b8a07e4,432060773da748b8936de449611018bb,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.motorcycle,7.564192850458299,0-50,0.5,4674,6,3107,6
e12831dd0e5040abaced46ee13f3c414,0294c704a4164acf89cdf99be7405416,4a40618382c24b93b6967a3bb256ace3,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,static_object.traffic_sign,23.33809461948583,0-50,0.0,326,2,264,2
e12831dd0e5040abaced46ee13f3c414,0294c704a4164acf89cdf99be7405416,4a40618382c24b93b6967a3bb256ace3,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,static_object.traffic_sign,23.33809461948583,0-50,0.5,396,3,264,2
e12831dd0e5040abaced46ee13f3c414,713f617d6f264dd2aea6e00a5a8ed986,4a72872255f24dad885380432b1401c5,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,207.25738998293875,150-400,0.0,1,0,1,0
e12831dd0e5040abaced46ee13f3c414,713f617d6f264dd2aea6e00a5a8ed986,4a72872255f24dad885380432b1401c5,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,207.25738998293875,150-400,0.5,1,0,1,0
e12831dd0e5040abaced46ee13f3c414,f7ee4e6f48774b3c93b1c11ea28e318d,4fe62ffadbae4ffc8285105e751fa9a1,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,72.80869289291947,50-100,0.0,121,2,133,2
e12831dd0e5040abaced46ee13f3c414,f7ee4e6f48774b3c93b1c11ea28e318d,4fe62ffadbae4ffc8285105e751fa9a1,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,72.80869289291947,50-100,0.5,160,4,133,2
e12831dd0e5040abaced46ee13f3c414,b24824080add47d3bfa910bf4b662570,502d9aed8f01414aae78788cf94a264c,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,35.25858087645779,0-50,0.0,615,2,601,2
e12831dd0e5040abaced46ee13f3c414,b24824080add47d3bfa910bf4b662570,502d9aed8f01414aae78788cf94a264c,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,35.25858087645779,0-50,0.5,882,4,601,2
e12831dd0e5040abaced46ee13f3c414,7190e090a199475e8a581786a1ab025f,544a17e777894229b79028135119eabe,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,165.06330376871037,150-400,0.0,4,0,5,0
e12831dd0e5040abaced46ee13f3c414,7190e090a199475e8a581786a1ab025f,544a17e777894229b79028135119eabe,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,165.06330376871037,150-400,0.5,5,0,5,0
e12831dd0e5040abaced46ee13f3c414,108cbab10c854229a68fcd5004977ff0,59bc407cd8414827a53c6b33be47db97,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,88.5877977380348,50-100,0.0,12,1,20,1
e12831dd0e5040abaced46ee13f3c414,108cbab10c854229a68fcd5004977ff0,59bc407cd8414827a53c6b33be47db97,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,88.5877977380348,50-100,0.5,21,1,20,1
e12831dd0e5040abaced46ee13f3c414,82f8522e4c294530bf6fa782fe9fff72,5a1cca6683734c6691ff06898a72f0d4,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,static_object.traffic_sign,85.90854269062176,50-100,0.0,41,0,36,0
e12831dd0e5040abaced46ee13f3c414,82f8522e4c294530bf6fa782fe9fff72,5a1cca6683734c6691ff06898a72f0d4,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,static_object.traffic_sign,85.90854269062176,50-100,0.5,45,0,36,0
e12831dd0e5040abaced46ee13f3c414,a12f3e64a20140a9a3eadefbb14e0933,7caa096f86604e23bb690eb54dd47726,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,static_object.traffic_sign,32.872415265090766,0-50,0.0,90,1,62,1
e12831dd0e5040abaced46ee13f3c414,a12f3e64a20140a9a3eadefbb14e0933,7caa096f86604e23bb690eb54dd47726,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,static_object.traffic_sign,32.872415265090766,0-50,0.5,189,5,62,1
e12831dd0e5040abaced46ee13f3c414,20111ee3f06a4e1a88edc7796137f3c1,8c60fd4a61ef423dbb24bf7225f3dd07,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,16.637405204077638,0-50,0.0,3666,0,3000,0
e12831dd0e5040abaced46ee13f3c414,20111ee3f06a4e1a88edc7796137f3c1,8c60fd4a61ef423dbb24bf7225f3dd07,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,16.637405204077638,0-50,0.5,3704,0,3000,0
e12831dd0e5040abaced46ee13f3c414,64d6b2962dcf4f4fa6430f62cdb59502,9600f3e7295541fcaabb395035a58fe1,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,static_object.traffic_sign,40.45293762938797,0-50,0.0,50,0,55,0
e12831dd0e5040abaced46ee13f3c414,64d6b2962dcf4f4fa6430f62cdb59502,9600f3e7295541fcaabb395035a58fe1,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,static_object.traffic_sign,40.45293762938797,0-50,0.5,61,0,55,0
e12831dd0e5040abaced46ee13f3c414,fc9c4250a1f6401d976af3d69c1c182f,96adda5b2a174a5e953379695aa42bc1,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.truck,71.17061486469301,50-100,0.0,138,7,130,7
e12831dd0e5040abaced46ee13f3c414,fc9c4250a1f6401d976af3d69c1c182f,96adda5b2a174a5e953379695aa42bc1,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.truck,71.17061486469301,50-100,0.5,145,8,130,7
e12831dd0e5040abaced46ee13f3c414,4343e93742a943c087939eab408094c6,9b0957f2916f4761ae2ff4703bc9d5c0,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,114.39514213696269,100-150,0.0,2,0,5,0
e12831dd0e5040abaced46ee13f3c414,4343e93742a943c087939eab408094c6,9b0957f2916f4761ae2ff4703bc9d5c0,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,114.39514213696269,100-150,0.5,5,0,5,0
e12831dd0e5040abaced46ee13f3c414,af55a89df2454f509c97d3c31f116221,9eabb36899b84e02a9736129731a5e67,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,86.72630576053479,50-100,0.0,27,1,31,1
e12831dd0e5040abaced46ee13f3c414,af55a89df2454f509c97d3c31f116221,9eabb36899b84e02a9736129731a5e67,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,86.72630576053479,50-100,0.5,36,2,31,1
e12831dd0e5040abaced46ee13f3c414,3414eace6b0a444ea2865a4456b97ec1,b21f28fbb3e245fb8f7f500906cddccd,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,62.37568034596687,50-100,0.0,41,0,47,0
e12831dd0e5040abaced46ee13f3c414,3414eace6b0a444ea2865a4456b97ec1,b21f28fbb3e245fb8f7f500906cddccd,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,62.37568034596687,50-100,0.5,50,0,47,0
e12831dd0e5040abaced46ee13f3c414,de8cf08e0e1f4841836002fad9a361e1,b9d9e6edc914494fad10bab4318ad7c7,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.truck,64.43257226263744,50-100,0.0,226,7,218,7
e12831dd0e5040abaced46ee13f3c414,de8cf08e0e1f4841836002fad9a361e1,b9d9e6edc914494fad10bab4318ad7c7,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.truck,64.43257226263744,50-100,0.5,233,7,218,7
e12831dd0e5040abaced46ee13f3c414,ecbf0674f2184706a31634f337e0fabe,bafa6e48bd6c45f79402eecea47509cb,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.trailer,65.13403567798449,50-100,0.0,660,17,643,17
e12831dd0e5040abaced46ee13f3c414,ecbf0674f2184706a31634f337e0fabe,bafa6e48bd6c45f79402eecea47509cb,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.trailer,65.13403567798449,50-100,0.5,695,19,643,17
e12831dd0e5040abaced46ee13f3c414,b2b0e75f66af4ede80f32d8d02230070,c3fe51e3af8641d5987f3c882add07bf,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,94.73953047270763,50-100,0.0,8,0,14,0
e12831dd0e5040abaced46ee13f3c414,b2b0e75f66af4ede80f32d8d02230070,c3fe51e3af8641d5987f3c882add07bf,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,94.73953047270763,50-100,0.5,16,0,14,0
e12831dd0e5040abaced46ee13f3c414,f856ff488ce144d99fc8fd02df2e2bda,c428a654de8040aaa4e49b677f4a99e2,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,96.8019293642556,50-100,0.0,9,1,16,1
e12831dd0e5040abaced46ee13f3c414,f856ff488ce144d99fc8fd02df2e2bda,c428a654de8040aaa4e49b677f4a99e2,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,96.8019293642556,50-100,0.5,16,1,16,1
e12831dd0e5040abaced46ee13f3c414,16966b207f9c48af857c037a1ff58141,c723bef74e4a4199b40d09dce31df5c5,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,13.45343467207976,0-50,0.0,886,2,830,2
e12831dd0e5040abaced46ee13f3c414,16966b207f9c48af857c037a1ff58141,c723bef74e4a4199b40d09dce31df5c5,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,13.45343467207976,0-50,0.5,1034,2,830,2
e12831dd0e5040abaced46ee13f3c414,e76d6e14c243408cb03887177fce1b14,cb18d0b2bb624229a0c6d98ac04d4ea0,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,198.29107547967945,150-400,0.0,6,0,6,0
e12831dd0e5040abaced46ee13f3c414,e76d6e14c243408cb03887177fce1b14,cb18d0b2bb624229a0c6d98ac04d4ea0,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,198.29107547967945,150-400,0.5,6,0,6,0
e12831dd0e5040abaced46ee13f3c414,06985f9aec4f4c019877f33e93af74d8,cb766484417941669e81c22215ba56cd,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,static_object.traffic_sign,48.2474401896026,0-50,0.0,18,0,17,0
e12831dd0e5040abaced46ee13f3c414,06985f9aec4f4c019877f33e93af74d8,cb766484417941669e81c22215ba56cd,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,static_object.traffic_sign,48.2474401896026,0-50,0.5,32,0,17,0
e12831dd0e5040abaced46ee13f3c414,5351769ed8aa4f32a3bfdcb2ca3f4c82,d7adf867783948b493c5c163e3f896cc,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,static_object.traffic_sign,126.12982075702314,100-150,0.0,10,0,9,0
e12831dd0e5040abaced46ee13f3c414,5351769ed8aa4f32a3bfdcb2ca3f4c82,d7adf867783948b493c5c163e3f896cc,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,static_object.traffic_sign,126.12982075702314,100-150,0.5,17,0,9,0
e12831dd0e5040abaced46ee13f3c414,90ddbb9feb734069aeedc80f90a6fc0d,db8e02767d8d4075882ab3f6c3b5fbf4,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,22.16548490546959,0-50,0.0,797,4,701,4
e12831dd0e5040abaced46ee13f3c414,90ddbb9feb734069aeedc80f90a6fc0d,db8e02767d8d4075882ab3f6c3b5fbf4,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,22.16548490546959,0-50,0.5,817,4,701,4
e12831dd0e5040abaced46ee13f3c414,3bf31128c1984e08bac7b57c3781d42c,f3f0af6d23ac4fb1ac2b6611f8e9dbce,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,130.78185243063828,100-150,0.0,52,0,45,0
e12831dd0e5040abaced46ee13f3c414,3bf31128c1984e08bac7b57c3781d42c,f3f0af6d23ac4fb1ac2b6611f8e9dbce,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,130.78185243063828,100-150,0.5,58,1,45,0
e12831dd0e5040abaced46ee13f3c414,6f907435fe984a62b5b5400bdd0bd510,fe9b4917887f4dd1a175307ed323a420,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,static_object.traffic_sign,46.144432395738605,0-50,0.0,45,0,36,0
e12831dd0e5040abaced46ee13f3c414,6f907435fe984a62b5b5400bdd0bd510,fe9b4917887f4dd1a175307ed323a420,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,static_object.traffic_sign,46.144432395738605,0-50,0.5,68,1,36,0
db2c0e4d75654d4db21937c518e75957,dc63195835d84caf9ab75fad8f0827b5,118b3f5ad6ae474a9df1cf94d1443546,scene-13f4b71b1bd04a9e88747ad8f58a3f67-4,vehicle.car,118.61653488465645,100-150,0.0,12,1,10,1
