sample_token,channel,modality,region,band_m,count
b1724a8b614640e39cd18857d741d2d3,RADAR_RIGHT_BACK,radar,all_azimuth,50-100,68
b1724a8b614640e39cd18857d741d2d3,RADAR_RIGHT_BACK,radar,all_azimuth,100-150,56
b1724a8b614640e39cd18857d741d2d3,RADAR_RIGHT_BACK,radar,all_azimuth,150-400,57
b1724a8b614640e39cd18857d741d2d3,RADAR_RIGHT_BACK,radar,all_azimuth,>=400,0
b1724a8b614640e39cd18857d741d2d3,RADAR_RIGHT_BACK,radar,forward_30deg,0-50,2
b1724a8b614640e39cd18857d741d2d3,RADAR_RIGHT_BACK,radar,forward_30deg,50-100,0
b1724a8b614640e39cd18857d741d2d3,RADAR_RIGHT_BACK,radar,forward_30deg,100-150,0
b1724a8b614640e39cd18857d741d2d3,RADAR_RIGHT_BACK,radar,forward_30deg,150-400,0
b1724a8b614640e39cd18857d741d2d3,RADAR_RIGHT_BACK,radar,forward_30deg,>=400,0
b1724a8b614640e39cd18857d741d2d3,RADAR_RIGHT_FRONT,radar,all_azimuth,0-50,116
b1724a8b614640e39cd18857d741d2d3,RADAR_RIGHT_FRONT,radar,all_azimuth,50-100,167
b1724a8b614640e39cd18857d741d2d3,RADAR_RIGHT_FRONT,radar,all_azimuth,100-150,228
b1724a8b614640e39cd18857d741d2d3,RADAR_RIGHT_FRONT,radar,all_azimuth,150-400,77
b1724a8b614640e39cd18857d741d2d3,RADAR_RIGHT_FRONT,radar,all_azimuth,>=400,0
b1724a8b614640e39cd18857d741d2d3,RADAR_RIGHT_FRONT,radar,forward_30deg,0-50,66
b1724a8b614640e39cd18857d741d2d3,RADAR_RIGHT_FRONT,radar,forward_30deg,50-100,88
b1724a8b614640e39cd18857d741d2d3,RADAR_RIGHT_FRONT,radar,forward_30deg,100-150,116
b1724a8b614640e39cd18857d741d2d3,RADAR_RIGHT_FRONT,radar,forward_30deg,150-400,37
b1724a8b614640e39cd18857d741d2d3,RADAR_RIGHT_FRONT,radar,forward_30deg,>=400,0
b1724a8b614640e39cd18857d741d2d3,RADAR_RIGHT_SIDE,radar,all_azimuth,0-50,44
b1724a8b614640e39cd18857d741d2d3,RADAR_RIGHT_SIDE,radar,all_azimuth,50-100,18
b1724a8b614640e39cd18857d741d2d3,RADAR_RIGHT_SIDE,radar,all_azimuth,100-150,18
b1724a8b614640e39cd18857d741d2d3,RADAR_RIGHT_SIDE,radar,all_azimuth,150-400,6
b1724a8b614640e39cd18857d741d2d3,RADAR_RIGHT_SIDE,radar,all_azimuth,>=400,0
b1724a8b614640e39cd18857d741d2d3,RADAR_RIGHT_SIDE,radar,forward_30deg,0-50,13
b1724a8b614640e39cd18857d741d2d3,RADAR_RIGHT_SIDE,radar,forward_30deg,50-100,10
b1724a8b614640e39cd18857d741d2d3,RADAR_RIGHT_SIDE,radar,forward_30deg,100-150,3
b1724a8b614640e39cd18857d741d2d3,RADAR_RIGHT_SIDE,radar,forward_30deg,150-400,2
b1724a8b614640e39cd18857d741d2d3,RADAR_RIGHT_SIDE,radar,forward_30deg,>=400,0
a24b8e21a49746d196ba067b09e21a4f,LIDAR_LEFT,lidar,all_azimuth,0-50,54059
a24b8e21a49746d196ba067b09e21a4f,LIDAR_LEFT,lidar,all_azimuth,50-100,8246
a24b8e21a49746d196ba067b09e21a4f,LIDAR_LEFT,lidar,all_azimuth,100-150,4687
a24b8e21a49746d196ba067b09e21a4f,LIDAR_LEFT,lidar,all_azimuth,150-400,1918
a24b8e21a49746d196ba067b09e21a4f,LIDAR_LEFT,lidar,all_azimuth,>=400,0
a24b8e21a49746d196ba067b09e21a4f,LIDAR_LEFT,lidar,forward_30deg,0-50,30868
a24b8e21a49746d196ba067b09e21a4f,LIDAR_LEFT,lidar,forward_30deg,50-100,2627
a24b8e21a49746d196ba067b09e21a4f,LIDAR_LEFT,lidar,forward_30deg,100-150,1193
a24b8e21a49746d196ba067b09e21a4f,LIDAR_LEFT,lidar,forward_30deg,150-400,216
a24b8e21a49746d196ba067b09e21a4f,LIDAR_LEFT,lidar,forward_30deg,>=400,0
a24b8e21a49746d196ba067b09e21a4f,LIDAR_REAR,lidar,all_azimuth,0-50,27636
a24b8e21a49746d196ba067b09e21a4f,LIDAR_REAR,lidar,all_azimuth,50-100,0
a24b8e21a49746d196ba067b09e21a4f,LIDAR_REAR,lidar,all_azimuth,100-150,0
a24b8e21a49746d196ba067b09e21a4f,LIDAR_REAR,lidar,all_azimuth,150-400,0
a24b8e21a49746d196ba067b09e21a4f,LIDAR_REAR,lidar,all_azimuth,>=400,0
a24b8e21a49746d196ba067b09e21a4f,LIDAR_REAR,lidar,forward_30deg,0-50,0
a24b8e21a49746d196ba067b09e21a4f,LIDAR_REAR,lidar,forward_30deg,50-100,0
a24b8e21a49746d196ba067b09e21a4f,LIDAR_REAR,lidar,forward_30deg,100-150,0
a24b8e21a49746d196ba067b09e21a4f,LIDAR_REAR,lidar,forward_30deg,150-400,0
a24b8e21a49746d196ba067b09e21a4f,LIDAR_REAR,lidar,forward_30deg,>=400,0
a24b8e21a49746d196ba067b09e21a4f,LIDAR_RIGHT,lidar,all_azimuth,0-50,66770
a24b8e21a49746d196ba067b09e21a4f,LIDAR_RIGHT,lidar,all_azimuth,50-100,5112
a24b8e21a49746d196ba067b09e21a4f,LIDAR_RIGHT,lidar,all_azimuth,100-150,3152
a24b8e21a49746d196ba067b09e21a4f,LIDAR_RIGHT,lidar,all_azimuth,150-400,863
a24b8e21a49746d196ba067b09e21a4f,LIDAR_RIGHT,lidar,all_azimuth,>=400,0
a24b8e21a49746d196ba067b09e21a4f,LIDAR_RIGHT,lidar,forward_30deg,0-50,38848
a24b8e21a49746d196ba067b09e21a4f,LIDAR_RIGHT,lidar,forward_30deg,50-100,1904
a24b8e21a49746d196ba067b09e21a4f,LIDAR_RIGHT,lidar,forward_30deg,100-150,913
a24b8e21a49746d196ba067b09e21a4f,LIDAR_RIGHT,lidar,forward_30deg,150-400,97
a24b8e21a49746d196ba067b09e21a4f,LIDAR_RIGHT,lidar,forward_30deg,>=400,0
a24b8e21a49746d196ba067b09e21a4f,LIDAR_TOP_FRONT,lidar,all_azimuth,0-50,19033
a24b8e21a49746d196ba067b09e21a4f,LIDAR_TOP_FRONT,lidar,all_azimuth,50-100,7
a24b8e21a49746d196ba067b09e21a4f,LIDAR_TOP_FRONT,lidar,all_azimuth,100-150,5
a24b8e21a49746d196ba067b09e21a4f,LIDAR_TOP_FRONT,lidar,all_azimuth,150-400,0
a24b8e21a49746d196ba067b09e21a4f,LIDAR_TOP_FRONT,lidar,all_azimuth,>=400,0
a24b8e21a49746d196ba067b09e21a4f,LIDAR_TOP_FRONT,lidar,forward_30deg,0-50,13959
a24b8e21a49746d196ba067b09e21a4f,LIDAR_TOP_FRONT,lidar,forward_30deg,50-100,0
a24b8e21a49746d196ba067b09e21a4f,LIDAR_TOP_FRONT,lidar,forward_30deg,100-150,0
a24b8e21a49746d196ba067b09e21a4f,LIDAR_TOP_FRONT,lidar,forward_30deg,150-400,0
a24b8e21a49746d196ba067b09e21a4f,LIDAR_TOP_FRONT,lidar,forward_30deg,>=400,0
a24b8e21a49746d196ba067b09e21a4f,LIDAR_TOP_LEFT,lidar,all_azimuth,0-50,20767
a24b8e21a49746d196ba067b09e21a4f,LIDAR_TOP_LEFT,lidar,all_azimuth,50-100,10
a24b8e21a49746d196ba067b09e21a4f,LIDAR_TOP_LEFT,lidar,all_azimuth,100-150,2
a24b8e21a49746d196ba067b09e21a4f,LIDAR_TOP_LEFT,lidar,all_azimuth,150-400,0
a24b8e21a49746d196ba067b09e21a4f,LIDAR_TOP_LEFT,lidar,all_azimuth,>=400,0
a24b8e21a49746d196ba067b09e21a4f,LIDAR_TOP_LEFT,lidar,forward_30deg,0-50,7738
a24b8e21a49746d196ba067b09e21a4f,LIDAR_TOP_LEFT,lidar,forward_30deg,50-100,10
a24b8e21a49746d196ba067b09e21a4f,LIDAR_TOP_LEFT,lidar,forward_30deg,100-150,0
a24b8e21a49746d196ba067b09e21a4f,LIDAR_TOP_LEFT,lidar,forward_30deg,150-400,0
a24b8e21a49746d196ba067b09e21a4f,LIDAR_TOP_LEFT,lidar,forward_30deg,>=400,0
a24b8e21a49746d196ba067b09e21a4f,LIDAR_TOP_RIGHT,lidar,all_azimuth,0-50,24799
a24b8e21a49746d196ba067b09e21a4f,LIDAR_TOP_RIGHT,lidar,all_azimuth,50-100,6
a24b8e21a49746d196ba067b09e21a4f,LIDAR_TOP_RIGHT,lidar,all_azimuth,100-150,0
a24b8e21a49746d196ba067b09e21a4f,LIDAR_TOP_RIGHT,lidar,all_azimuth,150-400,0
a24b8e21a49746d196ba067b09e21a4f,LIDAR_TOP_RIGHT,lidar,all_azimuth,>=400,0
a24b8e21a49746d196ba067b09e21a4f,LIDAR_TOP_RIGHT,lidar,forward_30deg,0-50,12175
a24b8e21a49746d196ba067b09e21a4f,LIDAR_TOP_RIGHT,lidar,forward_30deg,50-100,6
a24b8e21a49746d196ba067b09e21a4f,LIDAR_TOP_RIGHT,lidar,forward_30deg,100-150,0
a24b8e21a49746d196ba067b09e21a4f,LIDAR_TOP_RIGHT,lidar,forward_30deg,150-400,0
a24b8e21a49746d196ba067b09e21a4f,LIDAR_TOP_RIGHT,lidar,forward_30deg,>=400,0
a24b8e21a49746d196ba067b09e21a4f,RADAR_LEFT_BACK,radar,all_azimuth,0-50,213
a24b8e21a49746d196ba067b09e21a4f,RADAR_LEFT_BACK,radar,all_azimuth,50-100,194
a24b8e21a49746d196ba067b09e21a4f,RADAR_LEFT_BACK,radar,all_azimuth,100-150,167
a24b8e21a49746d196ba067b09e21a4f,RADAR_LEFT_BACK,radar,all_azimuth,150-400,163
a24b8e21a49746d196ba067b09e21a4f,RADAR_LEFT_BACK,radar,all_azimuth,>=400,0
a24b8e21a49746d196ba067b09e21a4f,RADAR_LEFT_BACK,radar,forward_30deg,0-50,0
a24b8e21a49746d196ba067b09e21a4f,RADAR_LEFT_BACK,radar,forward_30deg,50-100,0
a24b8e21a49746d196ba067b09e21a4f,RADAR_LEFT_BACK,radar,forward_30deg,100-150,0
a24b8e21a49746d196ba067b09e21a4f,RADAR_LEFT_BACK,radar,forward_30deg,150-400,0
a24b8e21a49746d196ba067b09e21a4f,RADAR_LEFT_BACK,radar,forward_30deg,>=400,0
a24b8e21a49746d196ba067b09e21a4f,RADAR_LEFT_FRONT,radar,all_azimuth,0-50,105
a24b8e21a49746d196ba067b09e21a4f,RADAR_LEFT_FRONT,radar,all_azimuth,50-100,96
a24b8e21a49746d196ba067b09e21a4f,RADAR_LEFT_FRONT,radar,all_azimuth,100-150,80
a24b8e21a49746d196ba067b09e21a4f,RADAR_LEFT_FRONT,radar,all_azimuth,150-400,28
a24b8e21a49746d196ba067b09e21a4f,RADAR_LEFT_FRONT,radar,all_azimuth,>=400,0
a24b8e21a49746d196ba067b09e21a4f,RADAR_LEFT_FRONT,radar,forward_30deg,0-50,84
a24b8e21a49746d196ba067b09e21a4f,RADAR_LEFT_FRONT,radar,forward_30deg,50-100,63
a24b8e21a49746d196ba067b09e21a4f,RADAR_LEFT_FRONT,radar,forward_30deg,100-150,62
a24b8e21a49746d196ba067b09e21a4f,RADAR_LEFT_FRONT,radar,forward_30deg,150-400,27
a24b8e21a49746d196ba067b09e21a4f,RADAR_LEFT_FRONT,radar,forward_30deg,>=400,0
a24b8e21a49746d196ba067b09e21a4f,RADAR_LEFT_SIDE,radar,all_azimuth,0-50,176
a24b8e21a49746d196ba067b09e21a4f,RADAR_LEFT_SIDE,radar,all_azimuth,50-100,160
a24b8e21a49746d196ba067b09e21a4f,RADAR_LEFT_SIDE,radar,all_azimuth,100-150,239
a24b8e21a49746d196ba067b09e21a4f,RADAR_LEFT_SIDE,radar,all_azimuth,150-400,97
a24b8e21a49746d196ba067b09e21a4f,RADAR_LEFT_SIDE,radar,all_azimuth,>=400,0
a24b8e21a49746d196ba067b09e21a4f,RADAR_LEFT_SIDE,radar,forward_30deg,0-50,21
a24b8e21a49746d196ba067b09e21a4f,RADAR_LEFT_SIDE,radar,forward_30deg,50-100,30
a24b8e21a49746d196ba067b09e21a4f,RADAR_LEFT_SIDE,radar,forward_30deg,100-150,30
a24b8e21a49746d196ba067b09e21a4f,RADAR_LEFT_SIDE,radar,forward_30deg,150-400,2
a24b8e21a49746d196ba067b09e21a4f,RADAR_LEFT_SIDE,radar,forward_30deg,>=400,0
a24b8e21a49746d196ba067b09e21a4f,RADAR_RIGHT_BACK,radar,all_azimuth,0-50,100
a24b8e21a49746d196ba067b09e21a4f,RADAR_RIGHT_BACK,radar,all_azimuth,50-100,80
a24b8e21a49746d196ba067b09e21a4f,RADAR_RIGHT_BACK,radar,all_azimuth,100-150,54
a24b8e21a49746d196ba067b09e21a4f,RADAR_RIGHT_BACK,radar,all_azimuth,150-400,61
a24b8e21a49746d196ba067b09e21a4f,RADAR_RIGHT_BACK,radar,all_azimuth,>=400,0
a24b8e21a49746d196ba067b09e21a4f,RADAR_RIGHT_BACK,radar,forward_30deg,0-50,2
a24b8e21a49746d196ba067b09e21a4f,RADAR_RIGHT_BACK,radar,forward_30deg,50-100,0
a24b8e21a49746d196ba067b09e21a4f,RADAR_RIGHT_BACK,radar,forward_30deg,100-150,0
a24b8e21a49746d196ba067b09e21a4f,RADAR_RIGHT_BACK,radar,forward_30deg,150-400,0
a24b8e21a49746d196ba067b09e21a4f,RADAR_RIGHT_BACK,radar,forward_30deg,>=400,0
a24b8e21a49746d196ba067b09e21a4f,RADAR_RIGHT_FRONT,radar,all_azimuth,0-50,134
a24b8e21a49746d196ba067b09e21a4f,RADAR_RIGHT_FRONT,radar,all_azimuth,50-100,150
a24b8e21a49746d196ba067b09e21a4f,RADAR_RIGHT_FRONT,radar,all_azimuth,100-150,211
a24b8e21a49746d196ba067b09e21a4f,RADAR_RIGHT_FRONT,radar,all_azimuth,150-400,65
a24b8e21a49746d196ba067b09e21a4f,RADAR_RIGHT_FRONT,radar,all_azimuth,>=400,0
a24b8e21a49746d196ba067b09e21a4f,RADAR_RIGHT_FRONT,radar,forward_30deg,0-50,73
a24b8e21a49746d196ba067b09e21a4f,RADAR_RIGHT_FRONT,radar,forward_30deg,50-100,83
a24b8e21a49746d196ba067b09e21a4f,RADAR_RIGHT_FRONT,radar,forward_30deg,100-150,103
a24b8e21a49746d196ba067b09e21a4f,RADAR_RIGHT_FRONT,radar,forward_30deg,150-400,31
a24b8e21a49746d196ba067b09e21a4f,RADAR_RIGHT_FRONT,radar,forward_30deg,>=400,0
a24b8e21a49746d196ba067b09e21a4f,RADAR_RIGHT_SIDE,radar,all_azimuth,0-50,64
a24b8e21a49746d196ba067b09e21a4f,RADAR_RIGHT_SIDE,radar,all_azimuth,50-100,26
a24b8e21a49746d196ba067b09e21a4f,RADAR_RIGHT_SIDE,radar,all_azimuth,100-150,18
a24b8e21a49746d196ba067b09e21a4f,RADAR_RIGHT_SIDE,radar,all_azimuth,150-400,1
a24b8e21a49746d196ba067b09e21a4f,RADAR_RIGHT_SIDE,radar,all_azimuth,>=400,0
a24b8e21a49746d196ba067b09e21a4f,RADAR_RIGHT_SIDE,radar,forward_30deg,0-50,19
a24b8e21a49746d196ba067b09e21a4f,RADAR_RIGHT_SIDE,radar,forward_30deg,50-100,14
a24b8e21a49746d196ba067b09e21a4f,RADAR_RIGHT_SIDE,radar,forward_30deg,100-150,6
a24b8e21a49746d196ba067b09e21a4f,RADAR_RIGHT_SIDE,radar,forward_30deg,150-400,0
a24b8e21a49746d196ba067b09e21a4f,RADAR_RIGHT_SIDE,radar,forward_30deg,>=400,0
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_LEFT,lidar,all_azimuth,0-50,53566
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_LEFT,lidar,all_azimuth,50-100,9117
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_LEFT,lidar,all_azimuth,100-150,4479
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_LEFT,lidar,all_azimuth,150-400,1986
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_LEFT,lidar,all_azimuth,>=400,0
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_LEFT,lidar,forward_30deg,0-50,30435
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_LEFT,lidar,forward_30deg,50-100,2904
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_LEFT,lidar,forward_30deg,100-150,1310
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_LEFT,lidar,forward_30deg,150-400,231
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_LEFT,lidar,forward_30deg,>=400,0
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_REAR,lidar,all_azimuth,0-50,27734
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_REAR,lidar,all_azimuth,50-100,0
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_REAR,lidar,all_azimuth,100-150,0
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_REAR,lidar,all_azimuth,150-400,0
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_REAR,lidar,all_azimuth,>=400,0
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_REAR,lidar,forward_30deg,0-50,0
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_REAR,lidar,forward_30deg,50-100,0
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_REAR,lidar,forward_30deg,100-150,0
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_REAR,lidar,forward_30deg,150-400,0
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_REAR,lidar,forward_30deg,>=400,0
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_RIGHT,lidar,all_azimuth,0-50,67055
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_RIGHT,lidar,all_azimuth,50-100,5653
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_RIGHT,lidar,all_azimuth,100-150,3186
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_RIGHT,lidar,all_azimuth,150-400,624
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_RIGHT,lidar,all_azimuth,>=400,0
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_RIGHT,lidar,forward_30deg,0-50,39071
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_RIGHT,lidar,forward_30deg,50-100,2253
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_RIGHT,lidar,forward_30deg,100-150,1053
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_RIGHT,lidar,forward_30deg,150-400,78
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_RIGHT,lidar,forward_30deg,>=400,0
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_TOP_FRONT,lidar,all_azimuth,0-50,19109
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_TOP_FRONT,lidar,all_azimuth,50-100,6
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_TOP_FRONT,lidar,all_azimuth,100-150,4
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_TOP_FRONT,lidar,all_azimuth,150-400,1
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_TOP_FRONT,lidar,all_azimuth,>=400,0
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_TOP_FRONT,lidar,forward_30deg,0-50,13962
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_TOP_FRONT,lidar,forward_30deg,50-100,0
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_TOP_FRONT,lidar,forward_30deg,100-150,0
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_TOP_FRONT,lidar,forward_30deg,150-400,0
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_TOP_FRONT,lidar,forward_30deg,>=400,0
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_TOP_LEFT,lidar,all_azimuth,0-50,20825
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_TOP_LEFT,lidar,all_azimuth,50-100,16
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_TOP_LEFT,lidar,all_azimuth,100-150,1
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_TOP_LEFT,lidar,all_azimuth,150-400,0
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_TOP_LEFT,lidar,all_azimuth,>=400,0
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_TOP_LEFT,lidar,forward_30deg,0-50,7754
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_TOP_LEFT,lidar,forward_30deg,50-100,15
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_TOP_LEFT,lidar,forward_30deg,100-150,0
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_TOP_LEFT,lidar,forward_30deg,150-400,0
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_TOP_LEFT,lidar,forward_30deg,>=400,0
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_TOP_RIGHT,lidar,all_azimuth,0-50,25036
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_TOP_RIGHT,lidar,all_azimuth,50-100,6
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_TOP_RIGHT,lidar,all_azimuth,100-150,0
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_TOP_RIGHT,lidar,all_azimuth,150-400,0
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_TOP_RIGHT,lidar,all_azimuth,>=400,0
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_TOP_RIGHT,lidar,forward_30deg,0-50,12191
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_TOP_RIGHT,lidar,forward_30deg,50-100,6
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_TOP_RIGHT,lidar,forward_30deg,100-150,0
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_TOP_RIGHT,lidar,forward_30deg,150-400,0
75f794a6f0dd4e2c9910b2f8f1192b04,LIDAR_TOP_RIGHT,lidar,forward_30deg,>=400,0
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_LEFT_BACK,radar,all_azimuth,0-50,207
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_LEFT_BACK,radar,all_azimuth,50-100,205
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_LEFT_BACK,radar,all_azimuth,100-150,181
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_LEFT_BACK,radar,all_azimuth,150-400,177
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_LEFT_BACK,radar,all_azimuth,>=400,0
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_LEFT_BACK,radar,forward_30deg,0-50,0
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_LEFT_BACK,radar,forward_30deg,50-100,0
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_LEFT_BACK,radar,forward_30deg,100-150,0
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_LEFT_BACK,radar,forward_30deg,150-400,0
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_LEFT_BACK,radar,forward_30deg,>=400,0
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_LEFT_FRONT,radar,all_azimuth,0-50,109
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_LEFT_FRONT,radar,all_azimuth,50-100,91
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_LEFT_FRONT,radar,all_azimuth,100-150,79
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_LEFT_FRONT,radar,all_azimuth,150-400,23
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_LEFT_FRONT,radar,all_azimuth,>=400,0
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_LEFT_FRONT,radar,forward_30deg,0-50,82
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_LEFT_FRONT,radar,forward_30deg,50-100,68
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_LEFT_FRONT,radar,forward_30deg,100-150,65
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_LEFT_FRONT,radar,forward_30deg,150-400,20
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_LEFT_FRONT,radar,forward_30deg,>=400,0
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_LEFT_SIDE,radar,all_azimuth,0-50,193
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_LEFT_SIDE,radar,all_azimuth,50-100,202
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_LEFT_SIDE,radar,all_azimuth,100-150,252
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_LEFT_SIDE,radar,all_azimuth,150-400,95
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_LEFT_SIDE,radar,all_azimuth,>=400,0
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_LEFT_SIDE,radar,forward_30deg,0-50,33
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_LEFT_SIDE,radar,forward_30deg,50-100,24
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_LEFT_SIDE,radar,forward_30deg,100-150,38
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_LEFT_SIDE,radar,forward_30deg,150-400,1
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_LEFT_SIDE,radar,forward_30deg,>=400,0
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_RIGHT_BACK,radar,all_azimuth,0-50,103
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_RIGHT_BACK,radar,all_azimuth,50-100,79
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_RIGHT_BACK,radar,all_azimuth,100-150,43
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_RIGHT_BACK,radar,all_azimuth,150-400,68
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_RIGHT_BACK,radar,all_azimuth,>=400,0
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_RIGHT_BACK,radar,forward_30deg,0-50,1
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_RIGHT_BACK,radar,forward_30deg,50-100,0
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_RIGHT_BACK,radar,forward_30deg,100-150,0
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_RIGHT_BACK,radar,forward_30deg,150-400,0
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_RIGHT_BACK,radar,forward_30deg,>=400,0
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_RIGHT_FRONT,radar,all_azimuth,0-50,98
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_RIGHT_FRONT,radar,all_azimuth,50-100,195
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_RIGHT_FRONT,radar,all_azimuth,100-150,216
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_RIGHT_FRONT,radar,all_azimuth,150-400,59
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_RIGHT_FRONT,radar,all_azimuth,>=400,0
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_RIGHT_FRONT,radar,forward_30deg,0-50,59
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_RIGHT_FRONT,radar,forward_30deg,50-100,105
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_RIGHT_FRONT,radar,forward_30deg,100-150,117
75f794a6f0dd4e2c9910b2f8f1192b04,RADAR_RIGHT_FRONT,radar,forward_30deg,150-400,27
