scenario,class_id,class,band_m,points
2022-08-30_siegertsbrunn_feldwege,39,wall,150-400,0
2022-08-30_siegertsbrunn_feldwege,39,wall,>=400,0
2022-08-30_siegertsbrunn_feldwege,40,rock,0-50,0
2022-08-30_siegertsbrunn_feldwege,40,rock,50-100,0
2022-08-30_siegertsbrunn_feldwege,40,rock,100-150,0
2022-08-30_siegertsbrunn_feldwege,40,rock,150-400,0
2022-08-30_siegertsbrunn_feldwege,40,rock,>=400,0
2022-08-30_siegertsbrunn_feldwege,41,fence,0-50,75203
2022-08-30_siegertsbrunn_feldwege,41,fence,50-100,5724
2022-08-30_siegertsbrunn_feldwege,41,fence,100-150,2960
2022-08-30_siegertsbrunn_feldwege,41,fence,150-400,905
2022-08-30_siegertsbrunn_feldwege,41,fence,>=400,0
2022-08-30_siegertsbrunn_feldwege,42,guard_rail,0-50,192
2022-08-30_siegertsbrunn_feldwege,42,guard_rail,50-100,0
2022-08-30_siegertsbrunn_feldwege,42,guard_rail,100-150,0
2022-08-30_siegertsbrunn_feldwege,42,guard_rail,150-400,0
2022-08-30_siegertsbrunn_feldwege,42,guard_rail,>=400,0
2022-08-30_siegertsbrunn_feldwege,43,bridge,0-50,0
2022-08-30_siegertsbrunn_feldwege,43,bridge,50-100,0
2022-08-30_siegertsbrunn_feldwege,43,bridge,100-150,0
2022-08-30_siegertsbrunn_feldwege,43,bridge,150-400,0
2022-08-30_siegertsbrunn_feldwege,43,bridge,>=400,0
2022-08-30_siegertsbrunn_feldwege,44,tunnel,0-50,0
2022-08-30_siegertsbrunn_feldwege,44,tunnel,50-100,0
2022-08-30_siegertsbrunn_feldwege,44,tunnel,100-150,0
2022-08-30_siegertsbrunn_feldwege,44,tunnel,150-400,0
2022-08-30_siegertsbrunn_feldwege,44,tunnel,>=400,0
2022-08-30_siegertsbrunn_feldwege,45,pole,0-50,25216
2022-08-30_siegertsbrunn_feldwege,45,pole,50-100,2441
2022-08-30_siegertsbrunn_feldwege,45,pole,100-150,865
2022-08-30_siegertsbrunn_feldwege,45,pole,150-400,353
2022-08-30_siegertsbrunn_feldwege,45,pole,>=400,0
2022-08-30_siegertsbrunn_feldwege,46,traffic_sign,0-50,29448
2022-08-30_siegertsbrunn_feldwege,46,traffic_sign,50-100,286
2022-08-30_siegertsbrunn_feldwege,46,traffic_sign,100-150,57
2022-08-30_siegertsbrunn_feldwege,46,traffic_sign,150-400,24
2022-08-30_siegertsbrunn_feldwege,46,traffic_sign,>=400,0
2022-08-30_siegertsbrunn_feldwege,47,misc_sign,0-50,42260
2022-08-30_siegertsbrunn_feldwege,47,misc_sign,50-100,1722
2022-08-30_siegertsbrunn_feldwege,47,misc_sign,100-150,594
2022-08-30_siegertsbrunn_feldwege,47,misc_sign,150-400,122
2022-08-30_siegertsbrunn_feldwege,47,misc_sign,>=400,0
2022-08-30_siegertsbrunn_feldwege,48,barrier_tape,0-50,14
2022-08-30_siegertsbrunn_feldwege,48,barrier_tape,50-100,0
2022-08-30_siegertsbrunn_feldwege,48,barrier_tape,100-150,0
2022-08-30_siegertsbrunn_feldwege,48,barrier_tape,150-400,0
2022-08-30_siegertsbrunn_feldwege,48,barrier_tape,>=400,0
2022-08-30_siegertsbrunn_feldwege,49,kick_scooter,0-50,0
2022-08-30_siegertsbrunn_feldwege,49,kick_scooter,50-100,0
2022-08-30_siegertsbrunn_feldwege,49,kick_scooter,100-150,0
2022-08-30_siegertsbrunn_feldwege,49,kick_scooter,150-400,0
2022-08-30_siegertsbrunn_feldwege,49,kick_scooter,>=400,0
2022-08-30_siegertsbrunn_feldwege,50,low_grass,0-50,2943515
2022-08-30_siegertsbrunn_feldwege,50,low_grass,50-100,677046
2022-08-30_siegertsbrunn_feldwege,50,low_grass,100-150,174714
2022-08-30_siegertsbrunn_feldwege,50,low_grass,150-400,54851
2022-08-30_siegertsbrunn_feldwege,50,low_grass,>=400,0
2022-08-30_siegertsbrunn_feldwege,51,high_grass,0-50,532193
2022-08-30_siegertsbrunn_feldwege,51,high_grass,50-100,52444
2022-08-30_siegertsbrunn_feldwege,51,high_grass,100-150,18488
2022-08-30_siegertsbrunn_feldwege,51,high_grass,150-400,5445
2022-08-30_siegertsbrunn_feldwege,51,high_grass,>=400,0
2022-08-30_siegertsbrunn_feldwege,52,scenery_vegetation,0-50,0
2022-08-30_siegertsbrunn_feldwege,52,scenery_vegetation,50-100,0
2022-08-30_siegertsbrunn_feldwege,52,scenery_vegetation,100-150,0
2022-08-30_siegertsbrunn_feldwege,52,scenery_vegetation,150-400,0
2022-08-30_siegertsbrunn_feldwege,52,scenery_vegetation,>=400,0
2022-08-30_siegertsbrunn_feldwege,53,sky,0-50,0
2022-08-30_siegertsbrunn_feldwege,53,sky,50-100,0
2022-08-30_siegertsbrunn_feldwege,53,sky,100-150,0
2022-08-30_siegertsbrunn_feldwege,53,sky,150-400,0
2022-08-30_siegertsbrunn_feldwege,53,sky,>=400,0
2022-08-30_siegertsbrunn_feldwege,54,water,0-50,25
2022-08-30_siegertsbrunn_feldwege,54,water,50-100,0
2022-08-30_siegertsbrunn_feldwege,54,water,100-150,0
2022-08-30_siegertsbrunn_feldwege,54,water,150-400,0
2022-08-30_siegertsbrunn_feldwege,54,water,>=400,0
2022-08-30_siegertsbrunn_feldwege,55,wire,0-50,5078
2022-08-30_siegertsbrunn_feldwege,55,wire,50-100,5439
2022-08-30_siegertsbrunn_feldwege,55,wire,100-150,2346
2022-08-30_siegertsbrunn_feldwege,55,wire,150-400,339
2022-08-30_siegertsbrunn_feldwege,55,wire,>=400,0
2022-08-30_siegertsbrunn_feldwege,56,outlier,0-50,0
2022-08-30_siegertsbrunn_feldwege,56,outlier,50-100,0
2022-08-30_siegertsbrunn_feldwege,56,outlier,100-150,0
2022-08-30_siegertsbrunn_feldwege,56,outlier,150-400,0
2022-08-30_siegertsbrunn_feldwege,56,outlier,>=400,0
2022-08-30_siegertsbrunn_feldwege,57,heavy_machinery,0-50,0
2022-08-30_siegertsbrunn_feldwege,57,heavy_machinery,50-100,0
2022-08-30_siegertsbrunn_feldwege,57,heavy_machinery,100-150,0
2022-08-30_siegertsbrunn_feldwege,57,heavy_machinery,150-400,0
2022-08-30_siegertsbrunn_feldwege,57,heavy_machinery,>=400,0
2022-08-30_siegertsbrunn_feldwege,58,container,0-50,0
2022-08-30_siegertsbrunn_feldwege,58,container,50-100,562
2022-08-30_siegertsbrunn_feldwege,58,container,100-150,719
2022-08-30_siegertsbrunn_feldwege,58,container,150-400,35
2022-08-30_siegertsbrunn_feldwege,58,container,>=400,0
2022-08-30_siegertsbrunn_feldwege,59,hedge,0-50,420853
2022-08-30_siegertsbrunn_feldwege,59,hedge,50-100,22838
2022-08-30_siegertsbrunn_feldwege,59,hedge,100-150,11370
2022-08-30_siegertsbrunn_feldwege,59,hedge,150-400,2366
2022-08-30_siegertsbrunn_feldwege,59,hedge,>=400,0
2022-08-30_siegertsbrunn_feldwege,60,barrel,0-50,311
2022-08-30_siegertsbrunn_feldwege,60,barrel,50-100,10
2022-08-30_siegertsbrunn_feldwege,60,barrel,100-150,10
2022-08-30_siegertsbrunn_feldwege,60,barrel,150-400,0
2022-08-30_siegertsbrunn_feldwege,60,barrel,>=400,0
2022-08-30_siegertsbrunn_feldwege,61,pipe,0-50,0
2022-08-30_siegertsbrunn_feldwege,61,pipe,50-100,0
2022-08-30_siegertsbrunn_feldwege,61,pipe,100-150,0
2022-08-30_siegertsbrunn_feldwege,61,pipe,150-400,0
2022-08-30_siegertsbrunn_feldwege,61,pipe,>=400,0
2022-08-30_siegertsbrunn_feldwege,62,tree_root,0-50,0
2022-08-30_siegertsbrunn_feldwege,62,tree_root,50-100,0
2022-08-30_siegertsbrunn_feldwege,62,tree_root,100-150,0
2022-08-30_siegertsbrunn_feldwege,62,tree_root,150-400,0
2022-08-30_siegertsbrunn_feldwege,62,tree_root,>=400,0
2022-08-30_siegertsbrunn_feldwege,63,military_vehicle,0-50,0
2022-08-30_siegertsbrunn_feldwege,63,military_vehicle,50-100,0
2022-08-30_siegertsbrunn_feldwege,63,military_vehicle,100-150,0
2022-08-30_siegertsbrunn_feldwege,63,military_vehicle,150-400,0
2022-08-30_siegertsbrunn_feldwege,63,military_vehicle,>=400,0
2022-09-21_garching_uebungsplatz_2,0,undefined,0-50,588
2022-09-21_garching_uebungsplatz_2,0,undefined,50-100,103
2022-09-21_garching_uebungsplatz_2,0,undefined,100-150,94
2022-09-21_garching_uebungsplatz_2,0,undefined,150-400,42
2022-09-21_garching_uebungsplatz_2,0,undefined,>=400,0
2022-09-21_garching_uebungsplatz_2,1,traffic_cone,0-50,0
2022-09-21_garching_uebungsplatz_2,1,traffic_cone,50-100,0
2022-09-21_garching_uebungsplatz_2,1,traffic_cone,100-150,0
2022-09-21_garching_uebungsplatz_2,1,traffic_cone,150-400,0
2022-09-21_garching_uebungsplatz_2,1,traffic_cone,>=400,0
2022-09-21_garching_uebungsplatz_2,2,snow,0-50,0
2022-09-21_garching_uebungsplatz_2,2,snow,50-100,0
2022-09-21_garching_uebungsplatz_2,2,snow,100-150,0
2022-09-21_garching_uebungsplatz_2,2,snow,150-400,0
2022-09-21_garching_uebungsplatz_2,2,snow,>=400,0
2022-09-21_garching_uebungsplatz_2,3,cobble,0-50,0
2022-09-21_garching_uebungsplatz_2,3,cobble,50-100,0
2022-09-21_garching_uebungsplatz_2,3,cobble,100-150,0
2022-09-21_garching_uebungsplatz_2,3,cobble,150-400,0
2022-09-21_garching_uebungsplatz_2,3,cobble,>=400,0
2022-09-21_garching_uebungsplatz_2,4,obstacle,0-50,6394
2022-09-21_garching_uebungsplatz_2,4,obstacle,50-100,251
2022-09-21_garching_uebungsplatz_2,4,obstacle,100-150,96
2022-09-21_garching_uebungsplatz_2,4,obstacle,150-400,61
2022-09-21_garching_uebungsplatz_2,4,obstacle,>=400,0
2022-09-21_garching_uebungsplatz_2,5,leaves,0-50,80003
2022-09-21_garching_uebungsplatz_2,5,leaves,50-100,296
2022-09-21_garching_uebungsplatz_2,5,leaves,100-150,5
2022-09-21_garching_uebungsplatz_2,5,leaves,150-400,1
2022-09-21_garching_uebungsplatz_2,5,leaves,>=400,0
2022-09-21_garching_uebungsplatz_2,6,street_light,0-50,0
2022-09-21_garching_uebungsplatz_2,6,street_light,50-100,0
2022-09-21_garching_uebungsplatz_2,6,street_light,100-150,0
2022-09-21_garching_uebungsplatz_2,6,street_light,150-400,0
2022-09-21_garching_uebungsplatz_2,6,street_light,>=400,0
2022-09-21_garching_uebungsplatz_2,7,bikeway,0-50,0
2022-09-21_garching_uebungsplatz_2,7,bikeway,50-100,0
2022-09-21_garching_uebungsplatz_2,7,bikeway,100-150,0
2022-09-21_garching_uebungsplatz_2,7,bikeway,150-400,0
2022-09-21_garching_uebungsplatz_2,7,bikeway,>=400,0
2022-09-21_garching_uebungsplatz_2,8,ego_vehicle,0-50,42006
2022-09-21_garching_uebungsplatz_2,8,ego_vehicle,50-100,0
2022-09-21_garching_uebungsplatz_2,8,ego_vehicle,100-150,0
2022-09-21_garching_uebungsplatz_2,8,ego_vehicle,150-400,0
2022-09-21_garching_uebungsplatz_2,8,ego_vehicle,>=400,0
2022-09-21_garching_uebungsplatz_2,9,pedestrian_crossing,0-50,0
2022-09-21_garching_uebungsplatz_2,9,pedestrian_crossing,50-100,0
2022-09-21_garching_uebungsplatz_2,9,pedestrian_crossing,100-150,0
2022-09-21_garching_uebungsplatz_2,9,pedestrian_crossing,150-400,0
2022-09-21_garching_uebungsplatz_2,9,pedestrian_crossing,>=400,0
2022-09-21_garching_uebungsplatz_2,10,road_block,0-50,0
2022-09-21_garching_uebungsplatz_2,10,road_block,50-100,0
2022-09-21_garching_uebungsplatz_2,10,road_block,100-150,0
2022-09-21_garching_uebungsplatz_2,10,road_block,150-400,0
2022-09-21_garching_uebungsplatz_2,10,road_block,>=400,0
2022-09-21_garching_uebungsplatz_2,11,road_marking,0-50,0
2022-09-21_garching_uebungsplatz_2,11,road_marking,50-100,0
2022-09-21_garching_uebungsplatz_2,11,road_marking,100-150,0
2022-09-21_garching_uebungsplatz_2,11,road_marking,150-400,0
2022-09-21_garching_uebungsplatz_2,11,road_marking,>=400,0
2022-09-21_garching_uebungsplatz_2,12,car,0-50,0
2022-09-21_garching_uebungsplatz_2,12,car,50-100,0
2022-09-21_garching_uebungsplatz_2,12,car,100-150,0
2022-09-21_garching_uebungsplatz_2,12,car,150-400,0
2022-09-21_garching_uebungsplatz_2,12,car,>=400,0
2022-09-21_garching_uebungsplatz_2,13,bicycle,0-50,0
2022-09-21_garching_uebungsplatz_2,13,bicycle,50-100,0
2022-09-21_garching_uebungsplatz_2,13,bicycle,100-150,0
2022-09-21_garching_uebungsplatz_2,13,bicycle,150-400,0
2022-09-21_garching_uebungsplatz_2,13,bicycle,>=400,0
2022-09-21_garching_uebungsplatz_2,14,person,0-50,0
2022-09-21_garching_uebungsplatz_2,14,person,50-100,0
2022-09-21_garching_uebungsplatz_2,14,person,100-150,0
2022-09-21_garching_uebungsplatz_2,14,person,150-400,0
2022-09-21_garching_uebungsplatz_2,14,person,>=400,0
2022-09-21_garching_uebungsplatz_2,15,bus,0-50,0
2022-09-21_garching_uebungsplatz_2,15,bus,50-100,0
2022-09-21_garching_uebungsplatz_2,15,bus,100-150,0
2022-09-21_garching_uebungsplatz_2,15,bus,150-400,0
2022-09-21_garching_uebungsplatz_2,15,bus,>=400,0
2022-09-21_garching_uebungsplatz_2,16,forest,0-50,7811493
2022-09-21_garching_uebungsplatz_2,16,forest,50-100,976464
2022-09-21_garching_uebungsplatz_2,16,forest,100-150,365672
2022-09-21_garching_uebungsplatz_2,16,forest,150-400,142090
2022-09-21_garching_uebungsplatz_2,16,forest,>=400,0
2022-09-21_garching_uebungsplatz_2,17,bush,0-50,2834987
2022-09-21_garching_uebungsplatz_2,17,bush,50-100,221570
2022-09-21_garching_uebungsplatz_2,17,bush,100-150,31487
2022-09-21_garching_uebungsplatz_2,17,bush,150-400,9562
2022-09-21_garching_uebungsplatz_2,17,bush,>=400,0
2022-09-21_garching_uebungsplatz_2,18,moss,0-50,0
2022-09-21_garching_uebungsplatz_2,18,moss,50-100,0
2022-09-21_garching_uebungsplatz_2,18,moss,100-150,0
2022-09-21_garching_uebungsplatz_2,18,moss,150-400,0
2022-09-21_garching_uebungsplatz_2,18,moss,>=400,0
2022-09-21_garching_uebungsplatz_2,19,traffic_light,0-50,0
2022-09-21_garching_uebungsplatz_2,19,traffic_light,50-100,0
2022-09-21_garching_uebungsplatz_2,19,traffic_light,100-150,0
2022-09-21_garching_uebungsplatz_2,19,traffic_light,150-400,0
2022-09-21_garching_uebungsplatz_2,19,traffic_light,>=400,0
2022-09-21_garching_uebungsplatz_2,20,motorcycle,0-50,0
2022-09-21_garching_uebungsplatz_2,20,motorcycle,50-100,0
2022-09-21_garching_uebungsplatz_2,20,motorcycle,100-150,0
2022-09-21_garching_uebungsplatz_2,20,motorcycle,150-400,0
2022-09-21_garching_uebungsplatz_2,20,motorcycle,>=400,0
2022-09-21_garching_uebungsplatz_2,21,sidewalk,0-50,0
2022-09-21_garching_uebungsplatz_2,21,sidewalk,50-100,0
2022-09-21_garching_uebungsplatz_2,21,sidewalk,100-150,0
2022-09-21_garching_uebungsplatz_2,21,sidewalk,150-400,0
2022-09-21_garching_uebungsplatz_2,21,sidewalk,>=400,0
2022-09-21_garching_uebungsplatz_2,22,curb,0-50,0
2022-09-21_garching_uebungsplatz_2,22,curb,50-100,0
2022-09-21_garching_uebungsplatz_2,22,curb,100-150,0
2022-09-21_garching_uebungsplatz_2,22,curb,150-400,0
2022-09-21_garching_uebungsplatz_2,22,curb,>=400,0
2022-09-21_garching_uebungsplatz_2,23,asphalt,0-50,118263
2022-09-21_garching_uebungsplatz_2,23,asphalt,50-100,15999
2022-09-21_garching_uebungsplatz_2,23,asphalt,100-150,929
2022-09-21_garching_uebungsplatz_2,23,asphalt,150-400,37
2022-09-21_garching_uebungsplatz_2,23,asphalt,>=400,0
2022-09-21_garching_uebungsplatz_2,24,gravel,0-50,553821
2022-09-21_garching_uebungsplatz_2,24,gravel,50-100,19560
2022-09-21_garching_uebungsplatz_2,24,gravel,100-150,1859
2022-09-21_garching_uebungsplatz_2,24,gravel,150-400,233
2022-09-21_garching_uebungsplatz_2,24,gravel,>=400,0
2022-09-21_garching_uebungsplatz_2,25,boom_barrier,0-50,0
2022-09-21_garching_uebungsplatz_2,25,boom_barrier,50-100,0
2022-09-21_garching_uebungsplatz_2,25,boom_barrier,100-150,0
2022-09-21_garching_uebungsplatz_2,25,boom_barrier,150-400,0
2022-09-21_garching_uebungsplatz_2,25,boom_barrier,>=400,0
2022-09-21_garching_uebungsplatz_2,26,rail_track,0-50,0
2022-09-21_garching_uebungsplatz_2,26,rail_track,50-100,0
2022-09-21_garching_uebungsplatz_2,26,rail_track,100-150,0
2022-09-21_garching_uebungsplatz_2,26,rail_track,150-400,0
2022-09-21_garching_uebungsplatz_2,26,rail_track,>=400,0
2022-09-21_garching_uebungsplatz_2,27,tree_crown,0-50,1694897
2022-09-21_garching_uebungsplatz_2,27,tree_crown,50-100,129690
2022-09-21_garching_uebungsplatz_2,27,tree_crown,100-150,19717
2022-09-21_garching_uebungsplatz_2,27,tree_crown,150-400,3087
2022-09-21_garching_uebungsplatz_2,27,tree_crown,>=400,0
2022-09-21_garching_uebungsplatz_2,28,tree_trunk,0-50,904846
2022-09-21_garching_uebungsplatz_2,28,tree_trunk,50-100,57956
2022-09-21_garching_uebungsplatz_2,28,tree_trunk,100-150,3551
2022-09-21_garching_uebungsplatz_2,28,tree_trunk,150-400,180
2022-09-21_garching_uebungsplatz_2,28,tree_trunk,>=400,0
2022-09-21_garching_uebungsplatz_2,29,debris,0-50,8490
2022-09-21_garching_uebungsplatz_2,29,debris,50-100,29
2022-09-21_garching_uebungsplatz_2,29,debris,100-150,0
2022-09-21_garching_uebungsplatz_2,29,debris,150-400,0
2022-09-21_garching_uebungsplatz_2,29,debris,>=400,0
2022-09-21_garching_uebungsplatz_2,30,crops,0-50,0
2022-09-21_garching_uebungsplatz_2,30,crops,50-100,0
2022-09-21_garching_uebungsplatz_2,30,crops,100-150,0
2022-09-21_garching_uebungsplatz_2,30,crops,150-400,0
2022-09-21_garching_uebungsplatz_2,30,crops,>=400,0
2022-09-21_garching_uebungsplatz_2,31,soil,0-50,8377
2022-09-21_garching_uebungsplatz_2,31,soil,50-100,10
2022-09-21_garching_uebungsplatz_2,31,soil,100-150,0
2022-09-21_garching_uebungsplatz_2,31,soil,150-400,0
2022-09-21_garching_uebungsplatz_2,31,soil,>=400,0
2022-09-21_garching_uebungsplatz_2,32,rider,0-50,0
2022-09-21_garching_uebungsplatz_2,32,rider,50-100,0
2022-09-21_garching_uebungsplatz_2,32,rider,100-150,0
2022-09-21_garching_uebungsplatz_2,32,rider,150-400,0
2022-09-21_garching_uebungsplatz_2,32,rider,>=400,0
2022-09-21_garching_uebungsplatz_2,33,animal,0-50,0
2022-09-21_garching_uebungsplatz_2,33,animal,50-100,0
2022-09-21_garching_uebungsplatz_2,33,animal,100-150,0
2022-09-21_garching_uebungsplatz_2,33,animal,150-400,0
2022-09-21_garching_uebungsplatz_2,33,animal,>=400,0
2022-09-21_garching_uebungsplatz_2,34,truck,0-50,0
2022-09-21_garching_uebungsplatz_2,34,truck,50-100,0
2022-09-21_garching_uebungsplatz_2,34,truck,100-150,0
2022-09-21_garching_uebungsplatz_2,34,truck,150-400,0
2022-09-21_garching_uebungsplatz_2,34,truck,>=400,0
2022-09-21_garching_uebungsplatz_2,35,on_rails,0-50,0
2022-09-21_garching_uebungsplatz_2,35,on_rails,50-100,0
2022-09-21_garching_uebungsplatz_2,35,on_rails,100-150,0
2022-09-21_garching_uebungsplatz_2,35,on_rails,150-400,0
2022-09-21_garching_uebungsplatz_2,35,on_rails,>=400,0
2022-09-21_garching_uebungsplatz_2,36,caravan,0-50,0
2022-09-21_garching_uebungsplatz_2,36,caravan,50-100,0
2022-09-21_garching_uebungsplatz_2,36,caravan,100-150,0
2022-09-21_garching_uebungsplatz_2,36,caravan,150-400,0
2022-09-21_garching_uebungsplatz_2,36,caravan,>=400,0
2022-09-21_garching_uebungsplatz_2,37,trailer,0-50,0
2022-09-21_garching_uebungsplatz_2,37,trailer,50-100,0
2022-09-21_garching_uebungsplatz_2,37,trailer,100-150,0
2022-09-21_garching_uebungsplatz_2,37,trailer,150-400,0
2022-09-21_garching_uebungsplatz_2,37,trailer,>=400,0
2022-09-21_garching_uebungsplatz_2,38,building,0-50,0
2022-09-21_garching_uebungsplatz_2,38,building,50-100,0
2022-09-21_garching_uebungsplatz_2,38,building,100-150,0
2022-09-21_garching_uebungsplatz_2,38,building,150-400,0
2022-09-21_garching_uebungsplatz_2,38,building,>=400,0
2022-09-21_garching_uebungsplatz_2,39,wall,0-50,0
2022-09-21_garching_uebungsplatz_2,39,wall,50-100,0
2022-09-21_garching_uebungsplatz_2,39,wall,100-150,0
2022-09-21_garching_uebungsplatz_2,39,wall,150-400,0
2022-09-21_garching_uebungsplatz_2,39,wall,>=400,0
2022-09-21_garching_uebungsplatz_2,40,rock,0-50,189
2022-09-21_garching_uebungsplatz_2,40,rock,50-100,14
2022-09-21_garching_uebungsplatz_2,40,rock,100-150,0
2022-09-21_garching_uebungsplatz_2,40,rock,150-400,0
2022-09-21_garching_uebungsplatz_2,40,rock,>=400,0
2022-09-21_garching_uebungsplatz_2,41,fence,0-50,4015
2022-09-21_garching_uebungsplatz_2,41,fence,50-100,50
2022-09-21_garching_uebungsplatz_2,41,fence,100-150,0
2022-09-21_garching_uebungsplatz_2,41,fence,150-400,0
2022-09-21_garching_uebungsplatz_2,41,fence,>=400,0
2022-09-21_garching_uebungsplatz_2,42,guard_rail,0-50,0
2022-09-21_garching_uebungsplatz_2,42,guard_rail,50-100,0
2022-09-21_garching_uebungsplatz_2,42,guard_rail,100-150,0
2022-09-21_garching_uebungsplatz_2,42,guard_rail,150-400,0
2022-09-21_garching_uebungsplatz_2,42,guard_rail,>=400,0
2022-09-21_garching_uebungsplatz_2,43,bridge,0-50,0
2022-09-21_garching_uebungsplatz_2,43,bridge,50-100,0
2022-09-21_garching_uebungsplatz_2,43,bridge,100-150,0
2022-09-21_garching_uebungsplatz_2,43,bridge,150-400,0
2022-09-21_garching_uebungsplatz_2,43,bridge,>=400,0
2022-09-21_garching_uebungsplatz_2,44,tunnel,0-50,0
2022-09-21_garching_uebungsplatz_2,44,tunnel,50-100,0
2022-09-21_garching_uebungsplatz_2,44,tunnel,100-150,0
2022-09-21_garching_uebungsplatz_2,44,tunnel,150-400,0
2022-09-21_garching_uebungsplatz_2,44,tunnel,>=400,0
2022-09-21_garching_uebungsplatz_2,45,pole,0-50,1234
2022-09-21_garching_uebungsplatz_2,45,pole,50-100,0
2022-09-21_garching_uebungsplatz_2,45,pole,100-150,4
2022-09-21_garching_uebungsplatz_2,45,pole,150-400,0
2022-09-21_garching_uebungsplatz_2,45,pole,>=400,0
2022-09-21_garching_uebungsplatz_2,46,traffic_sign,0-50,0
2022-09-21_garching_uebungsplatz_2,46,traffic_sign,50-100,0
2022-09-21_garching_uebungsplatz_2,46,traffic_sign,100-150,0
2022-09-21_garching_uebungsplatz_2,46,traffic_sign,150-400,0
2022-09-21_garching_uebungsplatz_2,46,traffic_sign,>=400,0
2022-09-21_garching_uebungsplatz_2,47,misc_sign,0-50,8718
2022-09-21_garching_uebungsplatz_2,47,misc_sign,50-100,0
2022-09-21_garching_uebungsplatz_2,47,misc_sign,100-150,7
2022-09-21_garching_uebungsplatz_2,47,misc_sign,150-400,0
2022-09-21_garching_uebungsplatz_2,47,misc_sign,>=400,0
2022-09-21_garching_uebungsplatz_2,48,barrier_tape,0-50,0
2022-09-21_garching_uebungsplatz_2,48,barrier_tape,50-100,0
2022-09-21_garching_uebungsplatz_2,48,barrier_tape,100-150,0
2022-09-21_garching_uebungsplatz_2,48,barrier_tape,150-400,0
2022-09-21_garching_uebungsplatz_2,48,barrier_tape,>=400,0
2022-09-21_garching_uebungsplatz_2,49,kick_scooter,0-50,0
2022-09-21_garching_uebungsplatz_2,49,kick_scooter,50-100,0
2022-09-21_garching_uebungsplatz_2,49,kick_scooter,100-150,0
2022-09-21_garching_uebungsplatz_2,49,kick_scooter,150-400,0
2022-09-21_garching_uebungsplatz_2,49,kick_scooter,>=400,0
2022-09-21_garching_uebungsplatz_2,50,low_grass,0-50,4365556
2022-09-21_garching_uebungsplatz_2,50,low_grass,50-100,306919
2022-09-21_garching_uebungsplatz_2,50,low_grass,100-150,45203
2022-09-21_garching_uebungsplatz_2,50,low_grass,150-400,10618
2022-09-21_garching_uebungsplatz_2,50,low_grass,>=400,0
2022-09-21_garching_uebungsplatz_2,51,high_grass,0-50,4048612
2022-09-21_garching_uebungsplatz_2,51,high_grass,50-100,147358
2022-09-21_garching_uebungsplatz_2,51,high_grass,100-150,14336
2022-09-21_garching_uebungsplatz_2,51,high_grass,150-400,2225
2022-09-21_garching_uebungsplatz_2,51,high_grass,>=400,0
2022-09-21_garching_uebungsplatz_2,52,scenery_vegetation,0-50,0
2022-09-21_garching_uebungsplatz_2,52,scenery_vegetation,50-100,0
2022-09-21_garching_uebungsplatz_2,52,scenery_vegetation,100-150,0
2022-09-21_garching_uebungsplatz_2,52,scenery_vegetation,150-400,0
2022-09-21_garching_uebungsplatz_2,52,scenery_vegetation,>=400,0
2022-09-21_garching_uebungsplatz_2,53,sky,0-50,0
2022-09-21_garching_uebungsplatz_2,53,sky,50-100,0
2022-09-21_garching_uebungsplatz_2,53,sky,100-150,0
2022-09-21_garching_uebungsplatz_2,53,sky,150-400,0
2022-09-21_garching_uebungsplatz_2,53,sky,>=400,0
2022-09-21_garching_uebungsplatz_2,54,water,0-50,0
2022-09-21_garching_uebungsplatz_2,54,water,50-100,0
2022-09-21_garching_uebungsplatz_2,54,water,100-150,0
2022-09-21_garching_uebungsplatz_2,54,water,150-400,0
2022-09-21_garching_uebungsplatz_2,54,water,>=400,0
2022-09-21_garching_uebungsplatz_2,55,wire,0-50,0
2022-09-21_garching_uebungsplatz_2,55,wire,50-100,0
2022-09-21_garching_uebungsplatz_2,55,wire,100-150,0
2022-09-21_garching_uebungsplatz_2,55,wire,150-400,0
2022-09-21_garching_uebungsplatz_2,55,wire,>=400,0
2022-09-21_garching_uebungsplatz_2,56,outlier,0-50,0
2022-09-21_garching_uebungsplatz_2,56,outlier,50-100,0
2022-09-21_garching_uebungsplatz_2,56,outlier,100-150,0
2022-09-21_garching_uebungsplatz_2,56,outlier,150-400,0
2022-09-21_garching_uebungsplatz_2,56,outlier,>=400,0
2022-09-21_garching_uebungsplatz_2,57,heavy_machinery,0-50,0
2022-09-21_garching_uebungsplatz_2,57,heavy_machinery,50-100,0
2022-09-21_garching_uebungsplatz_2,57,heavy_machinery,100-150,0
2022-09-21_garching_uebungsplatz_2,57,heavy_machinery,150-400,0
2022-09-21_garching_uebungsplatz_2,57,heavy_machinery,>=400,0
2022-09-21_garching_uebungsplatz_2,58,container,0-50,0
2022-09-21_garching_uebungsplatz_2,58,container,50-100,0
2022-09-21_garching_uebungsplatz_2,58,container,100-150,0
2022-09-21_garching_uebungsplatz_2,58,container,150-400,0
2022-09-21_garching_uebungsplatz_2,58,container,>=400,0
2022-09-21_garching_uebungsplatz_2,59,hedge,0-50,0
2022-09-21_garching_uebungsplatz_2,59,hedge,50-100,0
2022-09-21_garching_uebungsplatz_2,59,hedge,100-150,0
2022-09-21_garching_uebungsplatz_2,59,hedge,150-400,0
2022-09-21_garching_uebungsplatz_2,59,hedge,>=400,0
2022-09-21_garching_uebungsplatz_2,60,barrel,0-50,0
