sample_token,source,region,band_m,count,denominator
0113d3fc23954918ab040dd627bb4b0f,RADAR_LEFT_FRONT,forward_30deg,>=400,0,482
0113d3fc23954918ab040dd627bb4b0f,LIDAR_LEFT,all_azimuth,0-50,80352,83224
0113d3fc23954918ab040dd627bb4b0f,LIDAR_LEFT,all_azimuth,50-100,2097,83224
0113d3fc23954918ab040dd627bb4b0f,LIDAR_LEFT,all_azimuth,100-150,425,83224
0113d3fc23954918ab040dd627bb4b0f,LIDAR_LEFT,all_azimuth,150-400,350,83224
0113d3fc23954918ab040dd627bb4b0f,LIDAR_LEFT,all_azimuth,>=400,0,83224
0113d3fc23954918ab040dd627bb4b0f,LIDAR_LEFT,forward_30deg,0-50,26078,26932
0113d3fc23954918ab040dd627bb4b0f,LIDAR_LEFT,forward_30deg,50-100,716,26932
0113d3fc23954918ab040dd627bb4b0f,LIDAR_LEFT,forward_30deg,100-150,138,26932
0113d3fc23954918ab040dd627bb4b0f,LIDAR_LEFT,forward_30deg,150-400,0,26932
0113d3fc23954918ab040dd627bb4b0f,LIDAR_LEFT,forward_30deg,>=400,0,26932
0113d3fc23954918ab040dd627bb4b0f,LIDAR_TOP_FRONT,all_azimuth,0-50,19456,19459
0113d3fc23954918ab040dd627bb4b0f,LIDAR_TOP_FRONT,all_azimuth,50-100,3,19459
0113d3fc23954918ab040dd627bb4b0f,LIDAR_TOP_FRONT,all_azimuth,100-150,0,19459
0113d3fc23954918ab040dd627bb4b0f,LIDAR_TOP_FRONT,all_azimuth,150-400,0,19459
0113d3fc23954918ab040dd627bb4b0f,LIDAR_TOP_FRONT,all_azimuth,>=400,0,19459
0113d3fc23954918ab040dd627bb4b0f,LIDAR_TOP_FRONT,forward_30deg,0-50,13843,13843
0113d3fc23954918ab040dd627bb4b0f,LIDAR_TOP_FRONT,forward_30deg,50-100,0,13843
0113d3fc23954918ab040dd627bb4b0f,LIDAR_TOP_FRONT,forward_30deg,100-150,0,13843
0113d3fc23954918ab040dd627bb4b0f,LIDAR_TOP_FRONT,forward_30deg,150-400,0,13843
0113d3fc23954918ab040dd627bb4b0f,LIDAR_TOP_FRONT,forward_30deg,>=400,0,13843
0113d3fc23954918ab040dd627bb4b0f,ground_truth,all_azimuth,0-50,33,34
0113d3fc23954918ab040dd627bb4b0f,ground_truth,all_azimuth,50-100,1,34
0113d3fc23954918ab040dd627bb4b0f,ground_truth,all_azimuth,100-150,0,34
0113d3fc23954918ab040dd627bb4b0f,ground_truth,all_azimuth,150-400,0,34
0113d3fc23954918ab040dd627bb4b0f,ground_truth,all_azimuth,>=400,0,34
0113d3fc23954918ab040dd627bb4b0f,ground_truth,forward_30deg,0-50,9,9
0113d3fc23954918ab040dd627bb4b0f,ground_truth,forward_30deg,50-100,0,9
0113d3fc23954918ab040dd627bb4b0f,ground_truth,forward_30deg,100-150,0,9
0113d3fc23954918ab040dd627bb4b0f,ground_truth,forward_30deg,150-400,0,9
0113d3fc23954918ab040dd627bb4b0f,ground_truth,forward_30deg,>=400,0,9
25b220729c6b4209804da4a588c3c84c,RADAR_LEFT_FRONT,all_azimuth,0-50,247,800
25b220729c6b4209804da4a588c3c84c,RADAR_LEFT_FRONT,all_azimuth,50-100,283,800
25b220729c6b4209804da4a588c3c84c,RADAR_LEFT_FRONT,all_azimuth,100-150,268,800
25b220729c6b4209804da4a588c3c84c,RADAR_LEFT_FRONT,all_azimuth,150-400,2,800
25b220729c6b4209804da4a588c3c84c,RADAR_LEFT_FRONT,all_azimuth,>=400,0,800
25b220729c6b4209804da4a588c3c84c,RADAR_LEFT_FRONT,forward_30deg,0-50,143,472
25b220729c6b4209804da4a588c3c84c,RADAR_LEFT_FRONT,forward_30deg,50-100,173,472
25b220729c6b4209804da4a588c3c84c,RADAR_LEFT_FRONT,forward_30deg,100-150,155,472
25b220729c6b4209804da4a588c3c84c,RADAR_LEFT_FRONT,forward_30deg,150-400,1,472
25b220729c6b4209804da4a588c3c84c,RADAR_LEFT_FRONT,forward_30deg,>=400,0,472
25b220729c6b4209804da4a588c3c84c,LIDAR_LEFT,all_azimuth,0-50,79723,82927
25b220729c6b4209804da4a588c3c84c,LIDAR_LEFT,all_azimuth,50-100,2537,82927
25b220729c6b4209804da4a588c3c84c,LIDAR_LEFT,all_azimuth,100-150,521,82927
25b220729c6b4209804da4a588c3c84c,LIDAR_LEFT,all_azimuth,150-400,146,82927
25b220729c6b4209804da4a588c3c84c,LIDAR_LEFT,all_azimuth,>=400,0,82927
25b220729c6b4209804da4a588c3c84c,LIDAR_LEFT,forward_30deg,0-50,24606,25390
25b220729c6b4209804da4a588c3c84c,LIDAR_LEFT,forward_30deg,50-100,661,25390
25b220729c6b4209804da4a588c3c84c,LIDAR_LEFT,forward_30deg,100-150,123,25390
25b220729c6b4209804da4a588c3c84c,LIDAR_LEFT,forward_30deg,150-400,0,25390
25b220729c6b4209804da4a588c3c84c,LIDAR_LEFT,forward_30deg,>=400,0,25390
25b220729c6b4209804da4a588c3c84c,LIDAR_TOP_FRONT,all_azimuth,0-50,19133,19149
25b220729c6b4209804da4a588c3c84c,LIDAR_TOP_FRONT,all_azimuth,50-100,15,19149
25b220729c6b4209804da4a588c3c84c,LIDAR_TOP_FRONT,all_azimuth,100-150,1,19149
25b220729c6b4209804da4a588c3c84c,LIDAR_TOP_FRONT,all_azimuth,150-400,0,19149
25b220729c6b4209804da4a588c3c84c,LIDAR_TOP_FRONT,all_azimuth,>=400,0,19149
25b220729c6b4209804da4a588c3c84c,LIDAR_TOP_FRONT,forward_30deg,0-50,13698,13698
25b220729c6b4209804da4a588c3c84c,LIDAR_TOP_FRONT,forward_30deg,50-100,0,13698
25b220729c6b4209804da4a588c3c84c,LIDAR_TOP_FRONT,forward_30deg,100-150,0,13698
25b220729c6b4209804da4a588c3c84c,LIDAR_TOP_FRONT,forward_30deg,150-400,0,13698
25b220729c6b4209804da4a588c3c84c,LIDAR_TOP_FRONT,forward_30deg,>=400,0,13698
25b220729c6b4209804da4a588c3c84c,ground_truth,all_azimuth,0-50,34,35
25b220729c6b4209804da4a588c3c84c,ground_truth,all_azimuth,50-100,1,35
25b220729c6b4209804da4a588c3c84c,ground_truth,all_azimuth,100-150,0,35
25b220729c6b4209804da4a588c3c84c,ground_truth,all_azimuth,150-400,0,35
25b220729c6b4209804da4a588c3c84c,ground_truth,all_azimuth,>=400,0,35
25b220729c6b4209804da4a588c3c84c,ground_truth,forward_30deg,0-50,8,8
25b220729c6b4209804da4a588c3c84c,ground_truth,forward_30deg,50-100,0,8
25b220729c6b4209804da4a588c3c84c,ground_truth,forward_30deg,100-150,0,8
25b220729c6b4209804da4a588c3c84c,ground_truth,forward_30deg,150-400,0,8
25b220729c6b4209804da4a588c3c84c,ground_truth,forward_30deg,>=400,0,8
5141a31284164a69ac4307cb2b9ae6df,RADAR_LEFT_FRONT,all_azimuth,0-50,219,577
5141a31284164a69ac4307cb2b9ae6df,RADAR_LEFT_FRONT,all_azimuth,50-100,241,577
5141a31284164a69ac4307cb2b9ae6df,RADAR_LEFT_FRONT,all_azimuth,100-150,85,577
5141a31284164a69ac4307cb2b9ae6df,RADAR_LEFT_FRONT,all_azimuth,150-400,32,577
5141a31284164a69ac4307cb2b9ae6df,RADAR_LEFT_FRONT,all_azimuth,>=400,0,577
5141a31284164a69ac4307cb2b9ae6df,RADAR_LEFT_FRONT,forward_30deg,0-50,123,328
5141a31284164a69ac4307cb2b9ae6df,RADAR_LEFT_FRONT,forward_30deg,50-100,144,328
5141a31284164a69ac4307cb2b9ae6df,RADAR_LEFT_FRONT,forward_30deg,100-150,38,328
5141a31284164a69ac4307cb2b9ae6df,RADAR_LEFT_FRONT,forward_30deg,150-400,23,328
5141a31284164a69ac4307cb2b9ae6df,RADAR_LEFT_FRONT,forward_30deg,>=400,0,328
5141a31284164a69ac4307cb2b9ae6df,LIDAR_LEFT,all_azimuth,0-50,78877,82600
5141a31284164a69ac4307cb2b9ae6df,LIDAR_LEFT,all_azimuth,50-100,3024,82600
5141a31284164a69ac4307cb2b9ae6df,LIDAR_LEFT,all_azimuth,100-150,608,82600
5141a31284164a69ac4307cb2b9ae6df,LIDAR_LEFT,all_azimuth,150-400,91,82600
5141a31284164a69ac4307cb2b9ae6df,LIDAR_LEFT,all_azimuth,>=400,0,82600
5141a31284164a69ac4307cb2b9ae6df,LIDAR_LEFT,forward_30deg,0-50,24896,25568
5141a31284164a69ac4307cb2b9ae6df,LIDAR_LEFT,forward_30deg,50-100,562,25568
5141a31284164a69ac4307cb2b9ae6df,LIDAR_LEFT,forward_30deg,100-150,110,25568
5141a31284164a69ac4307cb2b9ae6df,LIDAR_LEFT,forward_30deg,150-400,0,25568
5141a31284164a69ac4307cb2b9ae6df,LIDAR_LEFT,forward_30deg,>=400,0,25568
5141a31284164a69ac4307cb2b9ae6df,LIDAR_TOP_FRONT,all_azimuth,0-50,18512,18536
5141a31284164a69ac4307cb2b9ae6df,LIDAR_TOP_FRONT,all_azimuth,50-100,23,18536
5141a31284164a69ac4307cb2b9ae6df,LIDAR_TOP_FRONT,all_azimuth,100-150,1,18536
5141a31284164a69ac4307cb2b9ae6df,LIDAR_TOP_FRONT,all_azimuth,150-400,0,18536
5141a31284164a69ac4307cb2b9ae6df,LIDAR_TOP_FRONT,all_azimuth,>=400,0,18536
5141a31284164a69ac4307cb2b9ae6df,LIDAR_TOP_FRONT,forward_30deg,0-50,13489,13489
5141a31284164a69ac4307cb2b9ae6df,LIDAR_TOP_FRONT,forward_30deg,50-100,0,13489
5141a31284164a69ac4307cb2b9ae6df,LIDAR_TOP_FRONT,forward_30deg,100-150,0,13489
5141a31284164a69ac4307cb2b9ae6df,LIDAR_TOP_FRONT,forward_30deg,150-400,0,13489
5141a31284164a69ac4307cb2b9ae6df,LIDAR_TOP_FRONT,forward_30deg,>=400,0,13489
5141a31284164a69ac4307cb2b9ae6df,ground_truth,all_azimuth,0-50,35,36
5141a31284164a69ac4307cb2b9ae6df,ground_truth,all_azimuth,50-100,1,36
5141a31284164a69ac4307cb2b9ae6df,ground_truth,all_azimuth,100-150,0,36
5141a31284164a69ac4307cb2b9ae6df,ground_truth,all_azimuth,150-400,0,36
5141a31284164a69ac4307cb2b9ae6df,ground_truth,all_azimuth,>=400,0,36
5141a31284164a69ac4307cb2b9ae6df,ground_truth,forward_30deg,0-50,6,6
5141a31284164a69ac4307cb2b9ae6df,ground_truth,forward_30deg,50-100,0,6
5141a31284164a69ac4307cb2b9ae6df,ground_truth,forward_30deg,100-150,0,6
5141a31284164a69ac4307cb2b9ae6df,ground_truth,forward_30deg,150-400,0,6
5141a31284164a69ac4307cb2b9ae6df,ground_truth,forward_30deg,>=400,0,6
69c7cd93ec6444f799d8f65f16430e17,RADAR_LEFT_FRONT,all_azimuth,0-50,226,800
69c7cd93ec6444f799d8f65f16430e17,RADAR_LEFT_FRONT,all_azimuth,50-100,331,800
69c7cd93ec6444f799d8f65f16430e17,RADAR_LEFT_FRONT,all_azimuth,100-150,243,800
69c7cd93ec6444f799d8f65f16430e17,RADAR_LEFT_FRONT,all_azimuth,150-400,0,800
69c7cd93ec6444f799d8f65f16430e17,RADAR_LEFT_FRONT,all_azimuth,>=400,0,800
69c7cd93ec6444f799d8f65f16430e17,RADAR_LEFT_FRONT,forward_30deg,0-50,121,458
69c7cd93ec6444f799d8f65f16430e17,RADAR_LEFT_FRONT,forward_30deg,50-100,196,458
69c7cd93ec6444f799d8f65f16430e17,RADAR_LEFT_FRONT,forward_30deg,100-150,141,458
69c7cd93ec6444f799d8f65f16430e17,RADAR_LEFT_FRONT,forward_30deg,150-400,0,458
69c7cd93ec6444f799d8f65f16430e17,RADAR_LEFT_FRONT,forward_30deg,>=400,0,458
69c7cd93ec6444f799d8f65f16430e17,LIDAR_LEFT,all_azimuth,0-50,79560,82878
69c7cd93ec6444f799d8f65f16430e17,LIDAR_LEFT,all_azimuth,50-100,2967,82878
69c7cd93ec6444f799d8f65f16430e17,LIDAR_LEFT,all_azimuth,100-150,343,82878
69c7cd93ec6444f799d8f65f16430e17,LIDAR_LEFT,all_azimuth,150-400,8,82878
69c7cd93ec6444f799d8f65f16430e17,LIDAR_LEFT,all_azimuth,>=400,0,82878
69c7cd93ec6444f799d8f65f16430e17,LIDAR_LEFT,forward_30deg,0-50,25511,26264
69c7cd93ec6444f799d8f65f16430e17,LIDAR_LEFT,forward_30deg,50-100,661,26264
69c7cd93ec6444f799d8f65f16430e17,LIDAR_LEFT,forward_30deg,100-150,92,26264
69c7cd93ec6444f799d8f65f16430e17,LIDAR_LEFT,forward_30deg,150-400,0,26264
69c7cd93ec6444f799d8f65f16430e17,LIDAR_LEFT,forward_30deg,>=400,0,26264
69c7cd93ec6444f799d8f65f16430e17,LIDAR_TOP_FRONT,all_azimuth,0-50,18534,18568
69c7cd93ec6444f799d8f65f16430e17,LIDAR_TOP_FRONT,all_azimuth,50-100,34,18568
69c7cd93ec6444f799d8f65f16430e17,LIDAR_TOP_FRONT,all_azimuth,100-150,0,18568
69c7cd93ec6444f799d8f65f16430e17,LIDAR_TOP_FRONT,all_azimuth,150-400,0,18568
69c7cd93ec6444f799d8f65f16430e17,LIDAR_TOP_FRONT,all_azimuth,>=400,0,18568
69c7cd93ec6444f799d8f65f16430e17,LIDAR_TOP_FRONT,forward_30deg,0-50,13684,13684
69c7cd93ec6444f799d8f65f16430e17,LIDAR_TOP_FRONT,forward_30deg,50-100,0,13684
69c7cd93ec6444f799d8f65f16430e17,LIDAR_TOP_FRONT,forward_30deg,100-150,0,13684
69c7cd93ec6444f799d8f65f16430e17,LIDAR_TOP_FRONT,forward_30deg,150-400,0,13684
69c7cd93ec6444f799d8f65f16430e17,LIDAR_TOP_FRONT,forward_30deg,>=400,0,13684
69c7cd93ec6444f799d8f65f16430e17,ground_truth,all_azimuth,0-50,34,35
69c7cd93ec6444f799d8f65f16430e17,ground_truth,all_azimuth,50-100,1,35
69c7cd93ec6444f799d8f65f16430e17,ground_truth,all_azimuth,100-150,0,35
69c7cd93ec6444f799d8f65f16430e17,ground_truth,all_azimuth,150-400,0,35
69c7cd93ec6444f799d8f65f16430e17,ground_truth,all_azimuth,>=400,0,35
69c7cd93ec6444f799d8f65f16430e17,ground_truth,forward_30deg,0-50,4,4
69c7cd93ec6444f799d8f65f16430e17,ground_truth,forward_30deg,50-100,0,4
69c7cd93ec6444f799d8f65f16430e17,ground_truth,forward_30deg,100-150,0,4
69c7cd93ec6444f799d8f65f16430e17,ground_truth,forward_30deg,150-400,0,4
69c7cd93ec6444f799d8f65f16430e17,ground_truth,forward_30deg,>=400,0,4
4551a79e00f24684b35672591431ec8c,RADAR_LEFT_FRONT,all_azimuth,0-50,227,800
4551a79e00f24684b35672591431ec8c,RADAR_LEFT_FRONT,all_azimuth,50-100,305,800
4551a79e00f24684b35672591431ec8c,RADAR_LEFT_FRONT,all_azimuth,100-150,253,800
4551a79e00f24684b35672591431ec8c,RADAR_LEFT_FRONT,all_azimuth,150-400,15,800
4551a79e00f24684b35672591431ec8c,RADAR_LEFT_FRONT,all_azimuth,>=400,0,800
4551a79e00f24684b35672591431ec8c,RADAR_LEFT_FRONT,forward_30deg,0-50,112,463
4551a79e00f24684b35672591431ec8c,RADAR_LEFT_FRONT,forward_30deg,50-100,193,463
4551a79e00f24684b35672591431ec8c,RADAR_LEFT_FRONT,forward_30deg,100-150,150,463
4551a79e00f24684b35672591431ec8c,RADAR_LEFT_FRONT,forward_30deg,150-400,8,463
4551a79e00f24684b35672591431ec8c,RADAR_LEFT_FRONT,forward_30deg,>=400,0,463
4551a79e00f24684b35672591431ec8c,LIDAR_LEFT,all_azimuth,0-50,79219,82740
4551a79e00f24684b35672591431ec8c,LIDAR_LEFT,all_azimuth,50-100,3292,82740
4551a79e00f24684b35672591431ec8c,LIDAR_LEFT,all_azimuth,100-150,202,82740
4551a79e00f24684b35672591431ec8c,LIDAR_LEFT,all_azimuth,150-400,27,82740
4551a79e00f24684b35672591431ec8c,LIDAR_LEFT,all_azimuth,>=400,0,82740
4551a79e00f24684b35672591431ec8c,LIDAR_LEFT,forward_30deg,0-50,25551,26449
4551a79e00f24684b35672591431ec8c,LIDAR_LEFT,forward_30deg,50-100,805,26449
4551a79e00f24684b35672591431ec8c,LIDAR_LEFT,forward_30deg,100-150,93,26449
4551a79e00f24684b35672591431ec8c,LIDAR_LEFT,forward_30deg,150-400,0,26449
4551a79e00f24684b35672591431ec8c,LIDAR_LEFT,forward_30deg,>=400,0,26449
4551a79e00f24684b35672591431ec8c,LIDAR_TOP_FRONT,all_azimuth,0-50,18733,18785
4551a79e00f24684b35672591431ec8c,LIDAR_TOP_FRONT,all_azimuth,50-100,51,18785
4551a79e00f24684b35672591431ec8c,LIDAR_TOP_FRONT,all_azimuth,100-150,1,18785
4551a79e00f24684b35672591431ec8c,LIDAR_TOP_FRONT,all_azimuth,150-400,0,18785
4551a79e00f24684b35672591431ec8c,LIDAR_TOP_FRONT,all_azimuth,>=400,0,18785
4551a79e00f24684b35672591431ec8c,LIDAR_TOP_FRONT,forward_30deg,0-50,14029,14029
4551a79e00f24684b35672591431ec8c,LIDAR_TOP_FRONT,forward_30deg,50-100,0,14029
4551a79e00f24684b35672591431ec8c,LIDAR_TOP_FRONT,forward_30deg,100-150,0,14029
4551a79e00f24684b35672591431ec8c,LIDAR_TOP_FRONT,forward_30deg,150-400,0,14029
4551a79e00f24684b35672591431ec8c,LIDAR_TOP_FRONT,forward_30deg,>=400,0,14029
4551a79e00f24684b35672591431ec8c,ground_truth,all_azimuth,0-50,34,35
4551a79e00f24684b35672591431ec8c,ground_truth,all_azimuth,50-100,1,35
4551a79e00f24684b35672591431ec8c,ground_truth,all_azimuth,100-150,0,35
4551a79e00f24684b35672591431ec8c,ground_truth,all_azimuth,150-400,0,35
4551a79e00f24684b35672591431ec8c,ground_truth,all_azimuth,>=400,0,35
4551a79e00f24684b35672591431ec8c,ground_truth,forward_30deg,0-50,2,2
4551a79e00f24684b35672591431ec8c,ground_truth,forward_30deg,50-100,0,2
4551a79e00f24684b35672591431ec8c,ground_truth,forward_30deg,100-150,0,2
4551a79e00f24684b35672591431ec8c,ground_truth,forward_30deg,150-400,0,2
4551a79e00f24684b35672591431ec8c,ground_truth,forward_30deg,>=400,0,2
8502c7bf06fc4f319f1847b4a6e179e7,RADAR_LEFT_FRONT,all_azimuth,0-50,228,800
8502c7bf06fc4f319f1847b4a6e179e7,RADAR_LEFT_FRONT,all_azimuth,50-100,278,800
8502c7bf06fc4f319f1847b4a6e179e7,RADAR_LEFT_FRONT,all_azimuth,100-150,255,800
8502c7bf06fc4f319f1847b4a6e179e7,RADAR_LEFT_FRONT,all_azimuth,150-400,39,800
8502c7bf06fc4f319f1847b4a6e179e7,RADAR_LEFT_FRONT,all_azimuth,>=400,0,800
8502c7bf06fc4f319f1847b4a6e179e7,RADAR_LEFT_FRONT,forward_30deg,0-50,112,461
8502c7bf06fc4f319f1847b4a6e179e7,RADAR_LEFT_FRONT,forward_30deg,50-100,175,461
8502c7bf06fc4f319f1847b4a6e179e7,RADAR_LEFT_FRONT,forward_30deg,100-150,144,461
8502c7bf06fc4f319f1847b4a6e179e7,RADAR_LEFT_FRONT,forward_30deg,150-400,30,461
8502c7bf06fc4f319f1847b4a6e179e7,RADAR_LEFT_FRONT,forward_30deg,>=400,0,461
8502c7bf06fc4f319f1847b4a6e179e7,LIDAR_LEFT,all_azimuth,0-50,78100,82045
8502c7bf06fc4f319f1847b4a6e179e7,LIDAR_LEFT,all_azimuth,50-100,3510,82045
8502c7bf06fc4f319f1847b4a6e179e7,LIDAR_LEFT,all_azimuth,100-150,322,82045
8502c7bf06fc4f319f1847b4a6e179e7,LIDAR_LEFT,all_azimuth,150-400,113,82045
8502c7bf06fc4f319f1847b4a6e179e7,LIDAR_LEFT,all_azimuth,>=400,0,82045
8502c7bf06fc4f319f1847b4a6e179e7,LIDAR_LEFT,forward_30deg,0-50,26908,27828
8502c7bf06fc4f319f1847b4a6e179e7,LIDAR_LEFT,forward_30deg,50-100,875,27828
8502c7bf06fc4f319f1847b4a6e179e7,LIDAR_LEFT,forward_30deg,100-150,45,27828
8502c7bf06fc4f319f1847b4a6e179e7,LIDAR_LEFT,forward_30deg,150-400,0,27828
8502c7bf06fc4f319f1847b4a6e179e7,LIDAR_LEFT,forward_30deg,>=400,0,27828
8502c7bf06fc4f319f1847b4a6e179e7,LIDAR_TOP_FRONT,all_azimuth,0-50,18567,18609
8502c7bf06fc4f319f1847b4a6e179e7,LIDAR_TOP_FRONT,all_azimuth,50-100,41,18609
8502c7bf06fc4f319f1847b4a6e179e7,LIDAR_TOP_FRONT,all_azimuth,100-150,1,18609
8502c7bf06fc4f319f1847b4a6e179e7,LIDAR_TOP_FRONT,all_azimuth,150-400,0,18609
8502c7bf06fc4f319f1847b4a6e179e7,LIDAR_TOP_FRONT,all_azimuth,>=400,0,18609
8502c7bf06fc4f319f1847b4a6e179e7,LIDAR_TOP_FRONT,forward_30deg,0-50,14047,14047
8502c7bf06fc4f319f1847b4a6e179e7,LIDAR_TOP_FRONT,forward_30deg,50-100,0,14047
8502c7bf06fc4f319f1847b4a6e179e7,LIDAR_TOP_FRONT,forward_30deg,100-150,0,14047
8502c7bf06fc4f319f1847b4a6e179e7,LIDAR_TOP_FRONT,forward_30deg,150-400,0,14047
8502c7bf06fc4f319f1847b4a6e179e7,LIDAR_TOP_FRONT,forward_30deg,>=400,0,14047
8502c7bf06fc4f319f1847b4a6e179e7,ground_truth,all_azimuth,0-50,34,34
8502c7bf06fc4f319f1847b4a6e179e7,ground_truth,all_azimuth,50-100,0,34
8502c7bf06fc4f319f1847b4a6e179e7,ground_truth,all_azimuth,100-150,0,34
8502c7bf06fc4f319f1847b4a6e179e7,ground_truth,all_azimuth,150-400,0,34
8502c7bf06fc4f319f1847b4a6e179e7,ground_truth,all_azimuth,>=400,0,34
8502c7bf06fc4f319f1847b4a6e179e7,ground_truth,forward_30deg,0-50,2,2
8502c7bf06fc4f319f1847b4a6e179e7,ground_truth,forward_30deg,50-100,0,2
8502c7bf06fc4f319f1847b4a6e179e7,ground_truth,forward_30deg,100-150,0,2
8502c7bf06fc4f319f1847b4a6e179e7,ground_truth,forward_30deg,150-400,0,2
8502c7bf06fc4f319f1847b4a6e179e7,ground_truth,forward_30deg,>=400,0,2
09620b9499344b80a7870dc1b80cb4ed,RADAR_LEFT_FRONT,all_azimuth,0-50,192,800
09620b9499344b80a7870dc1b80cb4ed,RADAR_LEFT_FRONT,all_azimuth,50-100,240,800
09620b9499344b80a7870dc1b80cb4ed,RADAR_LEFT_FRONT,all_azimuth,100-150,286,800
09620b9499344b80a7870dc1b80cb4ed,RADAR_LEFT_FRONT,all_azimuth,150-400,82,800
09620b9499344b80a7870dc1b80cb4ed,RADAR_LEFT_FRONT,all_azimuth,>=400,0,800
09620b9499344b80a7870dc1b80cb4ed,RADAR_LEFT_FRONT,forward_30deg,0-50,113,468
09620b9499344b80a7870dc1b80cb4ed,RADAR_LEFT_FRONT,forward_30deg,50-100,134,468
09620b9499344b80a7870dc1b80cb4ed,RADAR_LEFT_FRONT,forward_30deg,100-150,162,468
09620b9499344b80a7870dc1b80cb4ed,RADAR_LEFT_FRONT,forward_30deg,150-400,59,468
09620b9499344b80a7870dc1b80cb4ed,RADAR_LEFT_FRONT,forward_30deg,>=400,0,468
09620b9499344b80a7870dc1b80cb4ed,LIDAR_LEFT,all_azimuth,0-50,77002,81454
09620b9499344b80a7870dc1b80cb4ed,LIDAR_LEFT,all_azimuth,50-100,3624,81454
09620b9499344b80a7870dc1b80cb4ed,LIDAR_LEFT,all_azimuth,100-150,475,81454
09620b9499344b80a7870dc1b80cb4ed,LIDAR_LEFT,all_azimuth,150-400,353,81454
09620b9499344b80a7870dc1b80cb4ed,LIDAR_LEFT,all_azimuth,>=400,0,81454
09620b9499344b80a7870dc1b80cb4ed,LIDAR_LEFT,forward_30deg,0-50,28219,29362
09620b9499344b80a7870dc1b80cb4ed,LIDAR_LEFT,forward_30deg,50-100,1098,29362
09620b9499344b80a7870dc1b80cb4ed,LIDAR_LEFT,forward_30deg,100-150,45,29362
09620b9499344b80a7870dc1b80cb4ed,LIDAR_LEFT,forward_30deg,150-400,0,29362
09620b9499344b80a7870dc1b80cb4ed,LIDAR_LEFT,forward_30deg,>=400,0,29362
09620b9499344b80a7870dc1b80cb4ed,LIDAR_TOP_FRONT,all_azimuth,0-50,18811,18868
09620b9499344b80a7870dc1b80cb4ed,LIDAR_TOP_FRONT,all_azimuth,50-100,55,18868
09620b9499344b80a7870dc1b80cb4ed,LIDAR_TOP_FRONT,all_azimuth,100-150,1,18868
09620b9499344b80a7870dc1b80cb4ed,LIDAR_TOP_FRONT,all_azimuth,150-400,1,18868
09620b9499344b80a7870dc1b80cb4ed,LIDAR_TOP_FRONT,all_azimuth,>=400,0,18868
09620b9499344b80a7870dc1b80cb4ed,LIDAR_TOP_FRONT,forward_30deg,0-50,14255,14255
09620b9499344b80a7870dc1b80cb4ed,LIDAR_TOP_FRONT,forward_30deg,50-100,0,14255
09620b9499344b80a7870dc1b80cb4ed,LIDAR_TOP_FRONT,forward_30deg,100-150,0,14255
09620b9499344b80a7870dc1b80cb4ed,LIDAR_TOP_FRONT,forward_30deg,150-400,0,14255
09620b9499344b80a7870dc1b80cb4ed,LIDAR_TOP_FRONT,forward_30deg,>=400,0,14255
09620b9499344b80a7870dc1b80cb4ed,ground_truth,all_azimuth,0-50,35,35
09620b9499344b80a7870dc1b80cb4ed,ground_truth,all_azimuth,50-100,0,35
09620b9499344b80a7870dc1b80cb4ed,ground_truth,all_azimuth,100-150,0,35
09620b9499344b80a7870dc1b80cb4ed,ground_truth,all_azimuth,150-400,0,35
09620b9499344b80a7870dc1b80cb4ed,ground_truth,all_azimuth,>=400,0,35
09620b9499344b80a7870dc1b80cb4ed,ground_truth,forward_30deg,0-50,1,1
09620b9499344b80a7870dc1b80cb4ed,ground_truth,forward_30deg,50-100,0,1
09620b9499344b80a7870dc1b80cb4ed,ground_truth,forward_30deg,100-150,0,1
09620b9499344b80a7870dc1b80cb4ed,ground_truth,forward_30deg,150-400,0,1
09620b9499344b80a7870dc1b80cb4ed,ground_truth,forward_30deg,>=400,0,1
36b65dcf8d8d4266bf5802677195cc15,RADAR_LEFT_FRONT,all_azimuth,0-50,174,800
36b65dcf8d8d4266bf5802677195cc15,RADAR_LEFT_FRONT,all_azimuth,50-100,234,800
36b65dcf8d8d4266bf5802677195cc15,RADAR_LEFT_FRONT,all_azimuth,100-150,244,800
36b65dcf8d8d4266bf5802677195cc15,RADAR_LEFT_FRONT,all_azimuth,150-400,148,800
36b65dcf8d8d4266bf5802677195cc15,RADAR_LEFT_FRONT,all_azimuth,>=400,0,800
36b65dcf8d8d4266bf5802677195cc15,RADAR_LEFT_FRONT,forward_30deg,0-50,101,487
36b65dcf8d8d4266bf5802677195cc15,RADAR_LEFT_FRONT,forward_30deg,50-100,120,487
36b65dcf8d8d4266bf5802677195cc15,RADAR_LEFT_FRONT,forward_30deg,100-150,158,487
36b65dcf8d8d4266bf5802677195cc15,RADAR_LEFT_FRONT,forward_30deg,150-400,108,487
36b65dcf8d8d4266bf5802677195cc15,RADAR_LEFT_FRONT,forward_30deg,>=400,0,487
36b65dcf8d8d4266bf5802677195cc15,LIDAR_LEFT,all_azimuth,0-50,74673,80887
36b65dcf8d8d4266bf5802677195cc15,LIDAR_LEFT,all_azimuth,50-100,4658,80887
36b65dcf8d8d4266bf5802677195cc15,LIDAR_LEFT,all_azimuth,100-150,591,80887
36b65dcf8d8d4266bf5802677195cc15,LIDAR_LEFT,all_azimuth,150-400,965,80887
